Index Raw,Recipe Number Raw,ID Raw,Key Item Raw,Key Monster Raw,Key Story Raw,Item 1 Raw,Item 2 Raw,Item 3 Raw,Item 4 Raw,Number 1 Raw,Number 2 Raw,Number 3 Raw,Number 4 Raw,Can Shortcut Raw,Index,Recipe Number,ID,Name,Uprades From,Key Item,Key Monster,Key Story,Item 1,Number 1,Item 2,Number 2,Item 3,Number 3,Item 4,Number 4,Can Shortcut
0000000F,0000000F,00000016,00000000,FDEAE550,00000000,00000058,0000012B,0000005A,00000000,00000003,00000002,00000001,00000000,00000000,15,15,22,Quematrice Lima I,Hope Edge I,,Quematrice,00000000,Quematrice Scale,3,Quematrice Igniter,2,Quematrice Crest,1,,,FALSE
00000010,00000010,00000017,00000000,21D55200,00000000,00000244,0000005B,00000037,00000000,00000001,00000001,00000001,00000000,00000000,16,16,23,Quematrice Lima II,Quematrice Lima I,,Rompopolo,00000000,Firestone,1,Quematrice Tail,1,Dragonite Ore,1,,,FALSE
00000011,00000011,00000018,00000000,00000000,65760700,00000131,0000012F,00000130,00000000,00000002,00000005,00000003,00000000,00000001,17,17,24,Quematrice Lima III,Quematrice Lima II,,-,65760700,Quematrice Certificate S,2,Quematrice Igniter+,5,Quematrice Crest+,3,,,TRUE
00000012,00000012,00000019,00000185,00000000,00000000,00000185,0000012E,00000252,0000005C,00000003,00000006,00000005,00000001,00000000,18,18,25,Quematrice Lima IV,Quematrice Lima III,Nu Udra Certificate S,-,00000000,Nu Udra Certificate S,3,Quematrice Hide+,6,Inferno Sac,5,Wyvern Gem,1,FALSE
00000013,00000013,0000001A,00000000,2C864480,00000000,00000293,0000012D,00000184,00000000,00000005,00000006,00000001,00000000,00000000,19,19,26,Firetrail Ferrocere,Quematrice Lima IV,,Arkveld,00000000,Hunter Symbol I,5,Quematrice Scale+,6,Nu Udra Flamegem,1,,,FALSE
00000014,00000014,00000027,00000000,A4DDE380,00000000,00000111,0000025B,00000112,00000000,00000003,00000002,00000001,00000000,00000000,20,20,39,Barina Flamberge I,Bone Shotel I,,Lala Barina,00000000,Lala Barina Shell,3,Lala Barina Mucus,2,Lala Barina Claw,1,,,FALSE
00000015,00000015,00000028,00000000,AEBC9E00,00000000,00000203,00000115,00000113,00000000,00000001,00000002,00000001,00000000,00000000,21,21,40,Barina Flamberge II,Barina Flamberge I,,Nerscylla,00000000,Nerscylla Claw,1,Lala Barina Floret,2,Lala Barina Stinger,1,,,FALSE
00000016,00000016,00000029,00000000,00000000,65760700,00000136,0000025C,00000134,00000000,00000002,00000005,00000003,00000000,00000001,22,22,41,Barina Flamberge III,Barina Flamberge II,,-,65760700,Lala Barina Certificate S,2,Lala Barina Mucus+,5,Lala Barina Claw+,3,,,TRUE
00000017,00000017,0000002A,00000290,00000000,00000000,00000290,00000132,00000135,00000000,00000003,00000006,00000004,00000000,00000000,23,23,42,Barina Flamberge IV,Barina Flamberge III,Monster Hardbone,-,00000000,Monster Hardbone,3,Lala Barina Floret+,6,Lala Barina Stinger+,4,,,FALSE
00000018,00000018,0000002B,00000000,2C864480,00000000,00000293,00000133,000001EA,00000216,00000005,00000006,00000004,00000001,00000000,24,24,43,Lala Ornithocton,Barina Flamberge IV,,Arkveld,00000000,Hunter Symbol I,5,Lala Barina Carapace,6,Monster Broth,4,Bird Wyvern Gem,1,FALSE
00000019,00000019,0000003B,00000000,0000000F,00000000,00000022,00000023,00000024,00000000,00000003,00000002,00000001,00000000,00000000,25,25,59,Dosha Fatecleaver I,Bone Shotel I,,Doshaguma,00000000,Doshaguma Fur,3,Doshaguma Claw,2,Doshaguma Fang,1,,,FALSE
0000001A,0000001A,0000003C,00000000,00000000,D9C1E4C0,00000188,00000021,0000024C,00000000,00000001,00000003,00000001,00000000,00000000,26,26,60,Dosha Fatecleaver II,Dosha Fatecleaver I,,-,D9C1E4C0,Guardian Doshaguma Claw,1,Doshaguma Hide,3,Tough Guardian Bone,1,,,FALSE
0000001B,0000001B,0000003D,00000141,00000000,00000000,00000141,0000013F,00000140,00000000,00000002,00000006,00000004,00000000,00000000,27,27,61,Dosha Fatecleaver III,Dosha Fatecleaver II,Doshaguma Certificate S,-,00000000,Doshaguma Certificate S,2,Doshaguma Claw+,6,Doshaguma Fang+,4,,,FALSE
0000001C,0000001C,0000004F,00000000,2C864480,00000000,00000294,0000013E,00000025,00000000,00000005,00000006,00000001,00000000,00000000,28,28,79,Fatecleaver Kimkemush,Dosha Fatecleaver III,,Arkveld,00000000,Hunter Symbol II,5,Doshaguma Hide+,6,Beast Gem,1,,,FALSE
0000001D,0000001D,0000000E,00000000,00000000,97DC3400,00000148,00000146,00000144,00000000,00000001,00000002,00000001,00000000,00000000,29,29,14,Uth Khlunda I,Bone Shotel II,,-,97DC3400,Uth Duna Certificate,1,Uth Duna Claw,2,Uth Duna Cilia,1,,,FALSE
0000001E,0000001E,0000000F,0000013B,00000000,00000000,0000013B,00000254,0000003E,00000000,00000001,00000003,00000001,00000000,00000000,30,30,15,Uth Khlunda II,Uth Khlunda I,Balahara Certificate S,-,00000000,Balahara Certificate S,1,Torrent Sac,3,Dragonbone Relic,1,,,FALSE
0000001F,0000001F,00000010,0000014F,00000000,00000000,0000014F,0000014D,0000014B,00000147,00000003,00000005,00000003,00000001,00000000,31,31,16,Uth Khlunda III,Uth Khlunda II,Uth Duna Certificate S,-,00000000,Uth Duna Certificate S,3,Uth Duna Claw+,5,Uth Duna Cilia+,3,Uth Duna Plate,1,FALSE
00000020,00000020,00000011,00000000,2C864480,00000000,00000295,0000014C,0000014A,0000014E,00000005,00000006,00000006,00000001,00000000,32,32,17,Khlunda-of-the-Waves,Uth Khlunda III,,Arkveld,00000000,Hunter Symbol III,5,Uth Duna Tentacle+,6,Uth Duna Hide+,6,Uth Duna Watergem,1,FALSE
00000021,00000021,00000037,00000000,21D55200,00000000,00000150,00000151,00000259,00000000,00000003,00000002,00000001,00000000,00000000,33,33,55,Rompo Hacker I,Iron Katana I,,Rompopolo,00000000,Rompopolo Hide,3,Rompopolo Claw,2,Poison Sac,1,,,FALSE
00000022,00000022,00000038,00000000,00000000,65760700,00000159,00000156,0000025A,00000000,00000001,00000003,00000003,00000000,00000001,34,34,56,Rompo Hacker II,Rompo Hacker I,,-,65760700,Rompopolo Certificate S,1,Rompopolo Claw+,3,Toxin Sac,3,,,TRUE
00000023,00000023,00000039,00000185,00000000,00000000,00000185,00000157,00000069,00000000,00000003,00000004,00000001,00000000,00000000,35,35,57,Rompo Hacker III,Rompo Hacker II,Nu Udra Certificate S,-,00000000,Nu Udra Certificate S,3,Spotted Poison Hide+,4,Rathian Spike+,1,,,FALSE
00000024,00000024,0000003A,00000000,2C864480,00000000,00000293,00000158,0000005C,00000000,00000005,00000003,00000001,00000000,00000000,36,36,58,Rompo Mytoxin,Rompo Hacker III,,Arkveld,00000000,Hunter Symbol I,5,Rompopolo Beak+,3,Wyvern Gem,1,,,FALSE
00000025,00000025,00000006,00000000,A3C51700,00000000,0000008B,0000008E,0000008D,00000000,00000003,00000002,00000001,00000000,00000000,37,37,6,Rey Tonitrus I,Quematrice Lima I,,Rey Dau,00000000,Rey Dau Scale,3,Rey Dau Wingtalon,2,Rey Dau Thunderhorn,1,,,FALSE
00000026,00000026,00000007,00000000,0000001A,00000000,00000218,00000068,00000243,00000000,00000002,00000003,00000001,00000000,00000000,38,38,7,Rey Tonitrus II,Rey Tonitrus I,,Rathian,00000000,Rathian Certificate S,2,Rathian Webbing,3,Novacrystal,1,,,FALSE
00000027,00000027,00000008,00000160,00000000,00000000,00000160,0000015E,0000008F,00000090,00000003,00000004,00000001,00000001,00000000,39,39,8,Rey Tonitrus III,Rey Tonitrus II,Rey Dau Certificate S,-,00000000,Rey Dau Certificate S,3,Rey Dau Fulgurtalon,4,Rey Dau Tail,1,Rey Dau Plate,1,FALSE
00000028,00000028,00000009,00000000,2C864480,00000000,00000295,0000015C,0000015D,0000015F,00000005,00000006,00000004,00000001,00000000,40,40,9,Tonitrus Clairblade,Rey Tonitrus III,,Arkveld,00000000,Hunter Symbol III,5,Rey Dau Carapace,6,Rey Dau Bolthorn,4,Rey Dau Boltgem,1,FALSE
00000029,00000029,0000002C,00000000,AEBC9E00,00000000,00000201,00000203,0000025D,00000000,00000003,00000002,00000001,00000000,00000000,41,41,44,Blood Cry I,Barina Flamberge I,,Nerscylla,00000000,Nerscylla Shell,3,Nerscylla Claw,2,Sleep Sac,1,,,FALSE
0000002A,0000002A,0000002D,00000209,00000000,00000000,00000209,00000207,0000025E,00000000,00000001,00000003,00000003,00000000,00000000,42,42,45,Blood Cry II,Blood Cry I,Nerscylla Certificate S,-,00000000,Nerscylla Certificate S,1,Nerscylla Claw+,3,Coma Sac,3,,,FALSE
0000002B,0000002B,0000002E,000001A9,00000000,00000000,000001A9,00000208,000001E0,000001EA,00000003,00000005,00000002,00000003,00000000,43,43,46,Blood Cry III,Blood Cry II,Jin Dahaad Certificate S,-,00000000,Jin Dahaad Certificate S,3,Nerscylla Spike+,5,Nerscylla Shear,2,Monster Broth,3,FALSE
0000002C,0000002C,0000002F,00000000,2C864480,00000000,00000293,00000206,00000216,00000000,00000005,00000006,00000001,00000000,00000000,44,44,47,Blood Scream,Blood Cry III,,Arkveld,00000000,Hunter Symbol I,5,Nerscylla Carapace,6,Bird Wyvern Gem,1,,,FALSE
0000002D,0000002D,00000012,00000000,0D49B3C0,00000000,00000161,00000164,00000257,00000000,00000003,00000002,00000001,00000000,00000000,45,45,18,Windclaw Blade I,Iron Katana I,,Hirabami,00000000,Hirabami Scale,3,Hirabami Tail Claw,2,Frost Sac,1,,,FALSE
0000002E,0000002E,00000013,0000016A,00000000,00000000,0000016A,00000169,00000258,00000000,00000001,00000004,00000003,00000000,00000000,46,46,19,Windclaw Blade II,Windclaw Blade I,Hirabami Certificate S,-,00000000,Hirabami Certificate S,1,Hirabami Tail Claw+,4,Freezer Sac,3,,,FALSE
0000002F,0000002F,00000014,000001A9,00000000,00000000,000001A9,00000167,0000005C,00000000,00000003,00000005,00000001,00000000,00000000,47,47,20,Windclaw Blade III,Windclaw Blade II,Jin Dahaad Certificate S,-,00000000,Jin Dahaad Certificate S,3,Hirabami Hide+,5,Wyvern Gem,1,,,FALSE
00000030,00000030,00000015,00000000,2C864480,00000000,00000293,00000168,000001A8,00000000,00000005,00000006,00000001,00000000,00000000,48,48,21,Windclaw Kiribami,Windclaw Blade III,,Arkveld,00000000,Hunter Symbol I,5,Hirabami Webbing+,6,Jin Dahaad Icegem,1,,,FALSE
00000031,00000031,00000040,00000000,00000000,D9C1E4C0,00000186,00000188,00000189,00000000,00000003,00000002,00000001,00000000,00000000,49,49,64,Dosha Gravecleaver I,Dosha Fatecleaver I,,-,D9C1E4C0,Guardian Doshaguma Fur,3,Guardian Doshaguma Claw,2,Guardian Doshaguma Fang,1,,,FALSE
00000032,00000032,00000041,0000018F,00000000,00000000,0000018F,0000018D,0000018E,00000260,00000002,00000006,00000004,00000001,00000001,50,50,65,Dosha Gravecleaver II,Dosha Gravecleaver I,G. Doshaguma Certificate S,-,00000000,G. Doshaguma Certificate S,2,Guardian Doshaguma Claw+,6,Guardian Doshaguma Fang+,4,Guardian Blood+,1,TRUE
00000033,00000033,00000042,00000000,2C864480,00000000,00000294,0000018B,00000299,00000025,00000005,00000006,00000006,00000001,00000000,51,51,66,Gravecleaver Urkemush,Dosha Gravecleaver II,,Arkveld,00000000,Hunter Symbol II,5,Guardian Doshaguma Fur+,6,Guardian Pelt+,6,Beast Gem,1,FALSE
00000034,00000034,0000001F,00000000,00000000,D9C1E4C0,00000190,00000192,00000251,00000000,00000003,00000002,00000001,00000000,00000000,52,52,31,"Wyvern Blade ""Ash"" I",Hope Edge III,,-,D9C1E4C0,Guardian Rathalos Scale,3,Guardian Rathalos Webbing,2,Flame Sac,1,,,FALSE
00000035,00000035,00000020,0000019A,00000000,00000000,0000019A,00000198,000002C2,00000260,00000002,00000005,00000001,00000001,00000000,53,53,32,"Wyvern Blade ""Ash"" II","Wyvern Blade ""Ash"" I",G. Rathalos Certificate S,-,00000000,G. Rathalos Certificate S,2,Guardian Rathalos Wing,5,Guardian Rathalos Plate,1,Guardian Blood+,1,FALSE
00000036,00000036,00000021,00000000,2C864480,00000000,00000294,00000197,000002C1,000001C7,00000005,00000006,00000001,00000006,00000000,54,54,33,"Wyvern Blade ""Lily""","Wyvern Blade ""Ash"" II",,Arkveld,00000000,Hunter Symbol II,5,Guardian Rathalos Carapace,6,Guardian Rathalos Ruby,1,Guardian Scale+,6,FALSE
00000037,00000037,00000043,00000000,EF17C700,00000000,000001C6,00000298,0000025F,0000024C,00000003,00000003,00000001,00000002,00000000,55,55,67,G. Veldian Ensis I,Dosha Fatecleaver I,,Guardian Arkveld,00000000,Guardian Scale,3,Guardian Pelt,3,Guardian Blood,1,Tough Guardian Bone,2,FALSE
00000038,00000038,00000044,00000000,00000000,85F88180,000001C7,00000299,00000260,0000003E,00000006,00000006,00000003,00000001,00000000,56,56,68,G. Veldian Ensis II,G. Veldian Ensis I,,-,85F88180,Guardian Scale+,6,Guardian Pelt+,6,Guardian Blood+,3,Dragonbone Relic,1,FALSE
00000039,00000039,00000045,00000000,2C864480,00000000,00000295,000001CF,000001C8,000001D1,00000005,00000004,00000002,00000001,00000000,57,57,69,G. Righteous Lancelot,G. Veldian Ensis II,,Arkveld,00000000,Hunter Symbol III,5,Arkveld Calloushell,4,Arkveld Tail,2,Arkveld Gem,1,FALSE
0000003A,0000003A,00000024,00000000,0000001A,00000000,00000218,00000068,00000069,00000066,00000001,00000003,00000002,00000005,00000000,58,58,36,"Wyvern Blade ""Verde"" I",,,Rathian,00000000,Rathian Certificate S,1,Rathian Webbing,3,Rathian Spike+,2,Rathian Scale+,5,FALSE
0000003B,0000003B,00000025,00000160,00000000,00000000,00000160,00000067,0000019B,0000005C,00000002,00000006,00000001,00000001,00000000,59,59,37,"Wyvern Blade ""Verde"" II","Wyvern Blade ""Verde"" I",Rey Dau Certificate S,-,00000000,Rey Dau Certificate S,2,Rathian Carapace,6,Rath Medulla,1,Wyvern Gem,1,FALSE
0000003C,0000003C,00000026,00000000,2C864480,00000000,00000293,00000066,0000006A,00000000,00000005,00000005,00000001,00000000,00000000,60,60,38,"Wyvern Blade ""Holly""","Wyvern Blade ""Verde"" II",,Arkveld,00000000,Hunter Symbol I,5,Rathian Scale+,5,Rathian Ruby,1,,,FALSE
0000003D,0000003D,00000035,00000000,0663AA30,00000000,00000248,000001E3,000001E5,00000256,00000002,00000005,00000001,00000004,00000000,61,61,53,Gnashing Fulgur I,,,Guardian Fulgur Anjanath,00000000,Guardian Fulgur Certificate S,2,Guardian Fulgur Fang+,5,Guardian Fulgur Tail,1,Thunder Sac,4,FALSE
0000003E,0000003E,00000036,00000000,2C864480,00000000,00000294,000001E4,000001E2,000001E6,00000005,00000004,00000006,00000001,00000000,62,62,54,Fulgurblade Guardiana,Gnashing Fulgur I,,Arkveld,00000000,Hunter Symbol II,5,Guardian Fulgur Nosebone+,4,Guardian Fulgur Pelt+,6,Guardian Fulgur Gem,1,FALSE
0000003F,0000003F,0000003E,00000000,7EEF1180,00000000,0000021D,0000021A,0000021B,00000241,00000002,00000005,00000004,00000004,00000000,63,63,62,Blanberge I,,,Blangonga,00000000,Blangonga Certificate S,2,Blangonga Fang+,5,Blangonga Whisker,4,Blango Pelt+,4,FALSE
00000040,00000040,0000003F,00000000,2C864480,00000000,00000294,00000219,0000021C,000001A8,00000005,00000006,00000004,00000001,00000000,64,64,63,Blangongaberge,Blanberge I,,Arkveld,00000000,Hunter Symbol II,5,Blangonga Pelt+,6,Blangonga Tail,4,Jin Dahaad Icegem,1,FALSE
00000041,00000041,00000022,00000000,75231300,00000000,00000231,0000022D,0000022E,0000019B,00000002,00000005,00000004,00000001,00000000,65,65,34,"Wyvern Blade ""Blood"" I","Wyvern Blade ""Verde"" I",,Rathalos,00000000,Rathalos Certificate S,2,Rathalos Carapace,5,Rathalos Wing,4,Rath Medulla,1,FALSE
00000042,00000042,00000023,00000000,2C864480,00000000,00000294,0000022C,0000022F,00000230,00000005,00000006,00000001,00000001,00000000,66,66,35,"Wyvern Blade ""Maple""","Wyvern Blade ""Blood"" I",,Arkveld,00000000,Hunter Symbol II,5,Rathalos Scale+,6,Rathalos Tail,1,Rathalos Ruby,1,FALSE
00000043,00000043,0000000C,00000000,D2CE02C0,00000000,00000239,00000235,00000236,000001A2,00000003,00000004,00000001,00000005,00000000,67,67,12,Stahlfakt I,"Wyvern Blade ""Blood"" I",,Gore Magala,00000000,Gore Magala Certificate S,3,Gore Magala Ripclaw+,4,Gore Magala Tail,1,Frenzy Shard,5,FALSE
00000044,00000044,0000000D,00000000,2C864480,00000000,00000295,00000237,00000238,0000023A,00000005,00000002,00000001,00000005,00000000,68,68,13,Stahlrecht,Stahlfakt I,,Arkveld,00000000,Hunter Symbol III,5,Gore Magala Feeler+,2,Gore Magala Nyctgem,1,Frenzy Crystal,5,FALSE
00000045,00000045,00000046,00000000,2C864480,00000000,000001D2,000001CB,000001CE,0000005C,00000003,00000004,00000002,00000001,00000000,69,69,70,Veldian Ensis I,G. Veldian Ensis II,,Arkveld,00000000,Arkveld Certificate S,3,Arkveld Scale+,4,White Arkveld Pelt,2,Wyvern Gem,1,FALSE
00000046,00000046,00000050,00000000,2C864480,00000000,00000295,000001CC,000001D0,000001D1,00000005,00000005,00000003,00000001,00000000,70,70,80,Righteous Lancelot,Veldian Ensis I,,Arkveld,00000000,Hunter Symbol III,5,Arkveld Armorplate,5,Arkveld Horn+,3,Arkveld Gem,1,FALSE
00000047,0000004C,0000004A,000002C6,00000000,00000000,000002C6,000002C8,000002C9,000002CB,00000001,00000005,00000004,00000001,00000000,71,76,74,#N/A,,Zoh Shia Certificate S,-,00000000,Zoh Shia Certificate S,1,Zoh Shia Layershell,5,Zoh Shia Stakeclaw,4,Zoh Shia Crystaltail,1,FALSE
00000048,0000004D,0000004B,000002C6,00000000,00000000,00000295,000002CA,000002CF,000002CD,00000005,00000003,00000004,00000001,00000000,72,77,75,#N/A,,Zoh Shia Certificate S,-,00000000,Hunter Symbol III,5,Zoh Shia Crystalhorn,3,Blackember Mass,4,Faux Whitegleam Orb,1,FALSE
00000049,0000004E,00000051,00000000,00007F7A,00000000,000002D0,000002D2,000002D3,000002D6,00000002,00000005,00000003,00000001,00000000,73,78,81,#N/A,,,Mizutsune,00000000,Mizutsune Certificate S,2,Mizutsune Purplefur+,5,Mizutsune Claw+,3,Mizutsune Tail,1,FALSE
0000004A,0000004F,00000052,00000000,00007F7A,53375880,00000295,000002D4,000002D7,000002D8,00000005,00000004,00000004,00000001,00000000,74,79,82,#N/A,,,Mizutsune,53375880,Hunter Symbol III,5,Mizutsune Fin+,4,Bubblefoam+,4,Mizutsune Water Orb,1,FALSE
