Index Raw,Recipe Number Raw,ID Raw,Key Item Raw,Key Monster Raw,Key Story Raw,Item 1 Raw,Item 2 Raw,Item 3 Raw,Item 4 Raw,Number 1 Raw,Number 2 Raw,Number 3 Raw,Number 4 Raw,Can Shortcut Raw,Index,Recipe Number,ID,Name,Uprades From,Key Item,Key Monster,Key Story,Item 1,Number 1,Item 2,Number 2,Item 3,Number 3,Item 4,Number 4,Can Shortcut
00000039,00000039,00000038,00000000,0663AA30,00000000,00000248,000001E3,000001E5,00000256,00000002,00000005,00000001,00000004,00000000,57,57,56,Deafening Fulgur I,Kut-Ku's Song I,,Guardian Fulgur Anjanath,00000000,Guardian Fulgur Certificate S,2,Guardian Fulgur Fang+,5,Guardian Fulgur Tail,1,Thunder Sac,4,FALSE
0000003A,0000003A,00000039,00000000,2C864480,00000000,00000294,000001E4,000001E2,000001E6,00000005,00000004,00000006,00000001,00000000,58,58,57,Fulgurhowl Guardiana,Deafening Fulgur I,,Arkveld,00000000,Hunter Symbol II,5,Guardian Fulgur Nosebone+,4,Guardian Fulgur Pelt+,6,Guardian Fulgur Gem,1,FALSE
0000003B,0000003B,0000003C,00000000,75231300,00000000,00000231,0000022D,0000022E,0000019B,00000002,00000005,00000004,00000001,00000000,59,59,60,Flame Feroce I,Valkyrie Chordmaker I,,Rathalos,00000000,Rathalos Certificate S,2,Rathalos Carapace,5,Rathalos Wing,4,Rath Medulla,1,FALSE
0000003C,0000003C,0000003D,00000000,2C864480,00000000,00000294,0000022C,0000022F,00000230,00000005,00000006,00000001,00000001,00000000,60,60,61,Rathalos Feroce,Flame Feroce I,,Arkveld,00000000,Hunter Symbol II,5,Rathalos Scale+,6,Rathalos Tail,1,Rathalos Ruby,1,FALSE
0000003D,0000003D,0000003E,00000000,D2CE02C0,00000000,00000239,00000235,00000236,000001A2,00000003,00000004,00000001,00000005,00000000,61,61,62,Kummerklang I,Flame Feroce I,,Gore Magala,00000000,Gore Magala Certificate S,3,Gore Magala Ripclaw+,4,Gore Magala Tail,1,Frenzy Shard,5,FALSE
0000003E,0000003E,0000003F,00000000,2C864480,00000000,00000295,00000237,00000238,0000023A,00000005,00000002,00000001,00000005,00000000,62,62,63,Gramklang,Kummerklang I,,Arkveld,00000000,Hunter Symbol III,5,Gore Magala Feeler+,2,Gore Magala Nyctgem,1,Frenzy Crystal,5,FALSE
0000003F,0000003F,00000040,00000000,2C864480,00000000,000001D2,000001CB,000001CE,0000005C,00000003,00000004,00000002,00000001,00000000,63,63,64,Veldian Sibilus I,G. Veldian Sibilus II,,Arkveld,00000000,Arkveld Certificate S,3,Arkveld Scale+,4,White Arkveld Pelt,2,Wyvern Gem,1,FALSE
00000041,00000041,00000041,00000000,A4DDE380,00000000,0000023D,0000025B,0000005E,00000000,00000003,00000002,00000002,00000000,00000000,65,65,65,Sonic Horn I,Hope Horn I,,Lala Barina,00000000,Vespoid Shell,3,Lala Barina Mucus,2,Bulaqchi Shell,2,,,FALSE
00000042,00000042,00000042,00000000,AEBC9E00,00000000,00000203,0000023F,000001F2,000001E9,00000001,00000003,00000002,00000002,00000000,66,66,66,Sonic Horn II,Sonic Horn I,,Nerscylla,00000000,Nerscylla Claw,1,Vespoid Wing,3,Comaqchi Shell,2,Monster Fluid,2,FALSE
00000043,00000043,00000043,00000000,00000000,65760700,00000136,0000023E,000001E8,00000000,00000002,00000005,00000004,00000000,00000000,67,67,67,Sonic Horn III,Sonic Horn II,,-,65760700,Lala Barina Certificate S,2,Vespoid Carapace,5,Bulaqchi Carapace,4,,,FALSE
00000044,00000044,00000044,00000290,00000000,00000000,00000290,0000025C,000001F3,00000000,00000003,00000005,00000004,00000000,00000000,68,68,68,Sonic Horn IV,Sonic Horn III,Monster Hardbone,-,00000000,Monster Hardbone,3,Lala Barina Mucus+,5,Comaqchi Carapace,4,,,FALSE
00000045,00000045,00000045,00000000,2C864480,00000000,00000293,00000240,000001EA,00000216,00000005,00000005,00000004,00000001,00000000,69,69,69,Glass Royale,Sonic Horn IV,,Arkveld,00000000,Hunter Symbol I,5,Vespoid Innerwing,5,Monster Broth,4,Bird Wyvern Gem,1,FALSE
00000005,00000005,00000049,00000000,2C864480,00000000,00000293,00000216,00000000,00000000,00000005,00000001,00000000,00000000,00000000,5,5,73,Esperanza Horn,Hope Horn V,,Arkveld,00000000,Hunter Symbol I,5,Bird Wyvern Gem,1,,,,,FALSE
0000001A,0000001A,0000004A,00000000,2C864480,00000000,00000294,0000013E,00000025,00000000,00000005,00000006,00000001,00000000,00000000,26,26,74,Farsounder Honga,Dosha Farsounder III,,Arkveld,00000000,Hunter Symbol II,5,Doshaguma Hide+,6,Beast Gem,1,,,FALSE
00000040,00000040,0000004B,00000000,2C864480,00000000,00000295,000001CC,000001D0,000001D1,00000005,00000005,00000003,00000001,00000000,64,64,75,Resounding Galahad,Veldian Sibilus I,,Arkveld,00000000,Hunter Symbol III,5,Arkveld Armorplate,5,Arkveld Horn+,3,Arkveld Gem,1,FALSE
00000046,00000049,0000004C,000002C6,00000000,00000000,000002C6,000002C8,000002C9,000002CB,00000001,00000005,00000004,00000001,00000000,70,73,76,#N/A,,Zoh Shia Certificate S,-,00000000,Zoh Shia Certificate S,1,Zoh Shia Layershell,5,Zoh Shia Stakeclaw,4,Zoh Shia Crystaltail,1,FALSE
00000047,0000004A,0000004D,000002C6,00000000,00000000,00000295,000002CA,000002CF,000002CD,00000005,00000003,00000004,00000001,00000000,71,74,77,#N/A,,Zoh Shia Certificate S,-,00000000,Hunter Symbol III,5,Zoh Shia Crystalhorn,3,Blackember Mass,4,Faux Whitegleam Orb,1,FALSE
00000048,0000004C,0000004F,00000000,00007F7A,00000000,000002D0,000002D2,000002D3,000002D6,00000002,00000005,00000003,00000001,00000000,72,76,79,#N/A,,,Mizutsune,00000000,Mizutsune Certificate S,2,Mizutsune Purplefur+,5,Mizutsune Claw+,3,Mizutsune Tail,1,FALSE
00000049,0000004D,00000050,00000000,00007F7A,53375880,00000295,000002D4,000002D7,000002D8,00000005,00000004,00000004,00000001,00000000,73,77,80,#N/A,,,Mizutsune,53375880,Hunter Symbol III,5,Mizutsune Fin+,4,Bubblefoam+,4,Mizutsune Water Orb,1,FALSE
