Index Raw,Recipe Number Raw,ID Raw,Key Item Raw,Key Monster Raw,Key Story Raw,Item 1 Raw,Item 2 Raw,Item 3 Raw,Item 4 Raw,Number 1 Raw,Number 2 Raw,Number 3 Raw,Number 4 Raw,Can Shortcut Raw,Index,Recipe Number,ID,Name,Uprades From,Key Item,Key Monster,Key Story,Item 1,Number 1,Item 2,Number 2,Item 3,Number 3,Item 4,Number 4,Can Shortcut
00000030,00000030,0000002F,00000000,3E913CC0,00000000,00000215,00000212,00000213,00000211,00000001,00000003,00000002,00000005,00000000,48,48,47,Slaughter I,,,Gypceros,00000000,Gypceros Certificate S,1,Gypceros Wing,3,Gypceros Head,2,Rubbery Hide+,5,FALSE
00000031,00000031,00000030,00000000,E01B5A00,00000000,00000223,00000214,0000025A,00000000,00000002,00000004,00000004,00000000,00000000,49,49,48,Slaughter II,Slaughter I,,Gravios,00000000,Gravios Certificate S,2,Gypceros Tail,4,Toxin Sac,4,,,FALSE
00000032,00000032,00000031,00000000,2C864480,00000000,00000293,00000211,00000216,00000243,00000005,00000006,00000001,00000001,00000000,50,50,49,Poison King,Slaughter II,,Arkveld,00000000,Hunter Symbol I,5,Rubbery Hide+,6,Bird Wyvern Gem,1,Novacrystal,1,FALSE
00000033,00000033,00000006,00000000,0000001A,00000000,00000218,00000068,00000069,00000066,00000001,00000003,00000002,00000005,00000000,51,51,6,Valkyrie Blade I,,,Rathian,00000000,Rathian Certificate S,1,Rathian Webbing,3,Rathian Spike+,2,Rathian Scale+,5,FALSE
00000034,00000034,00000007,00000160,00000000,00000000,00000160,00000067,0000019B,0000005C,00000002,00000006,00000001,00000001,00000000,52,52,7,Valkyrie Blade II,Valkyrie Blade I,Rey Dau Certificate S,-,00000000,Rey Dau Certificate S,2,Rathian Carapace,6,Rath Medulla,1,Wyvern Gem,1,FALSE
00000035,00000035,00000008,00000000,2C864480,00000000,00000293,00000066,0000006A,00000000,00000005,00000005,00000001,00000000,00000000,53,53,8,Sieglinde,Valkyrie Blade II,,Arkveld,00000000,Hunter Symbol I,5,Rathian Scale+,5,Rathian Ruby,1,,,FALSE
00000036,00000036,00000038,00000000,0663AA30,00000000,00000248,000001E3,000001E5,00000256,00000002,00000005,00000001,00000004,00000000,54,54,56,Smiting Fulgur I,Chicken Decapitator I,,Guardian Fulgur Anjanath,00000000,Guardian Fulgur Certificate S,2,Guardian Fulgur Fang+,5,Guardian Fulgur Tail,1,Thunder Sac,4,FALSE
00000037,00000037,00000039,00000000,2C864480,00000000,00000294,000001E4,000001E2,000001E6,00000005,00000004,00000006,00000001,00000000,55,55,57,Fulgurcleaver Guardiana,Smiting Fulgur I,,Arkveld,00000000,Hunter Symbol II,5,Guardian Fulgur Nosebone+,4,Guardian Fulgur Pelt+,6,Guardian Fulgur Gem,1,FALSE
00000038,00000038,0000001F,00000000,75231300,00000000,00000231,0000022D,0000022E,0000019B,00000002,00000005,00000004,00000001,00000000,56,56,31,Red Wing I,Valkyrie Blade I,,Rathalos,00000000,Rathalos Certificate S,2,Rathalos Carapace,5,Rathalos Wing,4,Rath Medulla,1,FALSE
00000039,00000039,00000020,00000000,2C864480,00000000,00000294,0000022C,0000022F,00000230,00000005,00000006,00000001,00000001,00000000,57,57,32,Rathalos Firesword,Red Wing I,,Arkveld,00000000,Hunter Symbol II,5,Rathalos Scale+,6,Rathalos Tail,1,Rathalos Ruby,1,FALSE
0000003A,0000003A,00000025,00000000,D2CE02C0,00000000,00000239,00000235,00000236,000001A2,00000003,00000004,00000001,00000005,00000000,58,58,37,Schattenstolz I,Red Wing I,,Gore Magala,00000000,Gore Magala Certificate S,3,Gore Magala Ripclaw+,4,Gore Magala Tail,1,Frenzy Shard,5,FALSE
0000003B,0000003B,00000026,00000000,2C864480,00000000,00000295,00000237,00000238,0000023A,00000005,00000002,00000001,00000005,00000000,59,59,38,Düsterstolz,Schattenstolz I,,Arkveld,00000000,Hunter Symbol III,5,Gore Magala Feeler+,2,Gore Magala Nyctgem,1,Frenzy Crystal,5,FALSE
0000003C,0000003C,0000003D,00000000,2C864480,00000000,000001D2,000001CB,000001CE,0000005C,00000003,00000004,00000002,00000001,00000000,60,60,61,Veldian Gladius I,G. Veldian Gladius II,,Arkveld,00000000,Arkveld Certificate S,3,Arkveld Scale+,4,White Arkveld Pelt,2,Wyvern Gem,1,FALSE
0000003D,0000003D,00000051,00000000,2C864480,00000000,00000295,000001CC,000001D0,000001D1,00000005,00000005,00000003,00000001,00000000,61,61,81,Stalwart Lamorak,Veldian Gladius I,,Arkveld,00000000,Hunter Symbol III,5,Arkveld Armorplate,5,Arkveld Horn+,3,Arkveld Gem,1,FALSE
0000003E,0000003E,0000003E,00000000,00000000,B89E2700,00000267,0000024B,00000257,00000000,00000001,00000005,00000005,00000000,00000000,62,62,62,Frozen Speartuna I,,,-,B89E2700,Speartuna Fin,1,Frozen Icebone,5,Frost Sac,5,,,FALSE
0000003F,0000003F,0000003F,00000000,00000000,85F88180,00000292,000002BA,00000258,00000267,00000005,00000005,00000004,00000002,00000000,63,63,63,Frozen Speartuna II,Frozen Speartuna I,,-,85F88180,Great Stoutbone,5,Gracium,5,Freezer Sac,4,Speartuna Fin,2,FALSE
00000040,00000040,00000040,00000000,2C864480,00000000,00000293,0000003E,000001A8,00000267,00000005,00000001,00000001,00000003,00000000,64,64,64,Freezer Speartuna,Frozen Speartuna II,,Arkveld,00000000,Hunter Symbol I,5,Dragonbone Relic,1,Jin Dahaad Icegem,1,Speartuna Fin,3,FALSE
00000041,00000041,00000041,00000000,A4DDE380,00000000,00000111,0000025B,00000112,00000000,00000003,00000002,00000001,00000000,00000000,65,65,65,Paretic Blade I,Hope Blade I,,Lala Barina,00000000,Lala Barina Shell,3,Lala Barina Mucus,2,Lala Barina Claw,1,,,FALSE
00000042,00000042,00000042,00000000,AEBC9E00,00000000,00000203,00000115,00000113,00000000,00000001,00000003,00000001,00000000,00000000,66,66,66,Paretic Blade II,Paretic Blade I,,Nerscylla,00000000,Nerscylla Claw,1,Lala Barina Floret,3,Lala Barina Stinger,1,,,FALSE
00000043,00000043,00000043,00000000,00000000,65760700,00000136,0000025C,00000134,00000000,00000002,00000005,00000003,00000000,00000000,67,67,67,Paretic Blade III,Paretic Blade II,,-,65760700,Lala Barina Certificate S,2,Lala Barina Mucus+,5,Lala Barina Claw+,3,,,FALSE
00000044,00000044,00000044,00000290,00000000,00000000,00000290,00000132,00000135,00000000,00000003,00000006,00000004,00000000,00000000,68,68,68,Paretic Blade IV,Paretic Blade III,Monster Hardbone,-,00000000,Monster Hardbone,3,Lala Barina Floret+,6,Lala Barina Stinger+,4,,,FALSE
00000045,00000045,00000045,00000000,2C864480,00000000,00000293,00000133,000001EA,00000216,00000005,00000006,00000004,00000001,00000000,69,69,69,Destructive Torpor,Paretic Blade IV,,Arkveld,00000000,Hunter Symbol I,5,Lala Barina Carapace,6,Monster Broth,4,Bird Wyvern Gem,1,FALSE
00000046,00000046,00000055,00000268,00000000,00000000,00000268,0000028F,00000291,0000024D,00000001,00000005,00000005,00000005,00000000,70,70,85,Jawblade I,,Commission Ticket,-,00000000,Commission Ticket,1,Monster Keenbone,5,Stoutbone,5,Quality Bone,5,FALSE
00000047,00000047,00000056,00000000,2C864480,00000000,00000294,00000290,0000003E,00000268,00000005,00000005,00000001,00000002,00000000,71,71,86,Giant Jawblade,Jawblade I,,Arkveld,00000000,Hunter Symbol II,5,Monster Hardbone,5,Dragonbone Relic,1,Commission Ticket,2,FALSE
00000048,00000048,00000049,000002C6,00000000,00000000,000002C6,000002C8,000002C9,000002CB,00000001,00000005,00000004,00000001,00000000,72,72,73,Zoh Veiah I,,Zoh Shia Certificate S,-,00000000,Zoh Shia Certificate S,1,Zoh Shia Layershell,5,Zoh Shia Stakeclaw,4,Zoh Shia Crystaltail,1,FALSE
00000049,00000049,0000005C,000002C6,00000000,00000000,00000295,000002CA,000002CF,000002CD,00000005,00000003,00000004,00000001,00000000,73,73,92,Blazing Veiah,Zoh Veiah I,Zoh Shia Certificate S,-,00000000,Hunter Symbol III,5,Zoh Shia Crystalhorn,3,Blackember Mass,4,Faux Whitegleam Orb,1,FALSE
0000004A,0000004A,0000004D,00000000,00007F7A,00000000,000002D0,000002D2,000002D3,000002D6,00000002,00000005,00000003,00000001,00000000,74,74,77,Hanayako Yohino I,,,Mizutsune,00000000,Mizutsune Certificate S,2,Mizutsune Purplefur+,5,Mizutsune Claw+,3,Mizutsune Tail,1,FALSE
0000004B,0000004B,0000004E,00000000,00007F7A,53375880,00000295,000002D4,000002D7,000002D8,00000005,00000004,00000004,00000001,00000000,75,75,78,Akanesasu,Hanayako Yohino I,,Mizutsune,53375880,Hunter Symbol III,5,Mizutsune Fin+,4,Bubblefoam+,4,Mizutsune Water Orb,1,FALSE
