Index Raw,Index,Recipe Number Raw,Recipe Number,ID Raw,ID,Name,Uprades From,Key Item Raw,Key Item,Key Monster Raw,Key Monster,Key Story,Item 1 Raw,Item 1,Number 1 Raw,Number 1,Item 2 Raw,Item 2,Number 2 Raw,Number 2,Item 3 Raw,Item 3,Number 3 Raw,Number 3,Item 4 Raw,Item 4,Number 4 Raw,Number 4,Can Shortcut Raw,Can Shortcut
0000002E,46,0000002E,46,0000002D,45,Brutus's Abolishment,Nihil Switch Axe II,00000000,,2C864480,Arkveld,00000000,00000294,Hunter Symbol II,00000005,5,000001C0,Golden Corneum+,00000006,6,000001C1,Xu Wu Tentacle+,00000004,4,000001C4,Xu Wu Umbragem,00000001,1,00000000,FALSE
0000002F,47,0000002F,47,0000002E,46,G. Veldian Securis I,,00000000,,EF17C700,Guardian Arkveld,00000000,000001C6,Guardian Scale,00000003,3,00000298,Guardian Pelt,00000003,3,0000025F,Guardian Blood,00000001,1,0000024C,Tough Guardian Bone,00000002,2,00000000,FALSE
00000030,48,00000030,48,0000002F,47,G. Veldian Securis II,G. Veldian Securis I,00000000,,00000000,-,85F88180,000001C7,Guardian Scale+,00000006,6,00000299,Guardian Pelt+,00000006,6,00000260,Guardian Blood+,00000003,3,0000003E,Dragonbone Relic,00000001,1,00000000,FALSE
00000031,49,00000031,49,00000030,48,G. Indomitable Perceval,G. Veldian Securis II,00000000,,2C864480,Arkveld,00000000,00000295,Hunter Symbol III,00000005,5,000001CF,Arkveld Calloushell,00000004,4,000001C8,Arkveld Tail,00000002,2,000001D1,Arkveld Gem,00000001,1,00000000,FALSE
00000032,50,00000032,50,00000031,49,Beak Axe I,,00000000,,17F6E620,Yian Kut-Ku,00000000,0000020F,Yian Kut-Ku Certificate S,00000001,1,0000020E,Kut-Ku Wing,00000003,3,0000020C,Kut-Ku Ear,00000002,2,0000020A,Kut-Ku Scale+,00000005,5,00000000,FALSE
00000033,51,00000033,51,00000032,50,Beak Axe II,Beak Axe I,00000185,Nu Udra Certificate S,00000000,-,00000000,00000185,Nu Udra Certificate S,00000002,2,0000020D,Giant Beak,00000004,4,00000252,Inferno Sac,00000004,4,00000216,Bird Wyvern Gem,00000001,1,00000000,FALSE
00000034,52,00000034,52,00000033,51,Sawbill Axe,Beak Axe II,00000000,,2C864480,Arkveld,00000000,00000293,Hunter Symbol I,00000005,5,0000020B,Kut-Ku Carapace,00000006,6,00000184,Nu Udra Flamegem,00000001,1,00000000,,00000000,,00000000,FALSE
00000035,53,00000035,53,00000034,52,Dragonmaiden Axe I,,00000000,,0000001A,Rathian,00000000,00000218,Rathian Certificate S,00000001,1,00000068,Rathian Webbing,00000003,3,00000069,Rathian Spike+,00000002,2,00000066,Rathian Scale+,00000005,5,00000000,FALSE
00000036,54,00000036,54,00000035,53,Dragonmaiden Axe II,Dragonmaiden Axe I,00000160,Rey Dau Certificate S,00000000,-,00000000,00000160,Rey Dau Certificate S,00000002,2,00000067,Rathian Carapace,00000006,6,0000019B,Rath Medulla,00000001,1,0000005C,Wyvern Gem,00000001,1,00000000,FALSE
00000037,55,00000037,55,00000036,54,Gríðr's Landmaker,Dragonmaiden Axe II,00000000,,2C864480,Arkveld,00000000,00000293,Hunter Symbol I,00000005,5,00000066,Rathian Scale+,00000005,5,0000006A,Rathian Ruby,00000001,1,00000000,,00000000,,00000000,FALSE
00000038,56,00000038,56,00000037,55,Morphing Fulgur I,,00000000,,0663AA30,Guardian Fulgur Anjanath,00000000,00000248,Guardian Fulgur Certificate S,00000002,2,000001E3,Guardian Fulgur Fang+,00000005,5,000001E5,Guardian Fulgur Tail,00000001,1,00000256,Thunder Sac,00000004,4,00000000,FALSE
00000039,57,00000039,57,00000038,56,Fulgurswitch Guardiana,Morphing Fulgur I,00000000,,2C864480,Arkveld,00000000,00000294,Hunter Symbol II,00000005,5,000001E4,Guardian Fulgur Nosebone+,00000004,4,000001E2,Guardian Fulgur Pelt+,00000006,6,000001E6,Guardian Fulgur Gem,00000001,1,00000000,FALSE
0000003A,58,0000003A,58,0000003B,59,Rath Flamesplitter I,,00000000,,75231300,Rathalos,00000000,00000231,Rathalos Certificate S,00000002,2,0000022D,Rathalos Carapace,00000005,5,0000022E,Rathalos Wing,00000004,4,0000019B,Rath Medulla,00000001,1,00000000,FALSE
0000003B,59,0000003B,59,0000003C,60,Rath Blaze Splitter,Rath Flamesplitter I,00000000,,2C864480,Arkveld,00000000,00000294,Hunter Symbol II,00000005,5,0000022C,Rathalos Scale+,00000006,6,0000022F,Rathalos Tail,00000001,1,00000230,Rathalos Ruby,00000001,1,00000000,FALSE
0000003C,60,0000003C,60,0000003D,61,Eisenleib I,,00000000,,D2CE02C0,Gore Magala,00000000,00000239,Gore Magala Certificate S,00000003,3,00000235,Gore Magala Ripclaw+,00000004,4,00000236,Gore Magala Tail,00000001,1,000001A2,Frenzy Shard,00000005,5,00000000,FALSE
0000003D,61,0000003D,61,0000003E,62,Eisengeist,Eisenleib I,00000000,,2C864480,Arkveld,00000000,00000295,Hunter Symbol III,00000005,5,00000237,Gore Magala Feeler+,00000002,2,00000238,Gore Magala Nyctgem,00000001,1,0000023A,Frenzy Crystal,00000005,5,00000000,FALSE
0000003E,62,0000003E,62,0000003F,63,Veldian Securis I,,00000000,,2C864480,Arkveld,00000000,000001D2,Arkveld Certificate S,00000003,3,000001CB,Arkveld Scale+,00000004,4,000001CE,White Arkveld Pelt,00000002,2,0000005C,Wyvern Gem,00000001,1,00000000,FALSE
0000003F,63,0000003F,63,00000045,69,Indomitable Perceval,Veldian Securis I,00000000,,2C864480,Arkveld,00000000,00000295,Hunter Symbol III,00000005,5,000001CC,Arkveld Armorplate,00000005,5,000001D0,Arkveld Horn+,00000003,3,000001D1,Arkveld Gem,00000001,1,00000000,FALSE
