Index Raw,Recipe Number Raw,ID Raw,Key Item Raw,Key Monster Raw,Key Story Raw,Item 1 Raw,Item 2 Raw,Item 3 Raw,Item 4 Raw,Number 1 Raw,Number 2 Raw,Number 3 Raw,Number 4 Raw,Can Shortcut Raw,Index,Recipe Number,ID,Name,Uprades From,Key Item,Key Monster,Key Story,Item 1,Number 1,Item 2,Number 2,Item 3,Number 3,Item 4,Number 4,Can Shortcut
00000017,00000017,00000016,00000185,00000000,00000000,00000185,0000012E,00000252,0000005C,00000003,00000006,00000005,00000001,00000000,23,23,22,Quematrice Cuchillo IV,Quematrice Cuchillo III,Nu Udra Certificate S,-,00000000,Nu Udra Certificate S,3,Quematrice Hide+,6,Inferno Sac,5,Wyvern Gem,1,FALSE
00000018,00000018,00000017,00000000,2C864480,00000000,00000293,0000012D,00000184,00000000,00000005,00000006,00000001,00000000,00000000,24,24,23,Firetrail Fornax,Quematrice Cuchillo IV,,Arkveld,00000000,Hunter Symbol I,5,Quematrice Scale+,6,Nu Udra Flamegem,1,,,FALSE
00000019,00000019,0000000E,00000000,A4DDE380,00000000,00000111,0000025B,00000112,00000000,00000003,00000002,00000001,00000000,00000000,25,25,14,Barina Dague I,Bone Kukri I,,Lala Barina,00000000,Lala Barina Shell,3,Lala Barina Mucus,2,Lala Barina Claw,1,,,FALSE
0000001A,0000001A,0000000F,00000000,AEBC9E00,00000000,00000203,00000115,00000113,00000000,00000001,00000002,00000001,00000000,00000000,26,26,15,Barina Dague II,Barina Dague I,,Nerscylla,00000000,Nerscylla Claw,1,Lala Barina Floret,2,Lala Barina Stinger,1,,,FALSE
0000001B,0000001B,00000010,00000000,00000000,65760700,00000136,0000025C,00000134,00000000,00000002,00000005,00000003,00000000,00000001,27,27,16,Barina Dague III,Barina Dague II,,-,65760700,Lala Barina Certificate S,2,Lala Barina Mucus+,5,Lala Barina Claw+,3,,,TRUE
0000001C,0000001C,00000011,00000290,00000000,00000000,00000290,00000132,00000135,00000000,00000003,00000006,00000004,00000000,00000000,28,28,17,Barina Dague IV,Barina Dague III,Monster Hardbone,-,00000000,Monster Hardbone,3,Lala Barina Floret+,6,Lala Barina Stinger+,4,,,FALSE
0000001D,0000001D,00000012,00000000,2C864480,00000000,00000293,00000133,000001EA,00000216,00000005,00000006,00000004,00000001,00000000,29,29,18,Lala Acanthopelm,Barina Dague IV,,Arkveld,00000000,Hunter Symbol I,5,Lala Barina Carapace,6,Monster Broth,4,Bird Wyvern Gem,1,FALSE
0000001E,0000001E,0000002C,00000000,00000010,00000000,00000051,00000052,00000253,00000000,00000003,00000001,00000001,00000000,00000000,30,30,44,Balahara Blade I,Hope Sword II,,Balahara,00000000,Balahara Scale,3,Balahara Skull,1,Aqua Sac,1,,,FALSE
0000001F,0000001F,0000002D,00000000,00000000,D9C1E4C0,00000188,00000050,00000053,00000000,00000001,00000002,00000001,00000000,00000000,31,31,45,Balahara Blade II,Balahara Blade I,,-,D9C1E4C0,Guardian Doshaguma Claw,1,Balahara Shell,2,Balahara Tail,1,,,FALSE
00000020,00000020,0000002E,0000013B,00000000,00000000,0000013B,0000013A,00000254,000002C0,00000002,00000002,00000002,00000001,00000001,32,32,46,Balahara Blade III,Balahara Blade II,Balahara Certificate S,-,00000000,Balahara Certificate S,2,Balahara Skull+,2,Torrent Sac,2,Balahara Black Pearl,1,TRUE
00000021,00000021,0000002F,0000014F,00000000,00000000,0000014F,00000139,0000005C,00000000,00000003,00000005,00000001,00000000,00000000,33,33,47,Balahara Blade IV,Balahara Blade III,Uth Duna Certificate S,-,00000000,Uth Duna Certificate S,3,Balahara Carapace,5,Wyvern Gem,1,,,FALSE
00000022,00000022,00000030,00000000,2C864480,00000000,00000293,00000138,0000014E,00000000,00000005,00000006,00000001,00000000,00000000,34,34,48,Sandsea Katduva,Balahara Blade IV,,Arkveld,00000000,Hunter Symbol I,5,Balahara Scale+,6,Uth Duna Watergem,1,,,FALSE
00000023,00000023,00000006,00000000,A3C51700,00000000,0000008B,0000008E,0000008D,00000000,00000003,00000002,00000001,00000000,00000000,35,35,6,Rey Kuara I,Balahara Blade I,,Rey Dau,00000000,Rey Dau Scale,3,Rey Dau Wingtalon,2,Rey Dau Thunderhorn,1,,,FALSE
00000024,00000024,00000007,00000000,0000001A,00000000,00000218,00000068,00000243,00000000,00000002,00000003,00000001,00000000,00000000,36,36,7,Rey Kuara II,Rey Kuara I,,Rathian,00000000,Rathian Certificate S,2,Rathian Webbing,3,Novacrystal,1,,,FALSE
00000025,00000025,00000008,00000160,00000000,00000000,00000160,0000015E,0000008F,00000090,00000003,00000004,00000001,00000001,00000000,37,37,8,Rey Kuara III,Rey Kuara II,Rey Dau Certificate S,-,00000000,Rey Dau Certificate S,3,Rey Dau Fulgurtalon,4,Rey Dau Tail,1,Rey Dau Plate,1,FALSE
00000026,00000026,00000009,00000000,2C864480,00000000,00000295,0000015C,0000015D,0000015F,00000005,00000006,00000004,00000001,00000000,38,38,9,Kuara Clairsword,Rey Kuara III,,Arkveld,00000000,Hunter Symbol III,5,Rey Dau Carapace,6,Rey Dau Bolthorn,4,Rey Dau Boltgem,1,FALSE
00000027,00000027,00000028,00000000,AEBC9E00,00000000,00000201,00000203,0000025D,00000000,00000003,00000002,00000001,00000000,00000000,39,39,40,Scaly Sword I,Barina Dague I,,Nerscylla,00000000,Nerscylla Shell,3,Nerscylla Claw,2,Sleep Sac,1,,,FALSE
00000028,00000028,00000029,00000209,00000000,00000000,00000209,00000207,0000025E,00000000,00000001,00000003,00000003,00000000,00000000,40,40,41,Scaly Sword II,Scaly Sword I,Nerscylla Certificate S,-,00000000,Nerscylla Certificate S,1,Nerscylla Claw+,3,Coma Sac,3,,,FALSE
00000029,00000029,0000002A,000001A9,00000000,00000000,000001A9,00000208,000001E0,000001EA,00000003,00000005,00000002,00000003,00000000,41,41,42,Scaly Sword III,Scaly Sword II,Jin Dahaad Certificate S,-,00000000,Jin Dahaad Certificate S,3,Nerscylla Spike+,5,Nerscylla Shear,2,Monster Broth,3,FALSE
0000002A,0000002A,0000002B,00000000,2C864480,00000000,00000293,00000206,00000216,00000000,00000005,00000006,00000001,00000000,00000000,42,42,43,Nerskiller,Scaly Sword III,,Arkveld,00000000,Hunter Symbol I,5,Nerscylla Carapace,6,Bird Wyvern Gem,1,,,FALSE
0000002B,0000002B,0000003B,00000000,2E571C80,00000000,0000016B,0000016D,0000016F,00000000,00000003,00000002,00000001,00000000,00000000,43,43,59,Ajara Saber I,Bone Kukri II,,Ajarakan,00000000,Ajarakan Scale,3,Ajarakan Ridge,2,Ajarakan Jewel,1,,,FALSE
0000002C,0000002C,0000003C,00000177,00000000,00000000,00000177,00000174,00000175,00000170,00000002,00000003,00000002,00000001,00000000,44,44,60,Ajara Saber II,Ajara Saber I,Ajarakan Certificate S,-,00000000,Ajarakan Certificate S,2,Ajarakan Ridge+,3,Ajarakan Jewel+,2,Ajarakan Marrow,1,FALSE
0000002D,0000002D,0000003D,00000000,2C864480,00000000,00000294,00000173,00000176,00000000,00000005,00000006,00000001,00000000,00000000,45,45,61,Ajara-Subinda,Ajara Saber II,,Arkveld,00000000,Hunter Symbol II,5,Ajarakan Carapace,6,Ajarakan Medulla,1,,,FALSE
0000002E,0000002E,00000020,00000000,00000000,D9C1E4C0,00000190,00000192,00000251,00000000,00000003,00000002,00000001,00000000,00000000,46,46,32,Albirath Edge I,Hope Sword III,,-,D9C1E4C0,Guardian Rathalos Scale,3,Guardian Rathalos Webbing,2,Flame Sac,1,,,FALSE
0000002F,0000002F,00000021,0000019A,00000000,00000000,0000019A,00000198,000002C2,00000260,00000002,00000005,00000001,00000001,00000000,47,47,33,Albirath Edge II,Albirath Edge I,G. Rathalos Certificate S,-,00000000,G. Rathalos Certificate S,2,Guardian Rathalos Wing,5,Guardian Rathalos Plate,1,Guardian Blood+,1,FALSE
00000030,00000030,00000022,00000000,2C864480,00000000,00000294,00000197,000002C1,000001C7,00000005,00000006,00000001,00000006,00000000,48,48,34,Melting Point,Albirath Edge II,,Arkveld,00000000,Hunter Symbol II,5,Guardian Rathalos Carapace,6,Guardian Rathalos Ruby,1,Guardian Scale+,6,FALSE
00000031,00000031,0000001E,00000000,00000000,0D846690,000001A9,000001A6,000001A5,000002C3,00000001,00000005,00000004,00000001,00000000,49,49,30,Jin Dhaklab I,Iron Beater III,,-,0D846690,Jin Dahaad Certificate S,1,Jin Dahaad Claw+,5,Jin Dahaad Iceplate,4,Jin Dahaad Tail,1,FALSE
00000032,00000032,0000001F,00000000,2C864480,00000000,00000295,000001A7,000001A4,000001A8,00000005,00000004,00000004,00000001,00000000,50,50,31,Precipice Mateptro,Jin Dhaklab I,,Arkveld,00000000,Hunter Symbol III,5,Jin Dahaad Horn,4,Jin Dahaad Carapace,4,Jin Dahaad Icegem,1,FALSE
00000033,00000033,00000044,00000000,538EBC80,00000000,000001B8,000001BB,000001BC,00000000,00000003,00000002,00000001,00000000,00000000,51,51,68,Nihil Sword I,Scaly Sword I,,Xu Wu,00000000,Xu Wu Hide,3,Xu Wu Claw,2,Xu Wu Fang,1,,,FALSE
00000034,00000034,00000045,0000012A,00000000,00000000,0000012A,000001C2,000001C3,000001BD,00000002,00000006,00000004,00000001,00000000,52,52,69,Nihil Sword II,Nihil Sword I,Xu Wu Certificate S,-,00000000,Xu Wu Certificate S,2,Xu Wu Claw+,6,Xu Wu Fang+,4,Xu Wu Cerebrospinal Fluid,1,FALSE
00000035,00000035,00000046,00000000,2C864480,00000000,00000294,000001C0,000001C1,000001C4,00000005,00000006,00000004,00000001,00000000,53,53,70,Cordayle's Revocation,Nihil Sword II,,Arkveld,00000000,Hunter Symbol II,5,Golden Corneum+,6,Xu Wu Tentacle+,4,Xu Wu Umbragem,1,FALSE
00000036,00000036,00000047,00000000,EF17C700,00000000,000001C6,00000298,0000025F,0000024C,00000003,00000003,00000001,00000002,00000000,54,54,71,G. Veldian Mucro I,Chata Club II,,Guardian Arkveld,00000000,Guardian Scale,3,Guardian Pelt,3,Guardian Blood,1,Tough Guardian Bone,2,FALSE
00000037,00000037,00000048,00000000,00000000,85F88180,000001C7,00000299,00000260,0000003E,00000006,00000006,00000003,00000001,00000000,55,55,72,G. Veldian Mucro II,G. Veldian Mucro I,,-,85F88180,Guardian Scale+,6,Guardian Pelt+,6,Guardian Blood+,3,Dragonbone Relic,1,FALSE
00000038,00000038,00000049,00000000,2C864480,00000000,00000295,000001CF,000001C8,000001D1,00000005,00000004,00000002,00000001,00000000,56,56,73,G. Guiding Artorius,G. Veldian Mucro II,,Arkveld,00000000,Hunter Symbol III,5,Arkveld Calloushell,4,Arkveld Tail,2,Arkveld Gem,1,FALSE
00000039,00000039,00000038,00000000,3E913CC0,00000000,00000215,00000212,00000213,00000211,00000001,00000003,00000002,00000005,00000000,57,57,56,Venom's Pain I,,,Gypceros,00000000,Gypceros Certificate S,1,Gypceros Wing,3,Gypceros Head,2,Rubbery Hide+,5,FALSE
0000003A,0000003A,00000039,00000000,E01B5A00,00000000,00000223,00000214,0000025A,00000000,00000002,00000004,00000004,00000000,00000000,58,58,57,Venom's Pain II,Venom's Pain I,,Gravios,00000000,Gravios Certificate S,2,Gypceros Tail,4,Toxin Sac,4,,,FALSE
0000003B,0000003B,0000003A,00000000,2C864480,00000000,00000293,00000211,00000216,00000243,00000005,00000006,00000001,00000001,00000000,59,59,58,Viperine Saber,Venom's Pain II,,Arkveld,00000000,Hunter Symbol I,5,Rubbery Hide+,6,Bird Wyvern Gem,1,Novacrystal,1,FALSE
0000003C,0000003C,00000025,00000000,0000001A,00000000,00000218,00000068,00000069,00000066,00000001,00000003,00000002,00000005,00000000,60,60,37,Princess Rapier I,,,Rathian,00000000,Rathian Certificate S,1,Rathian Webbing,3,Rathian Spike+,2,Rathian Scale+,5,FALSE
0000003D,0000003D,00000026,00000160,00000000,00000000,00000160,00000067,0000019B,0000005C,00000002,00000006,00000001,00000001,00000000,61,61,38,Princess Rapier II,Princess Rapier I,Rey Dau Certificate S,-,00000000,Rey Dau Certificate S,2,Rathian Carapace,6,Rath Medulla,1,Wyvern Gem,1,FALSE
0000003E,0000003E,00000027,00000000,2C864480,00000000,00000293,00000066,0000006A,00000000,00000005,00000005,00000001,00000000,00000000,62,62,39,Queen Rapier,Princess Rapier II,,Arkveld,00000000,Hunter Symbol I,5,Rathian Scale+,5,Rathian Ruby,1,,,FALSE
0000003F,0000003F,00000036,00000000,0663AA30,00000000,00000248,000001E3,000001E5,00000256,00000002,00000005,00000001,00000004,00000000,63,63,54,Rending Fulgur I,Venom's Pain I,,Guardian Fulgur Anjanath,00000000,Guardian Fulgur Certificate S,2,Guardian Fulgur Fang+,5,Guardian Fulgur Tail,1,Thunder Sac,4,FALSE
00000040,00000040,00000037,00000000,2C864480,00000000,00000294,000001E4,000001E2,000001E6,00000005,00000004,00000006,00000001,00000000,64,64,55,Fulgursword Guardiana,Rending Fulgur I,,Arkveld,00000000,Hunter Symbol II,5,Guardian Fulgur Nosebone+,4,Guardian Fulgur Pelt+,6,Guardian Fulgur Gem,1,FALSE
00000041,00000041,0000003E,00000000,7EEF1180,00000000,0000021D,0000021A,0000021B,00000241,00000002,00000005,00000004,00000004,00000000,65,65,62,Snow-white Jambiya I,,,Blangonga,00000000,Blangonga Certificate S,2,Blangonga Fang+,5,Blangonga Whisker,4,Blango Pelt+,4,FALSE
00000042,00000042,0000003F,00000000,2C864480,00000000,00000294,00000219,0000021C,000001A8,00000005,00000006,00000004,00000001,00000000,66,66,63,Snow Lion Jambiya,Snow-white Jambiya I,,Arkveld,00000000,Hunter Symbol II,5,Blangonga Pelt+,6,Blangonga Tail,4,Jin Dahaad Icegem,1,FALSE
00000043,00000043,00000018,00000000,E01B5A00,00000000,00000223,00000222,0000021F,00000220,00000002,00000005,00000003,00000004,00000000,67,67,24,Gravios Syphos I,,,Gravios,00000000,Gravios Certificate S,2,Gravios Wing,5,Gravios Skull,3,Gravios Pleura+,4,FALSE
00000044,00000044,00000019,00000000,2C864480,00000000,00000294,0000021E,00000221,0000005C,00000005,00000006,00000001,00000001,00000000,68,68,25,Titan's Armament,Gravios Syphos I,,Arkveld,00000000,Hunter Symbol II,5,Gravios Carapace,6,Gravios Medulla,1,Wyvern Gem,1,FALSE
00000045,00000045,00000023,00000000,75231300,00000000,00000231,0000022D,0000022E,0000019B,00000002,00000005,00000004,00000001,00000000,69,69,35,Heat Edge I,Princess Rapier I,,Rathalos,00000000,Rathalos Certificate S,2,Rathalos Carapace,5,Rathalos Wing,4,Rath Medulla,1,FALSE
00000046,00000046,00000024,00000000,2C864480,00000000,00000294,0000022C,0000022F,00000230,00000005,00000006,00000001,00000001,00000000,70,70,36,Corona,Heat Edge I,,Arkveld,00000000,Hunter Symbol II,5,Rathalos Scale+,6,Rathalos Tail,1,Rathalos Ruby,1,FALSE
00000047,00000047,0000000C,00000000,D2CE02C0,00000000,00000239,00000235,00000236,000001A2,00000003,00000004,00000001,00000005,00000000,71,71,12,Sucher-Ankh I,Heat Edge I,,Gore Magala,00000000,Gore Magala Certificate S,3,Gore Magala Ripclaw+,4,Gore Magala Tail,1,Frenzy Shard,5,FALSE
00000048,00000048,0000000D,00000000,2C864480,00000000,00000295,00000237,00000238,0000023A,00000005,00000002,00000001,00000005,00000000,72,72,13,Jäger-Ankh,Sucher-Ankh I,,Arkveld,00000000,Hunter Symbol III,5,Gore Magala Feeler+,2,Gore Magala Nyctgem,1,Frenzy Crystal,5,FALSE
00000049,00000049,0000004A,00000000,2C864480,00000000,000001D2,000001CB,000001CE,0000005C,00000003,00000004,00000002,00000001,00000000,73,73,74,Veldian Mucro I,G. Veldian Mucro II,,Arkveld,00000000,Arkveld Certificate S,3,Arkveld Scale+,4,White Arkveld Pelt,2,Wyvern Gem,1,FALSE
0000004A,0000004A,00000054,00000000,2C864480,00000000,00000295,000001CC,000001D0,000001D1,00000005,00000005,00000003,00000001,00000000,74,74,84,Guiding Artorius,Veldian Mucro I,,Arkveld,00000000,Hunter Symbol III,5,Arkveld Armorplate,5,Arkveld Horn+,3,Arkveld Gem,1,FALSE
0000004B,00000050,0000004E,000002C6,00000000,00000000,000002C6,000002C8,000002C9,000002CB,00000001,00000005,00000004,00000001,00000000,75,80,78,#N/A,,Zoh Shia Certificate S,-,00000000,Zoh Shia Certificate S,1,Zoh Shia Layershell,5,Zoh Shia Stakeclaw,4,Zoh Shia Crystaltail,1,FALSE
0000004C,00000051,0000004F,000002C6,00000000,00000000,00000295,000002CA,000002CF,000002CD,00000005,00000003,00000004,00000001,00000000,76,81,79,#N/A,,Zoh Shia Certificate S,-,00000000,Hunter Symbol III,5,Zoh Shia Crystalhorn,3,Blackember Mass,4,Faux Whitegleam Orb,1,FALSE
0000004D,00000052,00000055,00000000,00007F7A,00000000,000002D0,000002D2,000002D3,000002D6,00000002,00000005,00000003,00000001,00000000,77,82,85,#N/A,,,Mizutsune,00000000,Mizutsune Certificate S,2,Mizutsune Purplefur+,5,Mizutsune Claw+,3,Mizutsune Tail,1,FALSE
0000004E,00000053,00000056,00000000,00007F7A,53375880,00000295,000002D4,000002D7,000002D8,00000005,00000004,00000004,00000001,00000000,78,83,86,#N/A,,,Mizutsune,53375880,Hunter Symbol III,5,Mizutsune Fin+,4,Bubblefoam+,4,Mizutsune Water Orb,1,FALSE
