Index Raw,Index,Recipe Number Raw,Recipe Number,ID Raw,ID,Name,Uprades From,Key Item Raw,Key Item,Key Monster Raw,Key Monster,Key Story,Item 1 Raw,Item 1,Number 1 Raw,Number 1,Item 2 Raw,Item 2,Number 2 Raw,Number 2,Item 3 Raw,Item 3,Number 3 Raw,Number 3,Item 4 Raw,Item 4,Number 4 Raw,Number 4,Can Shortcut Raw,Can Shortcut
00000018,24,00000018,24,0000000D,13,Rey Szelatya III,Rey Szelatya II,00000160,Rey Dau Certificate S,00000000,-,00000000,00000160,Rey Dau Certificate S,00000003,3,0000015E,Rey Dau Fulgurtalon,00000004,4,0000008F,Rey Dau Tail,00000001,1,00000090,Rey Dau Plate,00000001,1,00000000,FALSE
00000019,25,00000019,25,0000000E,14,Szelatya Clairgun,Rey Szelatya III,00000000,,2C864480,Arkveld,00000000,00000295,Hunter Symbol III,00000005,5,0000015C,Rey Dau Carapace,00000006,6,0000015D,Rey Dau Bolthorn,00000004,4,0000015F,Rey Dau Boltgem,00000001,1,00000000,FALSE
0000001A,26,0000001A,26,0000003A,58,Windshear Light I,,00000000,,0D49B3C0,Hirabami,00000000,00000161,Hirabami Scale,00000003,3,00000164,Hirabami Tail Claw,00000002,2,00000257,Frost Sac,00000001,1,00000000,,00000000,,00000000,FALSE
0000001B,27,0000001B,27,0000003B,59,Windshear Light II,Windshear Light I,0000016A,Hirabami Certificate S,00000000,-,00000000,0000016A,Hirabami Certificate S,00000001,1,00000169,Hirabami Tail Claw+,00000004,4,00000258,Freezer Sac,00000003,3,00000000,,00000000,,00000001,TRUE
0000001C,28,0000001C,28,0000003C,60,Windshear Light III,Windshear Light II,000001A9,Jin Dahaad Certificate S,00000000,-,00000000,000001A9,Jin Dahaad Certificate S,00000003,3,00000167,Hirabami Hide+,00000005,5,0000005C,Wyvern Gem,00000001,1,00000000,,00000000,,00000000,FALSE
0000001D,29,0000001D,29,0000003D,61,Windshear Uchibami,Windshear Light III,00000000,,2C864480,Arkveld,00000000,00000293,Hunter Symbol I,00000005,5,00000168,Hirabami Webbing+,00000006,6,000001A8,Jin Dahaad Icegem,00000001,1,00000000,,00000000,,00000000,FALSE
0000001E,30,0000001E,30,00000034,52,Ajara Shellgun I,,00000000,,2E571C80,Ajarakan,00000000,0000016B,Ajarakan Scale,00000003,3,0000016D,Ajarakan Ridge,00000002,2,0000016F,Ajarakan Jewel,00000001,1,00000000,,00000000,,00000000,FALSE
0000001F,31,0000001F,31,00000035,53,Ajara Shellgun II,Ajara Shellgun I,00000177,Ajarakan Certificate S,00000000,-,00000000,00000177,Ajarakan Certificate S,00000002,2,00000174,Ajarakan Ridge+,00000003,3,00000175,Ajarakan Jewel+,00000002,2,00000170,Ajarakan Marrow,00000001,1,00000000,FALSE
00000020,32,00000020,32,00000036,54,Ajara-Angaja,Ajara Shellgun II,00000000,,2C864480,Arkveld,00000000,00000294,Hunter Symbol II,00000005,5,00000173,Ajarakan Carapace,00000006,6,00000176,Ajarakan Medulla,00000001,1,00000000,,00000000,,00000000,FALSE
00000021,33,00000021,33,00000037,55,Nu Chobotnice I,,00000000,,62CFB100,Nu Udra,00000000,00000178,Nu Udra Hide,00000003,3,00000179,Nu Udra Spike,00000002,2,0000017C,Nu Udra Oilmucus,00000001,1,00000000,,00000000,,00000000,FALSE
00000022,34,00000022,34,00000038,56,Nu Chobotnice II,Nu Chobotnice I,00000185,Nu Udra Certificate S,00000000,-,00000000,00000185,Nu Udra Certificate S,00000003,3,00000180,Nu Udra Spike+,00000005,5,00000183,Nu Udra Oilmucus+,00000004,4,0000017D,Nu Udra Cerebrospinal Fluid,00000001,1,00000000,FALSE
00000023,35,00000023,35,00000039,57,Abaddonian Chobotnice,Nu Chobotnice II,00000000,,2C864480,Arkveld,00000000,00000295,Hunter Symbol III,00000005,5,00000182,Nu Udra Tentacle+,00000006,6,00000181,Nu Udra Horn+,00000004,4,00000184,Nu Udra Flamegem,00000001,1,00000000,FALSE
00000024,36,00000024,36,00000014,20,Dosha Gigasbreaker I,,00000000,,00000000,-,D9C1E4C0,00000186,Guardian Doshaguma Fur,00000003,3,00000188,Guardian Doshaguma Claw,00000002,2,00000189,Guardian Doshaguma Fang,00000001,1,00000000,,00000000,,00000000,FALSE
00000025,37,00000025,37,00000015,21,Dosha Gigasbreaker II,Dosha Gigasbreaker I,0000018F,G. Doshaguma Certificate S,00000000,-,00000000,0000018F,G. Doshaguma Certificate S,00000002,2,0000018D,Guardian Doshaguma Claw+,00000006,6,0000018E,Guardian Doshaguma Fang+,00000004,4,00000260,Guardian Blood+,00000001,1,00000001,TRUE
00000026,38,00000026,38,00000016,22,Gigasbreaker Urbolkule,Dosha Gigasbreaker II,00000000,,2C864480,Arkveld,00000000,00000294,Hunter Symbol II,00000005,5,0000018B,Guardian Doshaguma Fur+,00000006,6,00000299,Guardian Pelt+,00000006,6,00000025,Beast Gem,00000001,1,00000000,FALSE
00000027,39,00000027,39,0000001D,29,G. Rathling Gun I,,00000000,,00000000,-,D9C1E4C0,00000190,Guardian Rathalos Scale,00000003,3,00000192,Guardian Rathalos Webbing,00000002,2,00000251,Flame Sac,00000001,1,00000000,,00000000,,00000000,FALSE
00000028,40,00000028,40,0000001E,30,G. Rathling Gun II,G. Rathling Gun I,0000019A,G. Rathalos Certificate S,00000000,-,00000000,0000019A,G. Rathalos Certificate S,00000002,2,00000198,Guardian Rathalos Wing,00000005,5,000002C2,Guardian Rathalos Plate,00000001,1,00000260,Guardian Blood+,00000001,1,00000000,FALSE
00000029,41,00000029,41,0000001F,31,White Rathling Phoenix,G. Rathling Gun II,00000000,,2C864480,Arkveld,00000000,00000294,Hunter Symbol II,00000005,5,00000197,Guardian Rathalos Carapace,00000006,6,000002C1,Guardian Rathalos Ruby,00000001,1,000001C7,Guardian Scale+,00000006,6,00000000,FALSE
0000002A,42,0000002A,42,00000031,49,Chthonian Gunfire I,,00000000,,632E9000,Guardian Ebony Odogaron,00000000,000001AA,Guardian Ebony Scale,00000003,3,000001AC,Guardian Ebony Claw,00000002,2,000001AD,Guardian Ebony Fang,00000001,1,00000000,,00000000,,00000000,FALSE
0000002B,43,0000002B,43,00000032,50,Chthonian Gunfire II,Chthonian Gunfire I,000001B6,G. Ebony Odogaron Certificate S,00000000,-,00000000,000001B6,G. Ebony Odogaron Certificate S,00000002,2,000001B3,Guardian Ebony Claw+,00000006,6,000001AF,Guardian Ebony Plate,00000001,1,00000260,Guardian Blood+,00000001,1,00000000,FALSE
0000002C,44,0000002C,44,00000033,51,Bequeathed Animus,Chthonian Gunfire II,00000000,,2C864480,Arkveld,00000000,00000294,Hunter Symbol II,00000005,5,000001B4,Guardian Ebony Fang+,00000006,6,000001B5,Guardian Ebony Gem,00000001,1,000001C7,Guardian Scale+,00000006,6,00000000,FALSE
0000002D,45,0000002D,45,0000003E,62,G. Veldian Impetum I,,00000000,,EF17C700,Guardian Arkveld,00000000,000001C6,Guardian Scale,00000003,3,00000298,Guardian Pelt,00000003,3,0000025F,Guardian Blood,00000001,1,0000024C,Tough Guardian Bone,00000002,2,00000000,FALSE
0000002E,46,0000002E,46,0000003F,63,G. Veldian Impetum II,G. Veldian Impetum I,00000000,,00000000,-,85F88180,000001C7,Guardian Scale+,00000006,6,00000299,Guardian Pelt+,00000006,6,00000260,Guardian Blood+,00000003,3,0000003E,Dragonbone Relic,00000001,1,00000000,FALSE
0000002F,47,0000002F,47,00000040,64,G. Expiating Caius,G. Veldian Impetum II,00000000,,2C864480,Arkveld,00000000,00000295,Hunter Symbol III,00000005,5,000001CF,Arkveld Calloushell,00000004,4,000001C8,Arkveld Tail,00000002,2,000001D1,Arkveld Gem,00000001,1,00000000,FALSE
00000030,48,00000030,48,00000006,6,Kut-Ku Anger I,,00000000,,17F6E620,Yian Kut-Ku,00000000,0000020F,Yian Kut-Ku Certificate S,00000001,1,0000020E,Kut-Ku Wing,00000003,3,0000020C,Kut-Ku Ear,00000002,2,0000020A,Kut-Ku Scale+,00000005,5,00000000,FALSE
00000031,49,00000031,49,00000007,7,Kut-Ku Anger II,Kut-Ku Anger I,00000185,Nu Udra Certificate S,00000000,-,00000000,00000185,Nu Udra Certificate S,00000002,2,0000020D,Giant Beak,00000004,4,00000252,Inferno Sac,00000004,4,00000216,Bird Wyvern Gem,00000001,1,00000000,FALSE
00000032,50,00000032,50,00000008,8,Kut-Ku Counterattack,Kut-Ku Anger II,00000000,,2C864480,Arkveld,00000000,00000293,Hunter Symbol I,00000005,5,0000020B,Kut-Ku Carapace,00000006,6,00000184,Nu Udra Flamegem,00000001,1,00000000,,00000000,,00000000,FALSE
00000033,51,00000033,51,00000027,39,Valkyrie Fire I,,00000000,,0000001A,Rathian,00000000,00000218,Rathian Certificate S,00000001,1,00000068,Rathian Webbing,00000003,3,00000069,Rathian Spike+,00000002,2,00000066,Rathian Scale+,00000005,5,00000000,FALSE
00000034,52,00000034,52,00000028,40,Valkyrie Fire II,Valkyrie Fire I,00000160,Rey Dau Certificate S,00000000,-,00000000,00000160,Rey Dau Certificate S,00000002,2,00000067,Rathian Carapace,00000006,6,0000019B,Rath Medulla,00000001,1,0000005C,Wyvern Gem,00000001,1,00000000,FALSE
00000035,53,00000035,53,00000029,41,Valkyrie Flame,Valkyrie Fire II,00000000,,2C864480,Arkveld,00000000,00000293,Hunter Symbol I,00000005,5,00000066,Rathian Scale+,00000005,5,0000006A,Rathian Ruby,00000001,1,00000000,,00000000,,00000000,FALSE
00000036,54,00000036,54,0000002F,47,Felling Fulgur I,,00000000,,0663AA30,Guardian Fulgur Anjanath,00000000,00000248,Guardian Fulgur Certificate S,00000002,2,000001E3,Guardian Fulgur Fang+,00000005,5,000001E5,Guardian Fulgur Tail,00000001,1,00000256,Thunder Sac,00000004,4,00000000,FALSE
00000037,55,00000037,55,00000030,48,Fulgursnipe Guardiana,Felling Fulgur I,00000000,,2C864480,Arkveld,00000000,00000294,Hunter Symbol II,00000005,5,000001E4,Guardian Fulgur Nosebone+,00000004,4,000001E2,Guardian Fulgur Pelt+,00000006,6,000001E6,Guardian Fulgur Gem,00000001,1,00000000,FALSE
00000038,56,00000038,56,00000025,37,Tail String I,,00000000,,7EEF1180,Blangonga,00000000,0000021D,Blangonga Certificate S,00000002,2,0000021A,Blangonga Fang+,00000005,5,0000021B,Blangonga Whisker,00000004,4,00000241,Blango Pelt+,00000004,4,00000000,FALSE
00000039,57,00000039,57,00000026,38,Tail Catapult,Tail String I,00000000,,2C864480,Arkveld,00000000,00000294,Hunter Symbol II,00000005,5,00000219,Blangonga Pelt+,00000006,6,0000021C,Blangonga Tail,00000004,4,000001A8,Jin Dahaad Icegem,00000001,1,00000000,FALSE
0000003A,58,0000003A,58,0000001B,27,Titan Launcher I,,00000000,,E01B5A00,Gravios,00000000,00000223,Gravios Certificate S,00000002,2,00000222,Gravios Wing,00000005,5,0000021F,Gravios Skull,00000003,3,00000220,Gravios Pleura+,00000004,4,00000000,FALSE
0000003B,59,0000003B,59,0000001C,28,Titan Panzer,Titan Launcher I,00000000,,2C864480,Arkveld,00000000,00000294,Hunter Symbol II,00000005,5,0000021E,Gravios Carapace,00000006,6,00000221,Gravios Medulla,00000001,1,0000005C,Wyvern Gem,00000001,1,00000000,FALSE
0000003C,60,0000003C,60,00000020,32,Rathling Gun I,,00000000,,75231300,Rathalos,00000000,00000231,Rathalos Certificate S,00000002,2,0000022D,Rathalos Carapace,00000005,5,0000022E,Rathalos Wing,00000004,4,0000019B,Rath Medulla,00000001,1,00000000,FALSE
0000003D,61,0000003D,61,00000021,33,Rathling Phoenix,Rathling Gun I,00000000,,2C864480,Arkveld,00000000,00000294,Hunter Symbol II,00000005,5,0000022C,Rathalos Scale+,00000006,6,0000022F,Rathalos Tail,00000001,1,00000230,Rathalos Ruby,00000001,1,00000000,FALSE
0000003E,62,0000003E,62,00000009,9,Fäulnisschleuder I,,00000000,,D2CE02C0,Gore Magala,00000000,00000239,Gore Magala Certificate S,00000003,3,00000235,Gore Magala Ripclaw+,00000004,4,00000236,Gore Magala Tail,00000001,1,000001A2,Frenzy Shard,00000005,5,00000000,FALSE
0000003F,63,0000003F,63,0000000A,10,Wahnschleuder,Fäulnisschleuder I,00000000,,2C864480,Arkveld,00000000,00000295,Hunter Symbol III,00000005,5,00000237,Gore Magala Feeler+,00000002,2,00000238,Gore Magala Nyctgem,00000001,1,0000023A,Frenzy Crystal,00000005,5,00000000,FALSE
00000040,64,00000040,64,00000041,65,Veldian Impetum I,,00000000,,2C864480,Arkveld,00000000,000001D2,Arkveld Certificate S,00000003,3,000001CB,Arkveld Scale+,00000004,4,000001CE,White Arkveld Pelt,00000002,2,0000005C,Wyvern Gem,00000001,1,00000000,FALSE
00000041,65,00000041,65,0000004B,75,Expiating Caius,Veldian Impetum I,00000000,,2C864480,Arkveld,00000000,00000295,Hunter Symbol III,00000005,5,000001CC,Arkveld Armorplate,00000005,5,000001D0,Arkveld Horn+,00000003,3,000001D1,Arkveld Gem,00000001,1,00000000,FALSE
