Index Raw,Index,Type Raw,Model ID Raw,Model ID,Custom Model ID Raw,DB ID Raw,LS ID Raw,Hammer ID Raw,HH ID Raw,Lance ID Raw,GL ID Raw,SA ID Raw,CA ID Raw,IG ID Raw,Bow ID Raw,HBG ID Raw,LBG ID Raw,ID,Name Raw,Name,Description Raw,Sort ID Raw,Sort ID,Price Raw,Price,Rarity Raw,Rarity,Attack Raw,Attack,Defense Raw,Defense,Affinity Raw,Affinity,Element 1 Raw,Attribute,Element 1 Value Raw,Attribute Value,Element 2 Raw,Element 2 Value Raw,Slot 1 Raw,Slot 2 Raw,Slot 3 Raw,Slots,Sharpness 0 Raw,Sharpness 1 Raw,Sharpness 2 Raw,Sharpness 3 Raw,Sharpness 4 Raw,Sharpness 5 Raw,Sharpness 6 Raw,Sharpness 7 Raw,Red Sharpness,Orange Sharpness,Yellow Sharpness,Green Sharpness,Blue Sharpness,White Sharpness,Purple Sharpness,Handicraft 0 Raw,Handicraft 0 Lv,Handicraft 1 Raw,Handicraft 1 Lv,Handicraft 2 Raw,Handicraft 2 Lv,Handicraft 3 Raw,Handicraft 3 Lv,Red Sharpness +1,Orange Sharpness +1,Yellow Sharpness +1,Green Sharpness +1,Blue Sharpness +1,White Sharpness +1,Purple Sharpness +1,Sharpness Bar,Sharpness Bar (Handicraft),Skill 0 Raw,Skill 1 Raw,Skill 2 Raw,Skill 3 Raw,Skill 0 Lv Raw,Skill 1 Lv Raw,Skill 2 Lv Raw,Skill 3 Lv Raw,Skill 1,Skill 1 Lv,Skill 2,Skill 2 Lv
0000000B,11,0000000A,00002710,10000,00000000,00000000,00000000,0000000B,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,11,807D0505-904D-43A1-97A3-F16838382193,Iron Hammer I,B1B96DA6-C298-499A-A688-04D8BDA788C6,00000009,9,00000320,800z,00000011,2,0078,120,0000,0,0000,0%,00000000,-,00000000,0,00000000,00000000,00000000,00000000,00000000,"0, 0, 0",0028,0028,005A,001E,0000,0000,0000,0000,40,40,90,30,0,0,0,0032,4,0000,5,0000,6,0000,7,40,40,90,30,0,0,0,,,28EBAB40,00000000,00000000,00000000,0001,0000,0000,0000,Critical Draw,1,,
0000000C,12,0000000A,00002710,10000,00000000,00000000,00000000,0000000C,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,12,58723CC0-42F4-4123-9B8E-F99134C087EF,Iron Hammer II,1F06CA75-F3E3-4C98-9311-FE4DB19A22E4,0000000A,10,00000A28,"2,600z",0000000F,4,00A0,160,0000,0,0000,0%,00000000,-,00000000,0,00000000,00000000,00000001,00000000,00000000,"1, 0, 0",0028,003C,005A,003C,0000,0000,0000,0000,40,60,90,60,0,0,0,0032,4,0000,5,0000,6,0000,7,40,60,90,60,0,0,0,,,28EBAB40,00000000,00000000,00000000,0002,0000,0000,0000,Critical Draw,2,,
0000000D,13,0000000A,00002710,10000,00000000,00000000,00000000,0000000D,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,13,74E04CFB-EF93-4D2F-9C32-788847FDE156,Iron Hammer III,91822B2A-BA29-42B2-8F82-26FB92124246,0000000B,11,00002710,"10,000z",0000000D,6,00BE,190,0000,0,0000,0%,00000000,-,00000000,0,00000000,00000000,00000002,00000001,00000000,"2, 1, 0",0028,0046,005A,003C,0028,0000,0000,0000,40,70,90,60,40,0,0,0032,5,0000,6,0000,7,0000,8,40,70,90,60,40,0,0,,,28EBAB40,00000000,00000000,00000000,0002,0000,0000,0000,Critical Draw,2,,
0000000E,14,0000000A,00002710,10000,00000000,00000000,00000000,0000000E,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,14,F7AB9D23-AF7C-4DA1-9819-5F696F34D369,Iron Devil,EB80B9CE-9543-4F35-ACFC-B9737CEBD5CB,0000000C,12,00004E20,"20,000z",0000000B,8,00DC,220,0000,0,0000,0%,00000000,-,00000000,0,00000000,00000000,00000003,00000002,00000001,"3, 2, 1",0028,003C,005A,0046,0032,0028,0000,0000,40,60,90,70,50,40,0,0032,6,0000,7,0000,8,0000,9,40,60,90,70,50,40,0,,,28EBAB40,00000000,00000000,00000000,0003,0000,0000,0000,Critical Draw,3,,
0000000F,15,0000000A,00000000,0,00000000,00000000,00000000,0000000F,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,15,15BD8C7E-3BCD-42ED-875B-8E93E6A118B9,Chata Clobberer I,55E8BF58-2972-4323-9011-60AFC80F025F,00000018,24,000001F4,500z,00000012,1,006E,110,000F,15,0000,0%,00000000,-,00000000,0,00000000,00000000,00000000,00000000,00000000,"0, 0, 0",0032,001E,006E,000A,0000,0000,0000,0000,50,30,110,10,0,0,0,0032,4,0000,5,0000,6,0000,7,50,30,110,10,0,0,0,,,150C1B20,00000000,00000000,00000000,0001,0000,0000,0000,Charge Up,1,,
00000010,16,0000000A,00000000,0,00000000,00000000,00000000,00000010,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,16,EE2C854C-9D9B-47FF-A4B0-2D90DB174CF3,Chata Clobberer II,E5EED5AF-2518-4DFD-BEFF-4E1B125D3FCA,00000019,25,000005DC,"1,500z",00000010,3,0096,150,000F,15,0000,0%,00000000,-,00000000,0,00000000,00000000,00000000,00000000,00000000,"0, 0, 0",0050,001E,0078,0014,0000,0000,0000,0000,80,30,120,20,0,0,0,0032,4,0000,5,0000,6,0000,7,80,30,120,20,0,0,0,,,150C1B20,68D30B80,00000000,00000000,0001,0001,0000,0000,Charge Up,1,Stamina Thief,1
00000011,17,0000000A,00000000,0,00000000,00000000,00000000,00000011,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,17,E13427A0-DD09-437B-AB8D-7152EF7F9B25,Chata Clobberer III,A046A5EC-EEB0-4210-B61B-98EB304BDA44,0000001A,26,00000FA0,"4,000z",0000000E,5,00B4,180,000F,15,0000,0%,00000000,-,00000000,0,00000000,00000000,00000002,00000001,00000000,"2, 1, 0",0046,001E,006E,0050,000A,0000,0000,0000,70,30,110,80,10,0,0,0032,5,0000,6,0000,7,0000,8,70,30,110,80,10,0,0,,,150C1B20,68D30B80,00000000,00000000,0001,0001,0000,0000,Charge Up,1,Stamina Thief,1
00000012,18,0000000A,00000000,0,00000000,00000000,00000000,00000012,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,18,C53FCC11-2E94-497A-BB64-7E918EAAA1C2,Chata Clobberer IV,195C0129-B4E3-4F2F-ACE4-F2BDA712E27D,0000001B,27,000036B0,"14,000z",0000000C,7,00D2,210,000F,15,0000,0%,00000000,-,00000000,0,00000000,00000000,00000003,00000002,00000000,"3, 2, 0",003C,001E,0078,0064,0028,0000,0000,0000,60,30,120,100,40,0,0,0032,5,0000,6,0000,7,0000,8,60,30,120,100,40,0,0,,,150C1B20,68D30B80,00000000,00000000,0001,0002,0000,0000,Charge Up,1,Stamina Thief,2
00000014,20,0000000A,00000005,5,00000000,00000000,00000000,00000013,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,19,D8B3B264-84FF-4B74-A59D-7ED57277DCEF,Balahara Hammer I,4EF90A28-2C27-4F1B-9ACC-F27D4B69DCFE,00000031,49,00000320,800z,00000011,2,006E,110,0000,0,000A,10%,00000002,WATER,00000010,16,00000000,00000000,00000000,00000000,00000000,"0, 0, 0",0032,001E,005A,001E,0000,0000,0000,0000,50,30,90,30,0,0,0,0032,4,0000,5,0000,6,0000,7,50,30,90,30,0,0,0,,,CABFAFC0,00000000,00000000,00000000,0001,0000,0000,0000,Slugger,1,,
00000015,21,0000000A,00000005,5,00000000,00000000,00000000,00000014,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,20,BA310A6E-54ED-4688-8771-427B622E7BA3,Balahara Hammer II,3D009870-99B6-4DDD-B6F9-260A8313B1F4,00000032,50,00000A28,"2,600z",0000000F,4,0096,150,0000,0,000A,10%,00000002,WATER,00000014,20,00000000,00000000,00000001,00000000,00000000,"1, 0, 0",003C,001E,0064,003C,0000,0000,0000,0000,60,30,100,60,0,0,0,0032,4,0000,5,0000,6,0000,7,60,30,100,60,0,0,0,,,CABFAFC0,00000000,00000000,00000000,0002,0000,0000,0000,Slugger,2,,
00000016,22,0000000A,00000005,5,00000000,00000000,00000000,00000015,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,21,0AF25DD4-C477-4809-AAEB-30B1A7942576,Balahara Hammer III,39803318-EB91-481B-9EE4-141A1BB605AB,00000033,51,00001388,"5,000z",0000000E,5,00A0,160,0000,0,000A,10%,00000002,WATER,00000017,23,00000000,00000000,00000002,00000001,00000000,"2, 1, 0",0032,001E,006E,005A,0014,0000,0000,0000,50,30,110,90,20,0,0,0032,5,0000,6,0000,7,0000,8,50,30,110,90,20,0,0,,,CABFAFC0,00000000,00000000,00000000,0002,0000,0000,0000,Slugger,2,,
00000017,23,0000000A,00000005,5,00000000,00000000,00000000,00000016,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,22,3C838FFF-54E8-437D-9EBB-4F17DC984838,Balahara Hammer IV,B7A4009F-5815-4D1C-801D-5E65A8FAFA96,00000034,52,000036B0,"14,000z",0000000C,7,00BE,190,0000,0,000A,10%,00000002,WATER,0000001B,27,00000000,00000000,00000003,00000002,00000000,"3, 2, 0",0028,001E,006E,005A,0046,000A,0000,0000,40,30,110,90,70,10,0,0032,6,0000,7,0000,8,0000,9,40,30,110,90,70,10,0,,,CABFAFC0,00000000,00000000,00000000,0003,0000,0000,0000,Slugger,3,,
00000018,24,0000000A,00000006,6,00000000,00000000,00000000,00000017,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,23,8718FA0C-4B63-48F1-BB82-7DD8B6CCD3EF,Sandsea Siamitiya,4989A5E8-C3C7-4724-AAD9-F2FB01B2E671,00000035,53,00004E20,"20,000z",0000000B,8,00D2,210,0000,0,000A,10%,00000002,WATER,0000001E,30,00000000,00000000,00000003,00000002,00000001,"3, 2, 1",0028,001E,0064,005A,0046,0014,0000,0000,40,30,100,90,70,20,0,0032,6,0000,7,0000,8,0000,9,40,30,100,90,70,20,0,,,CABFAFC0,00000000,00000000,00000000,0003,0000,0000,0000,Slugger,3,,
00000019,25,0000000A,00000007,7,00000000,00000000,00000000,00000018,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,24,FA2738F2-F371-4667-B65A-7B955396E77B,Rompo Wrecker I,BD0570F4-8A51-430E-8205-D757D0D21CA3,0000000F,15,000005DC,"1,500z",00000010,3,008C,140,0000,0,0000,0%,00000006,POISON,00000011,17,00000000,00000000,00000000,00000000,00000000,"0, 0, 0",003C,003C,0064,001E,0000,0000,0000,0000,60,60,100,30,0,0,0,0032,4,0000,5,0000,6,0000,7,60,60,100,30,0,0,0,,,EF1CAA60,00000000,00000000,00000000,0002,0000,0000,0000,Focus,2,,
0000001A,26,0000000A,00000007,7,00000000,00000000,00000000,00000019,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,25,B5688937-DD50-4B5B-8346-DF07A04020E1,Rompo Wrecker II,8176CC30-E3DC-4464-A562-F73C98EB627A,00000010,16,00000FA0,"4,000z",0000000E,5,00AA,170,0000,0,0000,0%,00000006,POISON,00000018,24,00000000,00000000,00000002,00000001,00000000,"2, 1, 0",0032,0032,0064,005A,000A,0000,0000,0000,50,50,100,90,10,0,0,0032,5,0000,6,0000,7,0000,8,50,50,100,90,10,0,0,,,EF1CAA60,00000000,00000000,00000000,0002,0000,0000,0000,Focus,2,,
0000001B,27,0000000A,00000007,7,00000000,00000000,00000000,0000001A,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,26,F22655C9-14F0-4EF5-A9CA-CDD3D164D17E,Rompo Wrecker III,CAF65077-DF0B-466B-BE85-B9F30E33F057,00000011,17,000036B0,"14,000z",0000000C,7,00C8,200,0000,0,0000,0%,00000006,POISON,0000001B,27,00000000,00000000,00000003,00000002,00000000,"3, 2, 0",003C,0032,0064,001E,0064,000A,0000,0000,60,50,100,30,100,10,0,0032,6,0000,7,0000,8,0000,9,60,50,100,30,100,10,0,,,EF1CAA60,00000000,00000000,00000000,0003,0000,0000,0000,Focus,3,,
0000001C,28,0000000A,00000007,7,00000000,00000000,00000000,0000001B,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,27,822133A4-872D-484B-8B17-19C2322ECD98,Rompo Robustox,AF7FB621-2DC1-4F25-9043-72E4AAC9A654,00000012,18,00004E20,"20,000z",0000000B,8,00DC,220,0000,0,0000,0%,00000006,POISON,0000001E,30,00000000,00000000,00000003,00000002,00000001,"3, 2, 1",0032,0032,0064,001E,0064,0014,0000,0000,50,50,100,30,100,20,0,0032,6,0000,7,0000,8,0000,9,50,50,100,30,100,20,0,,,EF1CAA60,00000000,00000000,00000000,0003,0000,0000,0000,Focus,3,,
0000001D,29,0000000A,0000000A,10,00000000,00000000,00000000,0000001C,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,28,CDA0BCA3-E7D4-40DA-BF78-29B6B8BD2F7D,Cluster Hammer I,F00179D7-8D96-45BD-9817-FB7557FD5A13,0000002A,42,000005DC,"1,500z",00000010,3,0078,120,0000,0,000A,10%,00000008,SLEEP,0000000F,15,00000000,00000000,00000000,00000000,00000000,"0, 0, 0",0046,003C,001E,005A,0000,0000,0000,0000,70,60,30,90,0,0,0,0032,4,0000,5,0000,6,0000,7,70,60,30,90,0,0,0,,,A8133D80,EF1CAA60,00000000,00000000,0001,0001,0000,0000,Charge Master,1,Focus,1
0000001E,30,0000000A,0000000A,10,00000000,00000000,00000000,0000001D,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,29,67104028-0D4F-4A7A-8E0F-0CA51E69CDE2,Cluster Hammer II,051AAE59-A2F4-4553-9324-0D18AE54D6AE,0000002B,43,00001388,"5,000z",0000000E,5,0096,150,0000,0,000F,15%,00000008,SLEEP,00000015,21,00000000,00000000,00000002,00000001,00000000,"2, 1, 0",0046,003C,001E,0064,0028,0000,0000,0000,70,60,30,100,40,0,0,0032,5,0000,6,0000,7,0000,8,70,60,30,100,40,0,0,,,A8133D80,EF1CAA60,00000000,00000000,0001,0001,0000,0000,Charge Master,1,Focus,1
0000001F,31,0000000A,0000000A,10,00000000,00000000,00000000,0000001E,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,30,95823526-0F98-498E-AE51-5573049319D5,Cluster Hammer III,857EC64A-26DD-49B1-8667-6E7A79B180E8,0000002C,44,000036B0,"14,000z",0000000C,7,00B4,180,0000,0,000F,15%,00000008,SLEEP,0000001B,27,00000000,00000000,00000003,00000002,00000000,"3, 2, 0",0046,003C,001E,005A,003C,0028,0000,0000,70,60,30,90,60,40,0,0032,6,0000,7,0000,8,0000,9,70,60,30,90,60,40,0,,,A8133D80,EF1CAA60,00000000,00000000,0002,0001,0000,0000,Charge Master,2,Focus,1
00000020,32,0000000A,0000000A,10,00000000,00000000,00000000,0000001F,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,31,66C5984B-6003-41A6-8B2F-AA9BE3BC28BA,Nerscrapper,6381F64B-7157-4FA4-A79B-02E53806045C,0000002D,45,00004E20,"20,000z",0000000B,8,00C8,200,0000,0,000F,15%,00000008,SLEEP,0000001E,30,00000000,00000000,00000003,00000002,00000001,"3, 2, 1",0046,003C,001E,003C,0028,005A,0000,0000,70,60,30,60,40,90,0,0032,6,0000,7,0000,8,0000,9,70,60,30,60,40,90,0,,,A8133D80,EF1CAA60,00000000,00000000,0002,0001,0000,0000,Charge Master,2,Focus,1
00000021,33,0000000A,0000000B,11,00000000,00000000,00000000,00000020,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,32,99E86D49-EBDD-472A-B37D-604320EB82B2,Nu Pulpo I,70FAA3CF-2E8E-420F-B83D-7BDE1D10F3D6,00000027,39,00000A28,"2,600z",0000000F,4,00AA,170,0000,0,FFF1,-15%,00000001,FIRE,00000014,20,00000000,00000000,00000001,00000000,00000000,"1, 0, 0",0064,0014,005A,0028,0000,0000,0000,0000,100,20,90,40,0,0,0,0032,4,0000,5,0000,6,0000,7,100,20,90,40,0,0,0,,,596A2780,561FF780,00000000,00000000,0002,0001,0000,0000,Protective Polish,2,Speed Sharpening,1
00000022,34,0000000A,0000000B,11,00000000,00000000,00000000,00000021,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,33,957BACA7-A547-4BC7-ADEE-7495DBB9E3CA,Nu Pulpo II,DA4303AC-DE8A-434C-B33A-6A6F0BB766B0,00000028,40,000036B0,"14,000z",0000000C,7,00D2,210,0000,0,FFF1,-15%,00000001,FIRE,0000001B,27,00000000,00000000,00000003,00000002,00000000,"3, 2, 0",0064,0014,006E,0046,0032,0000,0000,0000,100,20,110,70,50,0,0,0032,5,0000,6,0000,7,0000,8,100,20,110,70,50,0,0,,,596A2780,561FF780,00000000,00000000,0002,0002,0000,0000,Protective Polish,2,Speed Sharpening,2
00000023,35,0000000A,0000000B,11,00000000,00000000,00000000,00000022,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,34,954AEA72-2818-4E41-9D46-0374BE7532B6,Abaddonian Pulpo,D698737B-8B14-423A-81D1-34A1370DE1F6,00000029,41,00004E20,"20,000z",0000000B,8,00E6,230,0000,0,FFF1,-15%,00000001,FIRE,0000001E,30,00000000,00000000,00000003,00000002,00000001,"3, 2, 1",0064,0014,006E,0032,0032,0014,0000,0000,100,20,110,50,50,20,0,0032,6,0000,7,0000,8,0000,9,100,20,110,50,50,20,0,,,596A2780,561FF780,00000000,00000000,0003,0002,0000,0000,Protective Polish,3,Speed Sharpening,2
00000024,36,0000000A,000186A0,100000,00000000,00000000,00000000,00000023,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,35,AE3FD00A-5749-4436-90D1-AF568D9DF53B,Albirath Bludgeon I,DDBDA8A9-D613-4FD0-BED9-976FC2FE2263,00000006,6,00000A28,"2,600z",0000000F,4,00A0,160,0000,0,000F,15%,00000001,FIRE,00000015,21,00000000,00000000,00000001,00000000,00000000,"1, 0, 0",0032,0064,0046,001E,0000,0000,0000,0000,50,100,70,30,0,0,0,0032,4,0000,5,0000,6,0000,7,50,100,70,30,0,0,0,,,52D79300,12B121E0,00000000,00000000,0001,0001,0000,0000,Master's Touch,1,Critical Element,1
00000025,37,0000000A,000186A0,100000,00000000,00000000,00000000,00000024,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,36,418C3BCB-2595-4928-92CE-8C0F917AAF1C,Albirath Bludgeon II,F185DCF0-3D0F-4BDE-AC69-5E29A6F2C53D,00000007,7,00002710,"10,000z",0000000D,6,00B4,180,0000,0,000F,15%,00000001,FIRE,0000001A,26,00000000,00000000,00000002,00000001,00000000,"2, 1, 0",0032,0078,0032,0032,001E,0000,0000,0000,50,120,50,50,30,0,0,0014,5,001E,6,0000,7,0000,8,50,120,50,50,30,0,0,,,52D79300,12B121E0,00000000,00000000,0001,0001,0000,0000,Master's Touch,1,Critical Element,1
