Index Raw,Index,Type Raw,Model ID Raw,Model ID,Custom Model ID Raw,DB ID Raw,LS ID Raw,Hammer ID Raw,HH ID Raw,Lance ID Raw,GL ID Raw,SA ID Raw,CA ID Raw,IG ID Raw,Bow ID Raw,HBG ID Raw,LBG ID Raw,ID,Name Raw,Name,Description Raw,Sort ID Raw,Sort ID,Price Raw,Price,Rarity Raw,Rarity,Attack Raw,Attack,Defense Raw,Defense,Affinity Raw,Affinity,Element 1 Raw,Attribute,Element 1 Value Raw,Attribute Value,Element 2 Raw,Element 2 Value Raw,Slot 1 Raw,Slot 2 Raw,Slot 3 Raw,Slots,Sharpness 0 Raw,Sharpness 1 Raw,Sharpness 2 Raw,Sharpness 3 Raw,Sharpness 4 Raw,Sharpness 5 Raw,Sharpness 6 Raw,Sharpness 7 Raw,Red Sharpness,Orange Sharpness,Yellow Sharpness,Green Sharpness,Blue Sharpness,White Sharpness,Purple Sharpness,Handicraft 0 Raw,Handicraft 0 Lv,Handicraft 1 Raw,Handicraft 1 Lv,Handicraft 2 Raw,Handicraft 2 Lv,Handicraft 3 Raw,Handicraft 3 Lv,Red Sharpness +1,Orange Sharpness +1,Yellow Sharpness +1,Green Sharpness +1,Blue Sharpness +1,White Sharpness +1,Purple Sharpness +1,Sharpness Bar,Sharpness Bar (Handicraft),Skill 0 Raw,Skill 1 Raw,Skill 2 Raw,Skill 3 Raw,Skill 0 Lv Raw,Skill 1 Lv Raw,Skill 2 Lv Raw,Skill 3 Lv Raw,Skill 1,Skill 1 Lv,Skill 2,Skill 2 Lv
00000011,17,00000008,00000005,5,00000000,00000000,00000000,00000000,00000000,00000011,00000000,00000000,00000000,00000000,00000000,00000000,00000000,17,92C4ED7D-B189-4883-A075-1D8F656A7AB2,Quematrice Lanza III,C1BCE95D-8400-4CB1-9596-434DC6B720D0,0000002B,43,00000FA0,"4,000z",0000000E,5,00AA,170,0000,0,0005,5%,00000001,FIRE,0000000F,15,00000000,00000000,00000002,00000001,00000000,"2, 1, 0",0046,0050,0050,0032,0014,0000,0000,0000,70,80,80,50,20,0,0,0032,5,0000,6,0000,7,0000,8,70,80,80,50,20,0,0,,,EDA9B920,00000000,00000000,00000000,0002,0000,0000,0000,Guard,2,,
00000012,18,00000008,00000005,5,00000000,00000000,00000000,00000000,00000000,00000012,00000000,00000000,00000000,00000000,00000000,00000000,00000000,18,FA201F3C-9218-4DB8-887B-C8A80A6753BA,Quematrice Lanza IV,34ED2EC4-AABF-499D-BE77-A91433FEDACA,0000002C,44,000036B0,"14,000z",0000000C,7,00D2,210,0000,0,0005,5%,00000001,FIRE,00000011,17,00000000,00000000,00000003,00000002,00000000,"3, 2, 0",0046,0050,0050,0050,0028,0000,0000,0000,70,80,80,80,40,0,0,0032,5,0000,6,0000,7,0000,8,70,80,80,80,40,0,0,,,EDA9B920,00000000,00000000,00000000,0003,0000,0000,0000,Guard,3,,
00000013,19,00000008,00000006,6,00000000,00000000,00000000,00000000,00000000,00000013,00000000,00000000,00000000,00000000,00000000,00000000,00000000,19,9D4F780A-4673-488A-A9F1-048E1E6D764C,Firetrail Kaminet,B054EA69-7F43-4E9F-A721-A962A161D246,0000002D,45,00004E20,"20,000z",0000000B,8,00F0,240,0000,0,0005,5%,00000001,FIRE,00000014,20,00000000,00000000,00000003,00000002,00000001,"3, 2, 1",003C,0046,0050,0050,003C,0000,0000,0000,60,70,80,80,60,0,0,0032,5,0000,6,0000,7,0000,8,60,70,80,80,60,0,0,,,EDA9B920,00000000,00000000,00000000,0003,0000,0000,0000,Guard,3,,
00000014,20,00000008,00000007,7,00000000,00000000,00000000,00000000,00000000,00000014,00000000,00000000,00000000,00000000,00000000,00000000,00000000,20,6DC3BD88-320B-45F3-9A6A-73533BF09FB0,Barina Sarissa I,1FB46E63-5892-4FB8-BE38-35144971412C,0000003A,58,000001F4,500z,00000012,1,0064,100,0000,0,000A,10%,00000007,PARALYSIS,0000000A,10,00000000,00000000,00000000,00000000,00000000,"0, 0, 0",0032,0032,0028,003C,0000,0000,0000,0000,50,50,40,60,0,0,0,0032,4,0000,5,0000,6,0000,7,50,50,40,60,0,0,0,,,28EBAB40,00000000,00000000,00000000,0001,0000,0000,0000,Critical Draw,1,,
00000015,21,00000008,00000007,7,00000000,00000000,00000000,00000000,00000000,00000015,00000000,00000000,00000000,00000000,00000000,00000000,00000000,21,D58C74A4-86C9-4B93-B750-6D4F4242E019,Barina Sarissa II,9D552849-FA73-4380-8DDD-5322AAC0D739,0000003B,59,000005DC,"1,500z",00000010,3,0078,120,0000,0,000A,10%,00000007,PARALYSIS,0000000D,13,00000000,00000000,00000000,00000000,00000000,"0, 0, 0",0046,0032,001E,0064,0000,0000,0000,0000,70,50,30,100,0,0,0,0032,4,0000,5,0000,6,0000,7,70,50,30,100,0,0,0,,,28EBAB40,F5EE7100,00000000,00000000,0001,0001,0000,0000,Critical Draw,1,Critical Status,1
00000016,22,00000008,00000007,7,00000000,00000000,00000000,00000000,00000000,00000016,00000000,00000000,00000000,00000000,00000000,00000000,00000000,22,D8D3E5DF-CA87-4ACF-A830-A431B69CC32B,Barina Sarissa III,B9B3AA07-38BE-4032-B70F-987EDCEDE7DC,0000003C,60,00000FA0,"4,000z",0000000E,5,0096,150,0000,0,000F,15%,00000007,PARALYSIS,00000012,18,00000000,00000000,00000002,00000001,00000000,"2, 1, 0",0046,0032,001E,0064,0032,0000,0000,0000,70,50,30,100,50,0,0,0032,5,0000,6,0000,7,0000,8,70,50,30,100,50,0,0,,,28EBAB40,F5EE7100,00000000,00000000,0001,0001,0000,0000,Critical Draw,1,Critical Status,1
00000017,23,00000008,00000007,7,00000000,00000000,00000000,00000000,00000000,00000017,00000000,00000000,00000000,00000000,00000000,00000000,00000000,23,C281B74B-0C12-49B3-AC94-136AAEBAE181,Barina Sarissa IV,F546D44D-D255-461A-8482-72A3274B3AC8,0000003D,61,000036B0,"14,000z",0000000C,7,00B4,180,0000,0,000F,15%,00000007,PARALYSIS,00000015,21,00000000,00000000,00000003,00000002,00000000,"3, 2, 0",0046,0032,001E,005A,003C,0032,0000,0000,70,50,30,90,60,50,0,0032,6,0000,7,0000,8,0000,9,70,50,30,90,60,50,0,,,28EBAB40,F5EE7100,00000000,00000000,0002,0001,0000,0000,Critical Draw,2,Critical Status,1
00000018,24,00000008,00000008,8,00000000,00000000,00000000,00000000,00000000,00000018,00000000,00000000,00000000,00000000,00000000,00000000,00000000,24,57DDC6FA-53CA-4EFE-959D-D2FE0DED6899,Lala Aviculari,6BD40C6B-734F-4180-8879-01984CFA0C0A,0000003E,62,00004E20,"20,000z",0000000B,8,00C8,200,0000,0,000F,15%,00000007,PARALYSIS,00000019,25,00000000,00000000,00000003,00000002,00000001,"3, 2, 1",0046,0032,001E,003C,0028,0064,0000,0000,70,50,30,60,40,100,0,0032,6,0000,7,0000,8,0000,9,70,50,30,60,40,100,0,,,28EBAB40,F5EE7100,00000000,00000000,0002,0001,0000,0000,Critical Draw,2,Critical Status,1
00000019,25,00000008,00000002,2,00000000,00000000,00000000,00000000,00000000,00000019,00000000,00000000,00000000,00000000,00000000,00000000,00000000,25,80462165-2B4D-4D50-9B03-F560AFDF1F4A,Balahara Lance I,441CFE08-558F-4E1C-88FE-5A68455D4FF7,00000009,9,00000320,800z,00000011,2,006E,110,0000,0,000A,10%,00000002,WATER,0000000E,14,00000000,00000000,00000000,00000000,00000000,"0, 0, 0",0028,001E,005A,0028,0000,0000,0000,0000,40,30,90,40,0,0,0,0032,4,0000,5,0000,6,0000,7,40,30,90,40,0,0,0,,,F53436B0,00000000,00000000,00000000,0001,0000,0000,0000,Offensive Guard,1,,
0000001A,26,00000008,00000002,2,00000000,00000000,00000000,00000000,00000000,0000001A,00000000,00000000,00000000,00000000,00000000,00000000,00000000,26,2F074A42-07A8-48F6-9DA3-97AE11B06668,Balahara Lance II,3745D602-FF92-4B47-94EE-C6BE97ABCD1D,0000000A,10,00000A28,"2,600z",0000000F,4,0096,150,0000,0,000A,10%,00000002,WATER,00000010,16,00000000,00000000,00000001,00000000,00000000,"1, 0, 0",0032,001E,0064,0046,0000,0000,0000,0000,50,30,100,70,0,0,0,0032,4,0000,5,0000,6,0000,7,50,30,100,70,0,0,0,,,F53436B0,00000000,00000000,00000000,0002,0000,0000,0000,Offensive Guard,2,,
0000001B,27,00000008,00000002,2,00000000,00000000,00000000,00000000,00000000,0000001B,00000000,00000000,00000000,00000000,00000000,00000000,00000000,27,C965336E-7EA4-4496-8AEA-F684C63508CA,Balahara Lance III,314858E4-D17A-436B-A7DA-3E40CED2A5C5,0000000B,11,00001388,"5,000z",0000000E,5,00A0,160,0000,0,000A,10%,00000002,WATER,00000014,20,00000000,00000000,00000002,00000001,00000000,"2, 1, 0",0028,001E,006E,005A,001E,0000,0000,0000,40,30,110,90,30,0,0,0032,5,0000,6,0000,7,0000,8,40,30,110,90,30,0,0,,,F53436B0,00000000,00000000,00000000,0002,0000,0000,0000,Offensive Guard,2,,
0000001C,28,00000008,00000002,2,00000000,00000000,00000000,00000000,00000000,0000001C,00000000,00000000,00000000,00000000,00000000,00000000,00000000,28,BE85D437-696E-4F94-A84C-81EBAAF1ED43,Balahara Lance IV,296D8D2A-4E86-4FF9-B4B1-1D48C059310C,0000000C,12,000036B0,"14,000z",0000000C,7,00BE,190,0000,0,000A,10%,00000002,WATER,00000016,22,00000000,00000000,00000003,00000002,00000000,"3, 2, 0",0028,001E,006E,005A,0046,000A,0000,0000,40,30,110,90,70,10,0,0032,6,0000,7,0000,8,0000,9,40,30,110,90,70,10,0,,,F53436B0,00000000,00000000,00000000,0003,0000,0000,0000,Offensive Guard,3,,
0000001D,29,00000008,00000003,3,00000000,00000000,00000000,00000000,00000000,0000001D,00000000,00000000,00000000,00000000,00000000,00000000,00000000,29,B35B01DC-BE68-47D1-9B54-BD047A7E0E99,Sandsea Prallaya,68375DA4-A2AB-40FD-864A-18424FFF3D68,0000000D,13,00004E20,"20,000z",0000000B,8,00D2,210,0000,0,000A,10%,00000002,WATER,00000019,25,00000000,00000000,00000003,00000002,00000001,"3, 2, 1",0028,001E,0064,0050,0046,001E,0000,0000,40,30,100,80,70,30,0,0032,6,0000,7,0000,8,0000,9,40,30,100,80,70,30,0,,,F53436B0,00000000,00000000,00000000,0003,0000,0000,0000,Offensive Guard,3,,
0000001E,30,00000008,00000000,0,00000000,00000000,00000000,00000000,00000000,0000001E,00000000,00000000,00000000,00000000,00000000,00000000,00000000,30,E95FDBE3-6324-4F1F-8B29-8E37F2F702D7,Dosha Fierceborer I,7C3AFE41-6CE1-416B-9232-5A3ACEBC66ED,0000002E,46,00000320,800z,00000011,2,008C,140,0014,20,FFFB,-5%,00000000,-,00000000,0,00000000,00000000,00000000,00000000,00000000,"0, 0, 0",001E,005A,0050,0000,0000,0000,0000,0000,30,90,80,0,0,0,0,0014,3,001E,4,0000,5,0000,6,30,90,80,0,0,0,0,,,8BFD1E80,00000000,00000000,00000000,0001,0000,0000,0000,Punishing Draw,1,,
0000001F,31,00000008,00000000,0,00000000,00000000,00000000,00000000,00000000,0000001F,00000000,00000000,00000000,00000000,00000000,00000000,00000000,31,82E8B6E1-7624-45C0-B772-BF3DBD1D8D00,Dosha Fierceborer II,1CDC2455-ADEF-421C-9C81-DE6A6779DD20,0000002F,47,00000A28,"2,600z",0000000F,4,00B4,180,0014,20,FFFB,-5%,00000000,-,00000000,0,00000000,00000000,00000001,00000001,00000000,"1, 1, 0",0028,005A,005A,001E,0000,0000,0000,0000,40,90,90,30,0,0,0,0032,4,0000,5,0000,6,0000,7,40,90,90,30,0,0,0,,,8BFD1E80,00000000,00000000,00000000,0002,0000,0000,0000,Punishing Draw,2,,
00000020,32,00000008,00000000,0,00000000,00000000,00000000,00000000,00000000,00000020,00000000,00000000,00000000,00000000,00000000,00000000,00000000,32,09332389-C4D6-4FFA-9497-ADB25D27C948,Dosha Fierceborer III,B8770C09-9299-411E-9E2C-5281F26B7F61,00000030,48,00002710,"10,000z",0000000D,6,00D2,210,0014,20,FFFB,-5%,00000000,-,00000000,0,00000000,00000000,00000002,00000002,00000000,"2, 2, 0",0032,0050,005A,003C,0014,0000,0000,0000,50,80,90,60,20,0,0,0032,5,0000,6,0000,7,0000,8,50,80,90,60,20,0,0,,,8BFD1E80,00000000,00000000,00000000,0003,0000,0000,0000,Punishing Draw,3,,
00000022,34,00000008,00000009,9,00000000,00000000,00000000,00000000,00000000,00000021,00000000,00000000,00000000,00000000,00000000,00000000,00000000,33,8B112FF6-315F-4712-8A88-28EF33A6BB69,Rompo Piercer I,CE251EBB-AF1F-4D95-95C8-D690C92B39DF,00000016,22,000007D0,"2,000z",00000010,3,008C,140,0000,0,0000,0%,00000006,POISON,0000000F,15,00000000,00000000,00000000,00000000,00000000,"0, 0, 0",0032,003C,0064,0028,0000,0000,0000,0000,50,60,100,40,0,0,0,0032,4,0000,5,0000,6,0000,7,50,60,100,40,0,0,0,,,9C370B80,00000000,00000000,00000000,0002,0000,0000,0000,Guard Up,2,,
00000023,35,00000008,00000009,9,00000000,00000000,00000000,00000000,00000000,00000022,00000000,00000000,00000000,00000000,00000000,00000000,00000000,34,BE0B03A8-F8CB-4381-A2C9-475A597FD28C,Rompo Piercer II,D847D0C1-CC78-4E12-ABE4-852C6C76D965,00000017,23,00000FA0,"4,000z",0000000E,5,00AA,170,0000,0,0000,0%,00000006,POISON,00000013,19,00000000,00000000,00000002,00000001,00000000,"2, 1, 0",0032,0032,0064,005A,000A,0000,0000,0000,50,50,100,90,10,0,0,0032,5,0000,6,0000,7,0000,8,50,50,100,90,10,0,0,,,9C370B80,00000000,00000000,00000000,0002,0000,0000,0000,Guard Up,2,,
00000024,36,00000008,00000009,9,00000000,00000000,00000000,00000000,00000000,00000023,00000000,00000000,00000000,00000000,00000000,00000000,00000000,35,91F6CB01-FF9A-4602-B887-4C39C6ED040C,Rompo Piercer III,B803F2E9-874A-4242-97B6-5A1788B91959,00000018,24,000036B0,"14,000z",0000000C,7,00C8,200,0000,0,0000,0%,00000006,POISON,00000016,22,00000000,00000000,00000003,00000002,00000000,"3, 2, 0",003C,0032,0064,001E,0064,000A,0000,0000,60,50,100,30,100,10,0,0032,6,0000,7,0000,8,0000,9,60,50,100,30,100,10,0,,,9C370B80,00000000,00000000,00000000,0003,0000,0000,0000,Guard Up,3,,
00000025,37,00000008,00000009,9,00000000,00000000,00000000,00000000,00000000,00000024,00000000,00000000,00000000,00000000,00000000,00000000,00000000,36,C944C015-A3C9-42D1-9880-E60C389D8C09,Rompo Tetrotox,2B74AB74-A28F-48D3-9A19-0E50E1012A61,00000019,25,00004E20,"20,000z",0000000B,8,00DC,220,0000,0,0000,0%,00000006,POISON,00000019,25,00000000,00000000,00000003,00000002,00000001,"3, 2, 1",0028,0032,0064,001E,0064,001E,0000,0000,40,50,100,30,100,30,0,0032,6,0000,7,0000,8,0000,9,40,50,100,30,100,30,0,,,9C370B80,00000000,00000000,00000000,0003,0000,0000,0000,Guard Up,3,,
