Index Raw,Index,Type Raw,Model ID Raw,Model ID,Custom Model ID Raw,DB ID Raw,LS ID Raw,Hammer ID Raw,HH ID Raw,Lance ID Raw,GL ID Raw,SA ID Raw,CA ID Raw,IG ID Raw,Bow ID Raw,HBG ID Raw,LBG ID Raw,ID,Name Raw,Name,Description Raw,Sort ID Raw,Sort ID,Price Raw,Price,Rarity Raw,Rarity,Attack Raw,Attack,Defense Raw,Defense,Affinity Raw,Affinity,Element 1 Raw,Attribute,Element 1 Value Raw,Attribute Value,Element 2 Raw,Element 2 Value Raw,Slot 1 Raw,Slot 2 Raw,Slot 3 Raw,Slots,Sharpness 0 Raw,Sharpness 1 Raw,Sharpness 2 Raw,Sharpness 3 Raw,Sharpness 4 Raw,Sharpness 5 Raw,Sharpness 6 Raw,Sharpness 7 Raw,Red Sharpness,Orange Sharpness,Yellow Sharpness,Green Sharpness,Blue Sharpness,White Sharpness,Purple Sharpness,Handicraft 0 Raw,Handicraft 0 Lv,Handicraft 1 Raw,Handicraft 1 Lv,Handicraft 2 Raw,Handicraft 2 Lv,Handicraft 3 Raw,Handicraft 3 Lv,Red Sharpness +1,Orange Sharpness +1,Yellow Sharpness +1,Green Sharpness +1,Blue Sharpness +1,White Sharpness +1,Purple Sharpness +1,Sharpness Bar,Sharpness Bar (Handicraft),Skill 0 Raw,Skill 1 Raw,Skill 2 Raw,Skill 3 Raw,Skill 0 Lv Raw,Skill 1 Lv Raw,Skill 2 Lv Raw,Skill 3 Lv Raw,Skill 1,Skill 1 Lv,Skill 2,Skill 2 Lv
0000000B,11,0000000C,00002711,10001,00000000,0000000B,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,11,8FA99C6E-3B50-4BFC-AD70-D941C330F9FB,Dual Hatchets I,09315691-DB95-460F-8DA2-1F4EB26917DE,0000000C,12,00000320,800z,00000011,2,0078,120,0000,0,0000,0%,00000000,-,00000000,0,00000000,00000000,00000000,00000000,00000000,"0, 0, 0",000A,0028,005A,003C,0000,0000,0000,0000,10,40,90,60,0,0,0,0032,4,0000,5,0000,6,0000,7,10,40,90,60,0,0,0,,,2932DD00,00000000,00000000,00000000,0001,0000,0000,0000,Power Prolonger,1,,
0000000C,12,0000000C,00002711,10001,00000000,0000000C,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,12,8B52E6ED-1F8B-4E56-B940-C1DD0973099E,Dual Hatchets II,0BF08D84-36D8-4100-8281-FEE058221745,0000000D,13,00000A28,"2,600z",0000000F,4,00A0,160,0000,0,0000,0%,00000000,-,00000000,0,00000000,00000000,00000001,00000000,00000000,"1, 0, 0",000A,003C,005A,005A,0000,0000,0000,0000,10,60,90,90,0,0,0,0032,4,0000,5,0000,6,0000,7,10,60,90,90,0,0,0,,,2932DD00,00000000,00000000,00000000,0002,0000,0000,0000,Power Prolonger,2,,
0000000D,13,0000000C,00002711,10001,00000000,0000000D,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,13,547210C1-5FC0-4833-B915-1E59599E019A,Dual Hatchets III,01DDA20C-D868-4FDA-9301-BDF867C87F7F,0000000E,14,00002710,"10,000z",0000000D,6,00BE,190,0000,0,0000,0%,00000000,-,00000000,0,00000000,00000000,00000002,00000001,00000000,"2, 1, 0",000A,0046,005A,003C,0046,0000,0000,0000,10,70,90,60,70,0,0,0032,5,0000,6,0000,7,0000,8,10,70,90,60,70,0,0,,,2932DD00,00000000,00000000,00000000,0003,0000,0000,0000,Power Prolonger,3,,
0000000E,14,0000000C,00002711,10001,00000000,0000000E,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,14,B466F112-609D-4160-B07F-CEAE3D8E8A19,Dual Cleavers,99CDEF63-351E-46C7-933C-E2CAA2E70515,0000000F,15,00004E20,"20,000z",0000000B,8,00DC,220,0000,0,0000,0%,00000000,-,00000000,0,00000000,00000000,00000003,00000002,00000001,"3, 2, 1",000A,003C,005A,0046,0032,0046,0000,0000,10,60,90,70,50,70,0,0032,6,0000,7,0000,8,0000,9,10,60,90,70,50,70,0,,,2932DD00,00000000,00000000,00000000,0003,0000,0000,0000,Power Prolonger,3,,
0000000F,15,0000000C,00000003,3,00000000,0000000F,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,15,128BD6CD-E491-46BF-99AB-6E7F3770612E,Quematrice Silexes I,DBA79C20-4E5B-4627-97DA-E665F0818C87,00000015,21,000001F4,500z,00000012,1,0064,100,0000,0,0005,5%,00000001,FIRE,00000007,7,00000000,00000000,00000000,00000000,00000000,"0, 0, 0",0032,0046,001E,0032,0000,0000,0000,0000,50,70,30,50,0,0,0,0032,4,0000,5,0000,6,0000,7,50,70,30,50,0,0,0,,,EF1CAA60,00000000,00000000,00000000,0001,0000,0000,0000,Focus,1,,
00000010,16,0000000C,00000003,3,00000000,00000010,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,16,1BE3200A-E92D-477E-ADA9-5CF848729763,Quematrice Silexes II,B7A6DF6D-3BF2-4BBF-8695-2DBAAAC0BE2C,00000016,22,000005DC,"1,500z",00000010,3,008C,140,0000,0,0005,5%,00000001,FIRE,00000009,9,00000000,00000000,00000000,00000000,00000000,"0, 0, 0",0032,0050,0028,0050,0000,0000,0000,0000,50,80,40,80,0,0,0,0032,4,0000,5,0000,6,0000,7,50,80,40,80,0,0,0,,,EF1CAA60,00000000,00000000,00000000,0002,0000,0000,0000,Focus,2,,
00000011,17,0000000C,00000003,3,00000000,00000011,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,17,0539FDC6-2FD4-48AB-B4AC-FD8FDE9D5B6C,Quematrice Silexes III,7D5B5535-CDD3-44C5-8568-3A171B3A2FFA,00000017,23,00000FA0,"4,000z",0000000E,5,00AA,170,0000,0,0005,5%,00000001,FIRE,0000000B,11,00000000,00000000,00000002,00000001,00000000,"2, 1, 0",0046,0050,003C,0032,0028,0000,0000,0000,70,80,60,50,40,0,0,0032,5,0000,6,0000,7,0000,8,70,80,60,50,40,0,0,,,EF1CAA60,00000000,00000000,00000000,0002,0000,0000,0000,Focus,2,,
00000012,18,0000000C,00000003,3,00000000,00000012,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,18,354423D5-B29E-438A-B767-0CAC16F328A9,Quematrice Silexes IV,91615F32-654A-4068-9779-0273F8B3CAA1,00000018,24,000036B0,"14,000z",0000000C,7,00D2,210,0000,0,0005,5%,00000001,FIRE,0000000D,13,00000000,00000000,00000003,00000002,00000000,"3, 2, 0",0046,0050,003C,0050,003C,0000,0000,0000,70,80,60,80,60,0,0,0032,5,0000,6,0000,7,0000,8,70,80,60,80,60,0,0,,,EF1CAA60,00000000,00000000,00000000,0003,0000,0000,0000,Focus,3,,
00000013,19,0000000C,00000004,4,00000000,00000013,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,19,5D05F4C7-E475-4126-9D3F-30F45288161C,Firetrail Magnesiae,63482FCC-1A70-455C-85A1-A7153721C1D3,00000019,25,00004E20,"20,000z",0000000B,8,00F0,240,0000,0,0005,5%,00000001,FIRE,0000000F,15,00000000,00000000,00000003,00000002,00000001,"3, 2, 1",003C,0046,003C,0050,0050,0000,0000,0000,60,70,60,80,80,0,0,0032,5,0000,6,0000,7,0000,8,60,70,60,80,80,0,0,,,EF1CAA60,00000000,00000000,00000000,0003,0000,0000,0000,Focus,3,,
00000014,20,0000000C,00000005,5,00000000,00000014,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,20,5F05539F-2E66-4147-ABED-E2C8AA1AC1D3,Barina Faucilles I,1CA6A1E1-FF6E-42BE-A41B-C0BE585EC6D0,00000035,53,000001F4,500z,00000012,1,0064,100,0000,0,000A,10%,00000007,PARALYSIS,00000006,6,00000000,00000000,00000000,00000000,00000000,"0, 0, 0",0032,001E,0028,0050,0000,0000,0000,0000,50,30,40,80,0,0,0,0032,4,0000,5,0000,6,0000,7,50,30,40,80,0,0,0,,,28EBAB40,00000000,00000000,00000000,0001,0000,0000,0000,Critical Draw,1,,
00000015,21,0000000C,00000005,5,00000000,00000015,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,21,90FEE291-E8CC-488B-B24B-38D465E7460E,Barina Faucilles II,475BEC76-345A-413E-B56C-B0BB0881E0FB,00000036,54,000005DC,"1,500z",00000010,3,0078,120,0000,0,000A,10%,00000007,PARALYSIS,00000008,8,00000000,00000000,00000000,00000000,00000000,"0, 0, 0",0046,001E,001E,0078,0000,0000,0000,0000,70,30,30,120,0,0,0,0032,4,0000,5,0000,6,0000,7,70,30,30,120,0,0,0,,,28EBAB40,F5EE7100,00000000,00000000,0001,0001,0000,0000,Critical Draw,1,Critical Status,1
00000016,22,0000000C,00000005,5,00000000,00000016,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,22,0DC87322-B8E3-40A4-AC93-9CED4A11DE23,Barina Faucilles III,EA988669-20B8-4A84-A30D-DB13A2B51A3A,00000037,55,00000FA0,"4,000z",0000000E,5,0096,150,0000,0,000F,15%,00000007,PARALYSIS,0000000B,11,00000000,00000000,00000002,00000001,00000000,"2, 1, 0",0046,001E,001E,0064,0046,0000,0000,0000,70,30,30,100,70,0,0,0032,5,0000,6,0000,7,0000,8,70,30,30,100,70,0,0,,,28EBAB40,F5EE7100,00000000,00000000,0001,0001,0000,0000,Critical Draw,1,Critical Status,1
00000017,23,0000000C,00000005,5,00000000,00000017,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,23,5F746AC6-13B0-4048-B96E-8E283FC77E76,Barina Faucilles IV,738C58E5-D1F4-48C0-B89A-0AD7C06ECD13,00000038,56,000036B0,"14,000z",0000000C,7,00B4,180,0000,0,000F,15%,00000007,PARALYSIS,0000000D,13,00000000,00000000,00000003,00000002,00000000,"3, 2, 0",0046,001E,001E,005A,003C,0046,0000,0000,70,30,30,90,60,70,0,0032,6,0000,7,0000,8,0000,9,70,30,30,90,60,70,0,,,28EBAB40,F5EE7100,00000000,00000000,0002,0001,0000,0000,Critical Draw,2,Critical Status,1
00000018,24,0000000C,00000006,6,00000000,00000018,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,24,74D03EB0-462D-467C-83B0-F7C2E8D46188,Lala Harpactirs,3ED04331-3827-4032-A12C-45FE116CD9E9,00000039,57,00004E20,"20,000z",0000000B,8,00C8,200,0000,0,000F,15%,00000007,PARALYSIS,0000000F,15,00000000,00000000,00000003,00000002,00000001,"3, 2, 1",0046,001E,001E,003C,0028,0078,0000,0000,70,30,30,60,40,120,0,0032,6,0000,7,0000,8,0000,9,70,30,30,60,40,120,0,,,28EBAB40,F5EE7100,00000000,00000000,0002,0001,0000,0000,Critical Draw,2,Critical Status,1
00000019,25,0000000C,00000007,7,00000000,00000019,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,25,6824B079-15C2-46CF-8457-40D0421C6BDC,Pink Maracas I,5A103734-668A-42AC-A052-E489E09360C2,00000023,35,00000320,800z,00000011,2,0078,120,0000,0,0005,5%,00000000,-,00000000,0,00000000,00000000,00000000,00000000,00000000,"0, 0, 0",0032,0032,0032,0032,0000,0000,0000,0000,50,50,50,50,0,0,0,0032,4,0000,5,0000,6,0000,7,50,50,50,50,0,0,0,,,8BFD1E80,28EBAB40,00000000,00000000,0001,0001,0000,0000,Punishing Draw,1,Critical Draw,1
0000001A,26,0000000C,00000007,7,00000000,0000001A,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,26,9E5D5B54-755A-448C-AC6C-607BD687C38D,Pink Maracas II,FAC28B0E-AB45-4272-8117-8DBEEA536040,00000024,36,00000FA0,"4,000z",0000000E,5,00AA,170,0000,0,0005,5%,00000000,-,00000000,0,00000000,00000000,00000002,00000001,00000000,"2, 1, 0",0046,0046,003C,003C,0028,0000,0000,0000,70,70,60,60,40,0,0,0032,5,0000,6,0000,7,0000,8,70,70,60,60,40,0,0,,,8BFD1E80,28EBAB40,00000000,00000000,0002,0001,0000,0000,Punishing Draw,2,Critical Draw,1
0000001B,27,0000000C,00000007,7,00000000,0000001B,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,27,94E78AFA-E01C-4E43-B882-E0D7FEBF6720,Funky Maracas,EE1A911C-51D1-420D-B665-4D65C347AB45,00000025,37,00004E20,"20,000z",0000000B,8,00DC,220,0000,0,0005,5%,00000000,-,00000000,0,00000000,00000000,00000003,00000003,00000001,"3, 3, 1",003C,003C,003C,003C,0032,003C,0000,0000,60,60,60,60,50,60,0,0032,6,0000,7,0000,8,0000,9,60,60,60,60,50,60,0,,,8BFD1E80,28EBAB40,00000000,00000000,0003,0002,0000,0000,Punishing Draw,3,Critical Draw,2
0000001C,28,0000000C,00000008,8,00000000,0000001C,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,28,32A6E637-1B8F-4183-A379-8A51F0766E42,Dosha Fastflayers I,6C5B3288-3D3B-47CD-8F13-A10862DAB389,00000029,41,00000320,800z,00000011,2,008C,140,0014,20,FFFB,-5%,00000000,-,00000000,0,00000000,00000000,00000000,00000000,00000000,"0, 0, 0",000A,005A,0064,0000,0000,0000,0000,0000,10,90,100,0,0,0,0,0014,3,001E,4,0000,5,0000,6,10,90,100,0,0,0,0,,,2932DD00,00000000,00000000,00000000,0001,0000,0000,0000,Power Prolonger,1,,
0000001D,29,0000000C,00000008,8,00000000,0000001D,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,29,A7C5285F-ED8C-4F28-802F-D68123E31322,Dosha Fastflayers II,22635F14-A24A-4C7E-B3A2-F778FE90E1A8,0000002A,42,00000A28,"2,600z",0000000F,4,00B4,180,0014,20,FFFB,-5%,00000000,-,00000000,0,00000000,00000000,00000001,00000000,00000000,"1, 0, 0",001E,005A,0050,0032,0000,0000,0000,0000,30,90,80,50,0,0,0,0032,4,0000,5,0000,6,0000,7,30,90,80,50,0,0,0,,,2932DD00,00000000,00000000,00000000,0002,0000,0000,0000,Power Prolonger,2,,
0000001E,30,0000000C,00000008,8,00000000,0000001E,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,30,21B617EB-0190-4841-8EF7-E75CF68EEF9E,Dosha Fastflayers III,4239A198-9E21-4D47-8143-AF59C449D8B4,0000002B,43,00002710,"10,000z",0000000D,6,00D2,210,0014,20,FFFB,-5%,00000000,-,00000000,0,00000000,00000000,00000002,00000002,00000000,"2, 2, 0",0032,0046,0050,003C,0028,0000,0000,0000,50,70,80,60,40,0,0,0032,5,0000,6,0000,7,0000,8,50,70,80,60,40,0,0,,,2932DD00,00000000,00000000,00000000,0002,0000,0000,0000,Power Prolonger,2,,
00000020,32,0000000C,0000000A,10,00000000,0000001F,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,31,81ADDB9F-4EFB-48AA-9ADE-3463EA83F31F,Uth Ngarpatu I,AF59CE1D-41E3-41D9-9E0D-F0BE0B3696BE,0000001F,31,000007D0,"2,000z",00000010,3,00A0,160,0000,0,FFF1,-15%,00000002,WATER,0000000A,10,00000000,00000000,00000000,00000000,00000000,"0, 0, 0",0032,0046,0050,0032,0000,0000,0000,0000,50,70,80,50,0,0,0,0032,4,0000,5,0000,6,0000,7,50,70,80,50,0,0,0,,,2932DD00,00000000,00000000,00000000,0002,0000,0000,0000,Power Prolonger,2,,
00000021,33,0000000C,0000000A,10,00000000,00000020,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,32,4FFA1AF9-7052-4019-9BAE-18A7E7DFF872,Uth Ngarpatu II,70B25B2D-079B-4CDD-8A53-29019C3E6726,00000020,32,00000FA0,"4,000z",0000000E,5,00BE,190,0000,0,FFF1,-15%,00000002,WATER,0000000E,14,00000000,00000000,00000002,00000001,00000000,"2, 1, 0",003C,0046,0064,0046,0000,0000,0000,0000,60,70,100,70,0,0,0,0032,4,0000,5,0000,6,0000,7,60,70,100,70,0,0,0,,,2932DD00,00000000,00000000,00000000,0002,0000,0000,0000,Power Prolonger,2,,
00000022,34,0000000C,0000000A,10,00000000,00000021,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,33,9F2DC614-3F17-488A-841A-40915D182F9E,Uth Ngarpatu III,0D227D48-35A9-41EC-83D3-0AE6A8B092F7,00000021,33,000036B0,"14,000z",0000000C,7,00DC,220,0000,0,FFF1,-15%,00000002,WATER,00000011,17,00000000,00000000,00000003,00000002,00000000,"3, 2, 0",003C,0046,0078,003C,0028,0000,0000,0000,60,70,120,60,40,0,0,0032,5,0000,6,0000,7,0000,8,60,70,120,60,40,0,0,,,2932DD00,00000000,00000000,00000000,0003,0000,0000,0000,Power Prolonger,3,,
00000023,35,0000000C,0000000A,10,00000000,00000022,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,34,A2391EDF-6D68-4C8B-9988-50A92925B3AA,Ngarpatu-of-the-Waves,CC1C53A9-7820-443C-8453-1B49F4C51DEF,00000022,34,00004E20,"20,000z",0000000B,8,00F0,240,0000,0,FFF1,-15%,00000002,WATER,00000014,20,00000000,00000000,00000003,00000002,00000001,"3, 2, 1",003C,003C,0064,003C,0046,0000,0000,0000,60,60,100,60,70,0,0,000A,5,0028,6,0000,7,0000,8,60,60,100,60,70,0,0,,,2932DD00,00000000,00000000,00000000,0003,0000,0000,0000,Power Prolonger,3,,
00000024,36,0000000C,0000000D,13,00000000,00000023,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,35,44ECEF60-70EC-4593-9B7B-9BE45D0541B8,Ajara Twin Edges I,AB5AB803-F3D6-411E-882F-464DF34EEA37,00000026,38,000005DC,"1,500z",00000010,3,0082,130,0000,0,000A,10%,00000009,BLAST,00000009,9,00000000,00000000,00000000,00000000,00000000,"0, 0, 0",0032,0032,0046,0050,0000,0000,0000,0000,50,50,70,80,0,0,0,0032,4,0000,5,0000,6,0000,7,50,50,70,80,0,0,0,,,2932DD00,00000000,00000000,00000000,0002,0000,0000,0000,Power Prolonger,2,,
00000025,37,0000000C,0000000D,13,00000000,00000024,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,36,7C775BC8-66C0-4A94-86F2-E82242B30532,Ajara Twin Edges II,255D9184-AFE4-49EB-9B5E-3196887443A2,00000027,39,00002710,"10,000z",0000000D,6,00B4,180,0000,0,000A,10%,00000009,BLAST,0000000C,12,00000000,00000000,00000002,00000001,00000000,"2, 1, 0",0032,0032,005A,0028,0046,0000,0000,0000,50,50,90,40,70,0,0,0032,5,0000,6,0000,7,0000,8,50,50,90,40,70,0,0,,,2932DD00,00000000,00000000,00000000,0003,0000,0000,0000,Power Prolonger,3,,
