Index Raw,Index,Recipe Number Raw,Recipe Number,ID Raw,ID,Name,Uprades From,Key Item Raw,Key Item,Key Monster Raw,Key Monster,Key Story,Item 1 Raw,Item 1,Number 1 Raw,Number 1,Item 2 Raw,Item 2,Number 2 Raw,Number 2,Item 3 Raw,Item 3,Number 3 Raw,Number 3,Item 4 Raw,Item 4,Number 4 Raw,Number 4,Can Shortcut Raw,Can Shortcut
00000020,32,00000020,32,00000020,32,Solid Gunberd,Shell Gunberd III,00000000,,2C864480,Arkveld,00000000,00000293,Hunter Symbol I,00000005,5,00000206,Nerscylla Carapace,00000006,6,00000216,Bird Wyvern Gem,00000001,1,00000000,,00000000,,00000000,FALSE
00000021,33,00000021,33,00000021,33,Ajara Gunpike I,,00000000,,2E571C80,Ajarakan,00000000,0000016B,Ajarakan Scale,00000003,3,0000016D,Ajarakan Ridge,00000002,2,0000016F,Ajarakan Jewel,00000001,1,00000000,,00000000,,00000000,FALSE
00000022,34,00000022,34,00000022,34,Ajara Gunpike II,Ajara Gunpike I,00000177,Ajarakan Certificate S,00000000,-,00000000,00000177,Ajarakan Certificate S,00000002,2,00000174,Ajarakan Ridge+,00000003,3,00000175,Ajarakan Jewel+,00000002,2,00000170,Ajarakan Marrow,00000001,1,00000000,FALSE
00000023,35,00000023,35,00000023,35,Ajara-Kalika,Ajara Gunpike II,00000000,,2C864480,Arkveld,00000000,00000294,Hunter Symbol II,00000005,5,00000173,Ajarakan Carapace,00000006,6,00000176,Ajarakan Medulla,00000001,1,00000000,,00000000,,00000000,FALSE
00000024,36,00000024,36,00000024,36,Albirath Rook I,,00000000,,00000000,-,D9C1E4C0,00000190,Guardian Rathalos Scale,00000003,3,00000192,Guardian Rathalos Webbing,00000002,2,00000251,Flame Sac,00000001,1,00000000,,00000000,,00000000,FALSE
00000025,37,00000025,37,00000025,37,Albirath Rook II,Albirath Rook I,0000019A,G. Rathalos Certificate S,00000000,-,00000000,0000019A,G. Rathalos Certificate S,00000002,2,00000198,Guardian Rathalos Wing,00000005,5,000002C2,Guardian Rathalos Plate,00000001,1,00000260,Guardian Blood+,00000001,1,00000000,FALSE
00000026,38,00000026,38,00000026,38,Shining Rook,Albirath Rook II,00000000,,2C864480,Arkveld,00000000,00000294,Hunter Symbol II,00000005,5,00000197,Guardian Rathalos Carapace,00000006,6,000002C1,Guardian Rathalos Ruby,00000001,1,000001C7,Guardian Scale+,00000006,6,00000000,FALSE
00000027,39,00000027,39,00000027,39,Jin Dhatop I,,00000000,,00000000,-,0D846690,000001A9,Jin Dahaad Certificate S,00000001,1,000001A6,Jin Dahaad Claw+,00000005,5,000001A5,Jin Dahaad Iceplate,00000004,4,000002C3,Jin Dahaad Tail,00000001,1,00000000,FALSE
00000028,40,00000028,40,00000028,40,Precipice Lohamata,Jin Dhatop I,00000000,,2C864480,Arkveld,00000000,00000295,Hunter Symbol III,00000005,5,000001A7,Jin Dahaad Horn,00000004,4,000001A4,Jin Dahaad Carapace,00000004,4,000001A8,Jin Dahaad Icegem,00000001,1,00000000,FALSE
00000029,41,00000029,41,00000029,41,G. Veldian Hasta I,,00000000,,EF17C700,Guardian Arkveld,00000000,000001C6,Guardian Scale,00000003,3,00000298,Guardian Pelt,00000003,3,0000025F,Guardian Blood,00000001,1,0000024C,Tough Guardian Bone,00000002,2,00000000,FALSE
0000002A,42,0000002A,42,0000002A,42,G. Veldian Hasta II,G. Veldian Hasta I,00000000,,00000000,-,85F88180,000001C7,Guardian Scale+,00000006,6,00000299,Guardian Pelt+,00000006,6,00000260,Guardian Blood+,00000003,3,0000003E,Dragonbone Relic,00000001,1,00000000,FALSE
0000002B,43,0000002B,43,0000002B,43,G. Lawful Bors,G. Veldian Hasta II,00000000,,2C864480,Arkveld,00000000,00000295,Hunter Symbol III,00000005,5,000001CF,Arkveld Calloushell,00000004,4,000001C8,Arkveld Tail,00000002,2,000001D1,Arkveld Gem,00000001,1,00000000,FALSE
0000002C,44,0000002C,44,0000002C,44,Hard Hitter I,,00000000,,3E913CC0,Gypceros,00000000,00000215,Gypceros Certificate S,00000001,1,00000212,Gypceros Wing,00000003,3,00000213,Gypceros Head,00000002,2,00000211,Rubbery Hide+,00000005,5,00000000,FALSE
0000002D,45,0000002D,45,0000002D,45,Hard Hitter II,Hard Hitter I,00000000,,E01B5A00,Gravios,00000000,00000223,Gravios Certificate S,00000002,2,00000214,Gypceros Tail,00000004,4,0000025A,Toxin Sac,00000004,4,00000000,,00000000,,00000000,FALSE
0000002E,46,0000002E,46,0000002E,46,Big Slugger,Hard Hitter II,00000000,,2C864480,Arkveld,00000000,00000293,Hunter Symbol I,00000005,5,00000211,Rubbery Hide+,00000006,6,00000216,Bird Wyvern Gem,00000001,1,00000243,Novacrystal,00000001,1,00000000,FALSE
0000002F,47,0000002F,47,0000002F,47,Princess Panoply I,,00000000,,0000001A,Rathian,00000000,00000218,Rathian Certificate S,00000001,1,00000068,Rathian Webbing,00000003,3,00000069,Rathian Spike+,00000002,2,00000066,Rathian Scale+,00000005,5,00000000,FALSE
00000030,48,00000030,48,00000030,48,Princess Panoply II,Princess Panoply I,00000160,Rey Dau Certificate S,00000000,-,00000000,00000160,Rey Dau Certificate S,00000002,2,00000067,Rathian Carapace,00000006,6,0000019B,Rath Medulla,00000001,1,0000005C,Wyvern Gem,00000001,1,00000000,FALSE
00000031,49,00000031,49,00000031,49,Ortlinde,Princess Panoply II,00000000,,2C864480,Arkveld,00000000,00000293,Hunter Symbol I,00000005,5,00000066,Rathian Scale+,00000005,5,0000006A,Rathian Ruby,00000001,1,00000000,,00000000,,00000000,FALSE
00000032,50,00000032,50,00000032,50,Warring Fulgur I,,00000000,,0663AA30,Guardian Fulgur Anjanath,00000000,00000248,Guardian Fulgur Certificate S,00000002,2,000001E3,Guardian Fulgur Fang+,00000005,5,000001E5,Guardian Fulgur Tail,00000001,1,00000256,Thunder Sac,00000004,4,00000000,FALSE
00000033,51,00000033,51,00000033,51,Fulgurcannon Guardiana,Warring Fulgur I,00000000,,2C864480,Arkveld,00000000,00000294,Hunter Symbol II,00000005,5,000001E4,Guardian Fulgur Nosebone+,00000004,4,000001E2,Guardian Fulgur Pelt+,00000006,6,000001E6,Guardian Fulgur Gem,00000001,1,00000000,FALSE
00000034,52,00000034,52,00000034,52,White Gunlance I,,00000000,,E01B5A00,Gravios,00000000,00000223,Gravios Certificate S,00000002,2,00000222,Gravios Wing,00000005,5,0000021F,Gravios Skull,00000003,3,00000220,Gravios Pleura+,00000004,4,00000000,FALSE
00000035,53,00000035,53,00000035,53,White Cannon,White Gunlance I,00000000,,2C864480,Arkveld,00000000,00000294,Hunter Symbol II,00000005,5,0000021E,Gravios Carapace,00000006,6,00000221,Gravios Medulla,00000001,1,0000005C,Wyvern Gem,00000001,1,00000000,FALSE
00000036,54,00000036,54,00000038,56,Red Rook I,,00000000,,75231300,Rathalos,00000000,00000231,Rathalos Certificate S,00000002,2,0000022D,Rathalos Carapace,00000005,5,0000022E,Rathalos Wing,00000004,4,0000019B,Rath Medulla,00000001,1,00000000,FALSE
00000037,55,00000037,55,00000039,57,Crimson Rook,Red Rook I,00000000,,2C864480,Arkveld,00000000,00000294,Hunter Symbol II,00000005,5,0000022C,Rathalos Scale+,00000006,6,0000022F,Rathalos Tail,00000001,1,00000230,Rathalos Ruby,00000001,1,00000000,FALSE
00000038,56,00000038,56,0000003A,58,Tyrannenarm I,,00000000,,D2CE02C0,Gore Magala,00000000,00000239,Gore Magala Certificate S,00000003,3,00000235,Gore Magala Ripclaw+,00000004,4,00000236,Gore Magala Tail,00000001,1,000001A2,Frenzy Shard,00000005,5,00000000,FALSE
00000039,57,00000039,57,0000003B,59,Verräterarm,Tyrannenarm I,00000000,,2C864480,Arkveld,00000000,00000295,Hunter Symbol III,00000005,5,00000237,Gore Magala Feeler+,00000002,2,00000238,Gore Magala Nyctgem,00000001,1,0000023A,Frenzy Crystal,00000005,5,00000000,FALSE
0000003A,58,0000003A,58,0000003C,60,Veldian Hasta I,,00000000,,2C864480,Arkveld,00000000,000001D2,Arkveld Certificate S,00000003,3,000001CB,Arkveld Scale+,00000004,4,000001CE,White Arkveld Pelt,00000002,2,0000005C,Wyvern Gem,00000001,1,00000000,FALSE
0000003B,59,0000003B,59,00000046,70,Lawful Bors,Veldian Hasta I,00000000,,2C864480,Arkveld,00000000,00000295,Hunter Symbol III,00000005,5,000001CC,Arkveld Armorplate,00000005,5,000001D0,Arkveld Horn+,00000003,3,000001D1,Arkveld Gem,00000001,1,00000000,FALSE
0000003C,60,0000003C,60,0000003D,61,Paretic Gunlance I,,00000000,,A4DDE380,Lala Barina,00000000,00000111,Lala Barina Shell,00000003,3,0000025B,Lala Barina Mucus,00000002,2,00000112,Lala Barina Claw,00000001,1,00000000,,00000000,,00000000,FALSE
0000003D,61,0000003D,61,0000003E,62,Paretic Gunlance II,Paretic Gunlance I,00000000,,AEBC9E00,Nerscylla,00000000,00000203,Nerscylla Claw,00000001,1,00000115,Lala Barina Floret,00000003,3,00000113,Lala Barina Stinger,00000001,1,00000000,,00000000,,00000000,FALSE
0000003E,62,0000003E,62,0000003F,63,Paretic Gunlance III,Paretic Gunlance II,00000000,,00000000,-,65760700,00000136,Lala Barina Certificate S,00000002,2,0000025C,Lala Barina Mucus+,00000005,5,00000134,Lala Barina Claw+,00000003,3,00000000,,00000000,,00000000,FALSE
0000003F,63,0000003F,63,00000040,64,Paretic Gunlance IV,Paretic Gunlance III,00000290,Monster Hardbone,00000000,-,00000000,00000290,Monster Hardbone,00000003,3,00000132,Lala Barina Floret+,00000006,6,00000135,Lala Barina Stinger+,00000004,4,00000000,,00000000,,00000000,FALSE
00000040,64,00000040,64,00000041,65,Debilitating Torpor,Paretic Gunlance IV,00000000,,2C864480,Arkveld,00000000,00000293,Hunter Symbol I,00000005,5,00000133,Lala Barina Carapace,00000006,6,000001EA,Monster Broth,00000004,4,00000216,Bird Wyvern Gem,00000001,1,00000000,FALSE
