Index Raw,Recipe Number Raw,ID Raw,Key Item Raw,Key Monster Raw,Key Story Raw,Item 1 Raw,Item 2 Raw,Item 3 Raw,Item 4 Raw,Number 1 Raw,Number 2 Raw,Number 3 Raw,Number 4 Raw,Can Shortcut Raw,Index,Recipe Number,ID,Name,Uprades From,Key Item,Key Monster,Key Story,Item 1,Number 1,Item 2,Number 2,Item 3,Number 3,Item 4,Number 4,Can Shortcut
00000015,00000015,00000015,00000000,AEBC9E00,00000000,00000203,00000115,00000113,00000000,00000001,00000002,00000001,00000000,00000000,21,21,21,Barina Faucilles II,Barina Faucilles I,,Nerscylla,00000000,Nerscylla Claw,1,Lala Barina Floret,2,Lala Barina Stinger,1,,,FALSE
00000016,00000016,00000016,00000000,00000000,65760700,00000136,0000025C,00000134,00000000,00000002,00000005,00000003,00000000,00000001,22,22,22,Barina Faucilles III,Barina Faucilles II,,-,65760700,Lala Barina Certificate S,2,Lala Barina Mucus+,5,Lala Barina Claw+,3,,,TRUE
00000017,00000017,00000017,00000290,00000000,00000000,00000290,00000132,00000135,00000000,00000003,00000006,00000004,00000000,00000000,23,23,23,Barina Faucilles IV,Barina Faucilles III,Monster Hardbone,-,00000000,Monster Hardbone,3,Lala Barina Floret+,6,Lala Barina Stinger+,4,,,FALSE
00000018,00000018,00000018,00000000,2C864480,00000000,00000293,00000133,000001EA,00000216,00000005,00000006,00000004,00000001,00000000,24,24,24,Lala Harpactirs,Barina Faucilles IV,,Arkveld,00000000,Hunter Symbol I,5,Lala Barina Carapace,6,Monster Broth,4,Bird Wyvern Gem,1,FALSE
00000019,00000019,00000019,00000000,AA284680,00000000,000001F8,000001F9,000001FA,00000000,00000003,00000002,00000001,00000000,00000000,25,25,25,Pink Maracas I,Bone Hatchets I,,Congalala,00000000,Congalala Pelt,3,Congalala Claw,2,Congalala Fang,1,,,FALSE
0000001A,0000001A,0000001A,00000000,00000000,65760700,00000249,000001FE,000001FF,0000023C,00000001,00000005,00000004,00000002,00000001,26,26,26,Pink Maracas II,Pink Maracas I,,-,65760700,Congalala Certificate S,1,Congalala Claw+,5,Congalala Fang+,4,Conga Pelt+,2,TRUE
0000001B,0000001B,0000001B,00000000,2C864480,00000000,00000293,00000200,00000025,00000000,00000005,00000002,00000001,00000000,00000000,27,27,27,Funky Maracas,Pink Maracas II,,Arkveld,00000000,Hunter Symbol I,5,Vibrant Pelt+,2,Beast Gem,1,,,FALSE
0000001C,0000001C,0000001C,00000000,0000000F,00000000,00000022,00000023,00000024,00000000,00000003,00000002,00000001,00000000,00000000,28,28,28,Dosha Fastflayers I,Bone Hatchets I,,Doshaguma,00000000,Doshaguma Fur,3,Doshaguma Claw,2,Doshaguma Fang,1,,,FALSE
0000001D,0000001D,0000001D,00000000,00000000,D9C1E4C0,00000188,00000021,0000024C,00000000,00000001,00000003,00000001,00000000,00000000,29,29,29,Dosha Fastflayers II,Dosha Fastflayers I,,-,D9C1E4C0,Guardian Doshaguma Claw,1,Doshaguma Hide,3,Tough Guardian Bone,1,,,FALSE
0000001E,0000001E,0000001E,00000141,00000000,00000000,00000141,0000013F,00000140,00000000,00000002,00000006,00000004,00000000,00000000,30,30,30,Dosha Fastflayers III,Dosha Fastflayers II,Doshaguma Certificate S,-,00000000,Doshaguma Certificate S,2,Doshaguma Claw+,6,Doshaguma Fang+,4,,,FALSE
0000001F,0000001F,0000004E,00000000,2C864480,00000000,00000294,0000013E,00000025,00000000,00000005,00000006,00000001,00000000,00000000,31,31,78,Fastflayers Jambastra,Dosha Fastflayers III,,Arkveld,00000000,Hunter Symbol II,5,Doshaguma Hide+,6,Beast Gem,1,,,FALSE
00000020,00000020,0000001F,00000000,00000000,97DC3400,00000148,00000146,00000144,00000000,00000001,00000002,00000001,00000000,00000000,32,32,31,Uth Ngarpatu I,Bone Hatchets II,,-,97DC3400,Uth Duna Certificate,1,Uth Duna Claw,2,Uth Duna Cilia,1,,,FALSE
00000021,00000021,00000020,0000013B,00000000,00000000,0000013B,00000254,0000003E,00000000,00000001,00000003,00000001,00000000,00000000,33,33,32,Uth Ngarpatu II,Uth Ngarpatu I,Balahara Certificate S,-,00000000,Balahara Certificate S,1,Torrent Sac,3,Dragonbone Relic,1,,,FALSE
00000022,00000022,00000021,0000014F,00000000,00000000,0000014F,0000014D,0000014B,00000147,00000003,00000005,00000003,00000001,00000000,34,34,33,Uth Ngarpatu III,Uth Ngarpatu II,Uth Duna Certificate S,-,00000000,Uth Duna Certificate S,3,Uth Duna Claw+,5,Uth Duna Cilia+,3,Uth Duna Plate,1,FALSE
00000023,00000023,00000022,00000000,2C864480,00000000,00000295,0000014C,0000014A,0000014E,00000005,00000006,00000006,00000001,00000000,35,35,34,Ngarpatu-of-the-Waves,Uth Ngarpatu III,,Arkveld,00000000,Hunter Symbol III,5,Uth Duna Tentacle+,6,Uth Duna Hide+,6,Uth Duna Watergem,1,FALSE
00000024,00000024,00000023,00000000,2E571C80,00000000,0000016B,0000016D,0000016F,00000000,00000003,00000002,00000001,00000000,00000000,36,36,35,Ajara Twin Edges I,Pink Maracas I,,Ajarakan,00000000,Ajarakan Scale,3,Ajarakan Ridge,2,Ajarakan Jewel,1,,,FALSE
00000025,00000025,00000024,00000177,00000000,00000000,00000177,00000174,00000175,00000170,00000002,00000003,00000002,00000001,00000000,37,37,36,Ajara Twin Edges II,Ajara Twin Edges I,Ajarakan Certificate S,-,00000000,Ajarakan Certificate S,2,Ajarakan Ridge+,3,Ajarakan Jewel+,2,Ajarakan Marrow,1,FALSE
00000026,00000026,00000025,00000000,2C864480,00000000,00000294,00000173,00000176,00000000,00000005,00000006,00000001,00000000,00000000,38,38,37,Ajara-Panthaka,Ajara Twin Edges II,,Arkveld,00000000,Hunter Symbol II,5,Ajarakan Carapace,6,Ajarakan Medulla,1,,,FALSE
00000027,00000027,00000026,00000000,00000000,D9C1E4C0,00000186,00000188,00000189,00000000,00000003,00000002,00000001,00000000,00000000,39,39,38,Dosha Guardflayers I,Dosha Fastflayers I,,-,D9C1E4C0,Guardian Doshaguma Fur,3,Guardian Doshaguma Claw,2,Guardian Doshaguma Fang,1,,,FALSE
00000028,00000028,00000027,0000018F,00000000,00000000,0000018F,0000018D,0000018E,00000260,00000002,00000006,00000004,00000001,00000001,40,40,39,Dosha Guardflayers II,Dosha Guardflayers I,G. Doshaguma Certificate S,-,00000000,G. Doshaguma Certificate S,2,Guardian Doshaguma Claw+,6,Guardian Doshaguma Fang+,4,Guardian Blood+,1,TRUE
00000029,00000029,00000028,00000000,2C864480,00000000,00000294,0000018B,00000299,00000025,00000005,00000006,00000006,00000001,00000000,41,41,40,Guardflayers Urbastra,Dosha Guardflayers II,,Arkveld,00000000,Hunter Symbol II,5,Guardian Doshaguma Fur+,6,Guardian Pelt+,6,Beast Gem,1,FALSE
0000002A,0000002A,00000029,00000000,00000000,D9C1E4C0,00000190,00000192,00000251,00000000,00000003,00000002,00000001,00000000,00000000,42,42,41,Twin Albiraths I,Hope Daggers III,,-,D9C1E4C0,Guardian Rathalos Scale,3,Guardian Rathalos Webbing,2,Flame Sac,1,,,FALSE
0000002B,0000002B,0000002A,0000019A,00000000,00000000,0000019A,00000198,000002C2,00000260,00000002,00000005,00000001,00000001,00000000,43,43,42,Twin Albiraths II,Twin Albiraths I,G. Rathalos Certificate S,-,00000000,G. Rathalos Certificate S,2,Guardian Rathalos Wing,5,Guardian Rathalos Plate,1,Guardian Blood+,1,FALSE
0000002C,0000002C,0000002B,00000000,2C864480,00000000,00000294,00000197,000002C1,000001C7,00000005,00000006,00000001,00000006,00000000,44,44,43,Wyvern Sentinels,Twin Albiraths II,,Arkveld,00000000,Hunter Symbol II,5,Guardian Rathalos Carapace,6,Guardian Rathalos Ruby,1,Guardian Scale+,6,FALSE
0000002D,0000002D,0000002C,00000000,00000000,0D846690,000001A9,000001A6,000001A5,000002C3,00000001,00000005,00000004,00000001,00000000,45,45,44,Jin Dhakoo I,Dual Hatchets III,,-,0D846690,Jin Dahaad Certificate S,1,Jin Dahaad Claw+,5,Jin Dahaad Iceplate,4,Jin Dahaad Tail,1,FALSE
0000002E,0000002E,0000002D,00000000,2C864480,00000000,00000295,000001A7,000001A4,000001A8,00000005,00000004,00000004,00000001,00000000,46,46,45,Precipice Ulokiem,Jin Dhakoo I,,Arkveld,00000000,Hunter Symbol III,5,Jin Dahaad Horn,4,Jin Dahaad Carapace,4,Jin Dahaad Icegem,1,FALSE
0000002F,0000002F,0000002E,00000000,632E9000,00000000,000001AA,000001AC,000001AD,00000000,00000003,00000002,00000001,00000000,00000000,47,47,46,Chthonian Kusarigamas I,Dual Hatchets I,,Guardian Ebony Odogaron,00000000,Guardian Ebony Scale,3,Guardian Ebony Claw,2,Guardian Ebony Fang,1,,,FALSE
00000030,00000030,0000002F,000001B6,00000000,00000000,000001B6,000001B3,000001AF,00000260,00000002,00000006,00000001,00000001,00000000,48,48,47,Chthonian Kusarigamas II,Chthonian Kusarigamas I,G. Ebony Odogaron Certificate S,-,00000000,G. Ebony Odogaron Certificate S,2,Guardian Ebony Claw+,6,Guardian Ebony Plate,1,Guardian Blood+,1,FALSE
00000031,00000031,00000030,00000000,2C864480,00000000,00000294,000001B4,000001B5,000001C7,00000005,00000006,00000001,00000006,00000000,49,49,48,Bequeathed Oblivion,Chthonian Kusarigamas II,,Arkveld,00000000,Hunter Symbol II,5,Guardian Ebony Fang+,6,Guardian Ebony Gem,1,Guardian Scale+,6,FALSE
00000032,00000032,00000031,00000000,EF17C700,00000000,000001C6,00000298,0000025F,0000024C,00000003,00000003,00000001,00000002,00000000,50,50,49,G. Veldian Harpes I,Dosha Fastflayers I,,Guardian Arkveld,00000000,Guardian Scale,3,Guardian Pelt,3,Guardian Blood,1,Tough Guardian Bone,2,FALSE
00000033,00000033,00000032,00000000,00000000,85F88180,000001C7,00000299,00000260,0000003E,00000006,00000006,00000003,00000001,00000000,51,51,50,G. Veldian Harpes II,G. Veldian Harpes I,,-,85F88180,Guardian Scale+,6,Guardian Pelt+,6,Guardian Blood+,3,Dragonbone Relic,1,FALSE
00000034,00000034,00000033,00000000,2C864480,00000000,00000295,000001CF,000001C8,000001D1,00000005,00000004,00000002,00000001,00000000,52,52,51,G. Inspired Ywain,G. Veldian Harpes II,,Arkveld,00000000,Hunter Symbol III,5,Arkveld Calloushell,4,Arkveld Tail,2,Arkveld Gem,1,FALSE
00000035,00000035,00000034,00000000,17F6E620,00000000,0000020F,0000020E,0000020C,0000020A,00000001,00000003,00000002,00000005,00000000,53,53,52,Kut-Ku Pair I,,,Yian Kut-Ku,00000000,Yian Kut-Ku Certificate S,1,Kut-Ku Wing,3,Kut-Ku Ear,2,Kut-Ku Scale+,5,FALSE
00000036,00000036,00000035,00000185,00000000,00000000,00000185,0000020D,00000252,00000216,00000002,00000004,00000004,00000001,00000000,54,54,53,Kut-Ku Pair II,Kut-Ku Pair I,Nu Udra Certificate S,-,00000000,Nu Udra Certificate S,2,Giant Beak,4,Inferno Sac,4,Bird Wyvern Gem,1,FALSE
00000037,00000037,00000036,00000000,2C864480,00000000,00000293,0000020B,00000184,00000000,00000005,00000006,00000001,00000000,00000000,55,55,54,Dual Kut-Ku,Kut-Ku Pair II,,Arkveld,00000000,Hunter Symbol I,5,Kut-Ku Carapace,6,Nu Udra Flamegem,1,,,FALSE
00000038,00000038,00000037,00000000,3E913CC0,00000000,00000215,00000212,00000213,00000211,00000001,00000003,00000002,00000005,00000000,56,56,55,Dual Battleaxes I,,,Gypceros,00000000,Gypceros Certificate S,1,Gypceros Wing,3,Gypceros Head,2,Rubbery Hide+,5,FALSE
00000039,00000039,00000038,00000000,E01B5A00,00000000,00000223,00000214,0000025A,00000000,00000002,00000004,00000004,00000000,00000000,57,57,56,Dual Battleaxes II,Dual Battleaxes I,,Gravios,00000000,Gravios Certificate S,2,Gypceros Tail,4,Toxin Sac,4,,,FALSE
0000003A,0000003A,00000039,00000000,2C864480,00000000,00000293,00000211,00000216,00000243,00000005,00000006,00000001,00000001,00000000,58,58,57,Final Battleaxes,Dual Battleaxes II,,Arkveld,00000000,Hunter Symbol I,5,Rubbery Hide+,6,Bird Wyvern Gem,1,Novacrystal,1,FALSE
0000003B,0000003B,0000003A,00000000,0663AA30,00000000,00000248,000001E3,000001E5,00000256,00000002,00000005,00000001,00000004,00000000,59,59,58,Whirling Fulgur I,Dual Battleaxes I,,Guardian Fulgur Anjanath,00000000,Guardian Fulgur Certificate S,2,Guardian Fulgur Fang+,5,Guardian Fulgur Tail,1,Thunder Sac,4,FALSE
0000003C,0000003C,0000003B,00000000,2C864480,00000000,00000294,000001E4,000001E2,000001E6,00000005,00000004,00000006,00000001,00000000,60,60,59,Fulgurtwins Guardiana,Whirling Fulgur I,,Arkveld,00000000,Hunter Symbol II,5,Guardian Fulgur Nosebone+,4,Guardian Fulgur Pelt+,6,Guardian Fulgur Gem,1,FALSE
0000003D,0000003D,0000003C,00000000,7EEF1180,00000000,0000021D,0000021A,0000021B,00000241,00000002,00000005,00000004,00000004,00000000,61,61,60,Blango Sai I,,,Blangonga,00000000,Blangonga Certificate S,2,Blangonga Fang+,5,Blangonga Whisker,4,Blango Pelt+,4,FALSE
0000003E,0000003E,0000003D,00000000,2C864480,00000000,00000294,00000219,0000021C,000001A8,00000005,00000006,00000004,00000001,00000000,62,62,61,Blango Trishula,Blango Sai I,,Arkveld,00000000,Hunter Symbol II,5,Blangonga Pelt+,6,Blangonga Tail,4,Jin Dahaad Icegem,1,FALSE
0000003F,0000003F,0000003E,00000000,E01B5A00,00000000,00000223,00000222,0000021F,00000220,00000002,00000005,00000003,00000004,00000000,63,63,62,Gravios Warmakers I,,,Gravios,00000000,Gravios Certificate S,2,Gravios Wing,5,Gravios Skull,3,Gravios Pleura+,4,FALSE
00000040,00000040,0000003F,00000000,2C864480,00000000,00000294,0000021E,00000221,0000005C,00000005,00000006,00000001,00000001,00000000,64,64,63,Gravios Conquerors,Gravios Warmakers I,,Arkveld,00000000,Hunter Symbol II,5,Gravios Carapace,6,Gravios Medulla,1,Wyvern Gem,1,FALSE
00000041,00000041,00000042,00000000,75231300,00000000,00000231,00000067,0000022E,0000019B,00000002,00000005,00000004,00000001,00000000,65,65,66,Twin Flames I,Kut-Ku Pair I,,Rathalos,00000000,Rathalos Certificate S,2,Rathian Carapace,5,Rathalos Wing,4,Rath Medulla,1,FALSE
00000042,00000042,00000043,00000000,2C864480,00000000,00000294,0000006A,00000230,00000000,00000005,00000001,00000001,00000000,00000000,66,66,67,Wyvern Lovers,Twin Flames I,,Arkveld,00000000,Hunter Symbol II,5,Rathian Ruby,1,Rathalos Ruby,1,,,FALSE
00000043,00000043,00000044,00000000,D2CE02C0,00000000,00000239,00000235,00000236,000001A2,00000003,00000004,00000001,00000005,00000000,67,67,68,Fledderklauen I,Twin Flames I,,Gore Magala,00000000,Gore Magala Certificate S,3,Gore Magala Ripclaw+,4,Gore Magala Tail,1,Frenzy Shard,5,FALSE
00000044,00000044,00000045,00000000,2C864480,00000000,00000295,00000237,00000238,0000023A,00000005,00000002,00000001,00000005,00000000,68,68,69,Hungerklauen,Fledderklauen I,,Arkveld,00000000,Hunter Symbol III,5,Gore Magala Feeler+,2,Gore Magala Nyctgem,1,Frenzy Crystal,5,FALSE
00000045,00000045,00000046,00000000,2C864480,00000000,000001D2,000001CB,000001CE,0000005C,00000003,00000004,00000002,00000001,00000000,69,69,70,Veldian Harpes I,G. Veldian Harpes II,,Arkveld,00000000,Arkveld Certificate S,3,Arkveld Scale+,4,White Arkveld Pelt,2,Wyvern Gem,1,FALSE
00000046,00000046,0000004F,00000000,2C864480,00000000,00000295,000001CC,000001D0,000001D1,00000005,00000005,00000003,00000001,00000000,70,70,79,Inspired Ywain,Veldian Harpes I,,Arkveld,00000000,Hunter Symbol III,5,Arkveld Armorplate,5,Arkveld Horn+,3,Arkveld Gem,1,FALSE
00000047,00000047,00000047,00000000,00000000,B89E2700,00000242,00000247,00000039,00000253,00000001,00000002,00000004,00000002,00000000,71,71,71,Guild Knight Sabers I,Hope Daggers III,,-,B89E2700,Lightcrystal,1,Icium,2,Earth Crystal,4,Aqua Sac,2,FALSE
00000048,00000048,00000048,00000000,00000000,85F88180,00000246,00000260,00000254,00000000,00000005,00000001,00000004,00000000,00000000,72,72,72,Guild Knight Sabers II,Guild Knight Sabers I,,-,85F88180,Fucium Ore,5,Guardian Blood+,1,Torrent Sac,4,,,FALSE
00000049,00000049,00000049,00000000,2C864480,00000000,00000293,00000243,0000014E,00000000,00000005,00000001,00000001,00000000,00000000,73,73,73,Master Sabers,Guild Knight Sabers II,,Arkveld,00000000,Hunter Symbol I,5,Novacrystal,1,Uth Duna Watergem,1,,,FALSE
0000004A,0000004D,00000050,000002C6,00000000,00000000,000002C6,000002C8,000002C9,000002CB,00000001,00000005,00000004,00000001,00000000,74,77,80,#N/A,,Zoh Shia Certificate S,-,00000000,Zoh Shia Certificate S,1,Zoh Shia Layershell,5,Zoh Shia Stakeclaw,4,Zoh Shia Crystaltail,1,FALSE
0000004B,0000004E,00000051,000002C6,00000000,00000000,00000295,000002CA,000002CF,000002CD,00000005,00000003,00000004,00000001,00000000,75,78,81,#N/A,,Zoh Shia Certificate S,-,00000000,Hunter Symbol III,5,Zoh Shia Crystalhorn,3,Blackember Mass,4,Faux Whitegleam Orb,1,FALSE
0000004C,00000050,00000053,00000000,00007F7A,00000000,000002D0,000002D2,000002D3,000002D6,00000002,00000005,00000003,00000001,00000000,76,80,83,#N/A,,,Mizutsune,00000000,Mizutsune Certificate S,2,Mizutsune Purplefur+,5,Mizutsune Claw+,3,Mizutsune Tail,1,FALSE
0000004D,00000051,00000054,00000000,00007F7A,53375880,00000295,000002D4,000002D7,000002D8,00000005,00000004,00000004,00000001,00000000,77,81,84,#N/A,,,Mizutsune,53375880,Hunter Symbol III,5,Mizutsune Fin+,4,Bubblefoam+,4,Mizutsune Water Orb,1,FALSE
