Index Raw,Index,Recipe Number Raw,Recipe Number,ID Raw,ID,Name,Uprades From,Key Item Raw,Key Item,Key Monster Raw,Key Monster,Key Story,Item 1 Raw,Item 1,Number 1 Raw,Number 1,Item 2 Raw,Item 2,Number 2 Raw,Number 2,Item 3 Raw,Item 3,Number 3 Raw,Number 3,Item 4 Raw,Item 4,Number 4 Raw,Number 4,Can Shortcut Raw,Can Shortcut
00000026,38,00000026,38,0000001B,27,Precipice Metallam,Jin Dhavaar I,00000000,,2C864480,Arkveld,00000000,00000295,Hunter Symbol III,00000005,5,000001A7,Jin Dahaad Horn,00000004,4,000001A4,Jin Dahaad Carapace,00000004,4,000001A8,Jin Dahaad Icegem,00000001,1,00000000,FALSE
00000027,39,00000027,39,0000000C,12,Nihil Great Sword I,Immane Blade I,00000000,,538EBC80,Xu Wu,00000000,000001B8,Xu Wu Hide,00000003,3,000001BB,Xu Wu Claw,00000002,2,000001BC,Xu Wu Fang,00000001,1,00000000,,00000000,,00000000,FALSE
00000028,40,00000028,40,0000000D,13,Nihil Great Sword II,Nihil Great Sword I,0000012A,Xu Wu Certificate S,00000000,-,00000000,0000012A,Xu Wu Certificate S,00000002,2,000001C2,Xu Wu Claw+,00000006,6,000001C3,Xu Wu Fang+,00000004,4,000001BD,Xu Wu Cerebrospinal Fluid,00000001,1,00000001,TRUE
00000029,41,00000029,41,0000000E,14,Prinvrilo's Dissolution,Nihil Great Sword II,00000000,,2C864480,Arkveld,00000000,00000294,Hunter Symbol II,00000005,5,000001C0,Golden Corneum+,00000006,6,000001C1,Xu Wu Tentacle+,00000004,4,000001C4,Xu Wu Umbragem,00000001,1,00000000,FALSE
0000002A,42,0000002A,42,0000003A,58,G. Veldian Gladius I,Dosha Fellslayer I,00000000,,EF17C700,Guardian Arkveld,00000000,000001C6,Guardian Scale,00000003,3,00000298,Guardian Pelt,00000003,3,0000025F,Guardian Blood,00000001,1,0000024C,Tough Guardian Bone,00000002,2,00000000,FALSE
0000002B,43,0000002B,43,0000003B,59,G. Veldian Gladius II,G. Veldian Gladius I,00000000,,00000000,-,85F88180,000001C7,Guardian Scale+,00000006,6,00000299,Guardian Pelt+,00000006,6,00000260,Guardian Blood+,00000003,3,0000003E,Dragonbone Relic,00000001,1,00000000,FALSE
0000002C,44,0000002C,44,0000003C,60,G. Stalwart Lamorak,G. Veldian Gladius II,00000000,,2C864480,Arkveld,00000000,00000295,Hunter Symbol III,00000005,5,000001CF,Arkveld Calloushell,00000004,4,000001C8,Arkveld Tail,00000002,2,000001D1,Arkveld Gem,00000001,1,00000000,FALSE
0000002D,45,0000002D,45,00000009,9,Chicken Decapitator I,,00000000,,17F6E620,Yian Kut-Ku,00000000,0000020F,Yian Kut-Ku Certificate S,00000001,1,0000020E,Kut-Ku Wing,00000003,3,0000020C,Kut-Ku Ear,00000002,2,0000020A,Kut-Ku Scale+,00000005,5,00000000,FALSE
0000002E,46,0000002E,46,0000000A,10,Chicken Decapitator II,Chicken Decapitator I,00000185,Nu Udra Certificate S,00000000,-,00000000,00000185,Nu Udra Certificate S,00000002,2,0000020D,Giant Beak,00000004,4,00000252,Inferno Sac,00000004,4,00000216,Bird Wyvern Gem,00000001,1,00000000,FALSE
0000002F,47,0000002F,47,0000000B,11,Rooster Decapitator,Chicken Decapitator II,00000000,,2C864480,Arkveld,00000000,00000293,Hunter Symbol I,00000005,5,0000020B,Kut-Ku Carapace,00000006,6,00000184,Nu Udra Flamegem,00000001,1,00000000,,00000000,,00000000,FALSE
00000030,48,00000030,48,0000002F,47,Slaughter I,,00000000,,3E913CC0,Gypceros,00000000,00000215,Gypceros Certificate S,00000001,1,00000212,Gypceros Wing,00000003,3,00000213,Gypceros Head,00000002,2,00000211,Rubbery Hide+,00000005,5,00000000,FALSE
00000031,49,00000031,49,00000030,48,Slaughter II,Slaughter I,00000000,,E01B5A00,Gravios,00000000,00000223,Gravios Certificate S,00000002,2,00000214,Gypceros Tail,00000004,4,0000025A,Toxin Sac,00000004,4,00000000,,00000000,,00000000,FALSE
00000032,50,00000032,50,00000031,49,Poison King,Slaughter II,00000000,,2C864480,Arkveld,00000000,00000293,Hunter Symbol I,00000005,5,00000211,Rubbery Hide+,00000006,6,00000216,Bird Wyvern Gem,00000001,1,00000243,Novacrystal,00000001,1,00000000,FALSE
00000033,51,00000033,51,00000006,6,Valkyrie Blade I,,00000000,,0000001A,Rathian,00000000,00000218,Rathian Certificate S,00000001,1,00000068,Rathian Webbing,00000003,3,00000069,Rathian Spike+,00000002,2,00000066,Rathian Scale+,00000005,5,00000000,FALSE
00000034,52,00000034,52,00000007,7,Valkyrie Blade II,Valkyrie Blade I,00000160,Rey Dau Certificate S,00000000,-,00000000,00000160,Rey Dau Certificate S,00000002,2,00000067,Rathian Carapace,00000006,6,0000019B,Rath Medulla,00000001,1,0000005C,Wyvern Gem,00000001,1,00000000,FALSE
00000035,53,00000035,53,00000008,8,Sieglinde,Valkyrie Blade II,00000000,,2C864480,Arkveld,00000000,00000293,Hunter Symbol I,00000005,5,00000066,Rathian Scale+,00000005,5,0000006A,Rathian Ruby,00000001,1,00000000,,00000000,,00000000,FALSE
00000036,54,00000036,54,00000038,56,Smiting Fulgur I,Chicken Decapitator I,00000000,,0663AA30,Guardian Fulgur Anjanath,00000000,00000248,Guardian Fulgur Certificate S,00000002,2,000001E3,Guardian Fulgur Fang+,00000005,5,000001E5,Guardian Fulgur Tail,00000001,1,00000256,Thunder Sac,00000004,4,00000000,FALSE
00000037,55,00000037,55,00000039,57,Fulgurcleaver Guardiana,Smiting Fulgur I,00000000,,2C864480,Arkveld,00000000,00000294,Hunter Symbol II,00000005,5,000001E4,Guardian Fulgur Nosebone+,00000004,4,000001E2,Guardian Fulgur Pelt+,00000006,6,000001E6,Guardian Fulgur Gem,00000001,1,00000000,FALSE
00000038,56,00000038,56,0000001F,31,Red Wing I,Valkyrie Blade I,00000000,,75231300,Rathalos,00000000,00000231,Rathalos Certificate S,00000002,2,0000022D,Rathalos Carapace,00000005,5,0000022E,Rathalos Wing,00000004,4,0000019B,Rath Medulla,00000001,1,00000000,FALSE
00000039,57,00000039,57,00000020,32,Rathalos Firesword,Red Wing I,00000000,,2C864480,Arkveld,00000000,00000294,Hunter Symbol II,00000005,5,0000022C,Rathalos Scale+,00000006,6,0000022F,Rathalos Tail,00000001,1,00000230,Rathalos Ruby,00000001,1,00000000,FALSE
0000003A,58,0000003A,58,00000025,37,Schattenstolz I,Red Wing I,00000000,,D2CE02C0,Gore Magala,00000000,00000239,Gore Magala Certificate S,00000003,3,00000235,Gore Magala Ripclaw+,00000004,4,00000236,Gore Magala Tail,00000001,1,000001A2,Frenzy Shard,00000005,5,00000000,FALSE
0000003B,59,0000003B,59,00000026,38,Düsterstolz,Schattenstolz I,00000000,,2C864480,Arkveld,00000000,00000295,Hunter Symbol III,00000005,5,00000237,Gore Magala Feeler+,00000002,2,00000238,Gore Magala Nyctgem,00000001,1,0000023A,Frenzy Crystal,00000005,5,00000000,FALSE
0000003C,60,0000003C,60,0000003D,61,Veldian Gladius I,G. Veldian Gladius II,00000000,,2C864480,Arkveld,00000000,000001D2,Arkveld Certificate S,00000003,3,000001CB,Arkveld Scale+,00000004,4,000001CE,White Arkveld Pelt,00000002,2,0000005C,Wyvern Gem,00000001,1,00000000,FALSE
0000003D,61,0000003D,61,00000051,81,Stalwart Lamorak,Veldian Gladius I,00000000,,2C864480,Arkveld,00000000,00000295,Hunter Symbol III,00000005,5,000001CC,Arkveld Armorplate,00000005,5,000001D0,Arkveld Horn+,00000003,3,000001D1,Arkveld Gem,00000001,1,00000000,FALSE
0000003E,62,0000003E,62,0000003E,62,Frozen Speartuna I,,00000000,,00000000,-,B89E2700,00000267,Speartuna Fin,00000001,1,0000024B,Frozen Icebone,00000005,5,00000257,Frost Sac,00000005,5,00000000,,00000000,,00000000,FALSE
0000003F,63,0000003F,63,0000003F,63,Frozen Speartuna II,Frozen Speartuna I,00000000,,00000000,-,85F88180,00000292,Great Stoutbone,00000005,5,000002BA,Gracium,00000005,5,00000258,Freezer Sac,00000004,4,00000267,Speartuna Fin,00000002,2,00000000,FALSE
00000040,64,00000040,64,00000040,64,Freezer Speartuna,Frozen Speartuna II,00000000,,2C864480,Arkveld,00000000,00000293,Hunter Symbol I,00000005,5,0000003E,Dragonbone Relic,00000001,1,000001A8,Jin Dahaad Icegem,00000001,1,00000267,Speartuna Fin,00000003,3,00000000,FALSE
00000041,65,00000041,65,00000041,65,Paretic Blade I,Hope Blade I,00000000,,A4DDE380,Lala Barina,00000000,00000111,Lala Barina Shell,00000003,3,0000025B,Lala Barina Mucus,00000002,2,00000112,Lala Barina Claw,00000001,1,00000000,,00000000,,00000000,FALSE
00000042,66,00000042,66,00000042,66,Paretic Blade II,Paretic Blade I,00000000,,AEBC9E00,Nerscylla,00000000,00000203,Nerscylla Claw,00000001,1,00000115,Lala Barina Floret,00000003,3,00000113,Lala Barina Stinger,00000001,1,00000000,,00000000,,00000000,FALSE
00000043,67,00000043,67,00000043,67,Paretic Blade III,Paretic Blade II,00000000,,00000000,-,65760700,00000136,Lala Barina Certificate S,00000002,2,0000025C,Lala Barina Mucus+,00000005,5,00000134,Lala Barina Claw+,00000003,3,00000000,,00000000,,00000000,FALSE
00000044,68,00000044,68,00000044,68,Paretic Blade IV,Paretic Blade III,00000290,Monster Hardbone,00000000,-,00000000,00000290,Monster Hardbone,00000003,3,00000132,Lala Barina Floret+,00000006,6,00000135,Lala Barina Stinger+,00000004,4,00000000,,00000000,,00000000,FALSE
00000045,69,00000045,69,00000045,69,Destructive Torpor,Paretic Blade IV,00000000,,2C864480,Arkveld,00000000,00000293,Hunter Symbol I,00000005,5,00000133,Lala Barina Carapace,00000006,6,000001EA,Monster Broth,00000004,4,00000216,Bird Wyvern Gem,00000001,1,00000000,FALSE
00000046,70,00000046,70,00000055,85,Jawblade I,,00000268,Commission Ticket,00000000,-,00000000,00000268,Commission Ticket,00000001,1,0000028F,Monster Keenbone,00000005,5,00000291,Stoutbone,00000005,5,0000024D,Quality Bone,00000005,5,00000000,FALSE
00000047,71,00000047,71,00000056,86,Giant Jawblade,Jawblade I,00000000,,2C864480,Arkveld,00000000,00000294,Hunter Symbol II,00000005,5,00000290,Monster Hardbone,00000005,5,0000003E,Dragonbone Relic,00000001,1,00000268,Commission Ticket,00000002,2,00000000,FALSE
