Index Raw,Index,Recipe Number Raw,Recipe Number,ID Raw,ID,Name,Uprades From,Key Item Raw,Key Item,Key Monster Raw,Key Monster,Key Story,Item 1 Raw,Item 1,Number 1 Raw,Number 1,Item 2 Raw,Item 2,Number 2 Raw,Number 2,Item 3 Raw,Item 3,Number 3 Raw,Number 3,Item 4 Raw,Item 4,Number 4 Raw,Number 4,Can Shortcut Raw,Can Shortcut
00000035,53,00000035,53,00000031,49,Fulgurblast Guardiana,,00000000,,2C864480,Arkveld,00000000,00000294,Hunter Symbol II,00000005,5,000001E4,Guardian Fulgur Nosebone+,00000004,4,000001E2,Guardian Fulgur Pelt+,00000006,6,000001E6,Guardian Fulgur Gem,00000001,1,00000000,FALSE
00000036,54,00000036,54,00000034,52,Gravios Howl I,,00000000,,E01B5A00,Gravios,00000000,00000223,Gravios Certificate S,00000002,2,00000222,Gravios Wing,00000005,5,0000021F,Gravios Skull,00000003,3,00000220,Gravios Pleura+,00000004,4,00000000,FALSE
00000037,55,00000037,55,00000035,53,Gravios Gigahowl,,00000000,,2C864480,Arkveld,00000000,00000294,Hunter Symbol II,00000005,5,0000021E,Gravios Carapace,00000006,6,00000221,Gravios Medulla,00000001,1,0000005C,Wyvern Gem,00000001,1,00000000,FALSE
00000038,56,00000038,56,00000036,54,Tödlicher Abzug I,,00000000,,D2CE02C0,Gore Magala,00000000,00000239,Gore Magala Certificate S,00000003,3,00000235,Gore Magala Ripclaw+,00000004,4,00000236,Gore Magala Tail,00000001,1,000001A2,Frenzy Shard,00000005,5,00000000,FALSE
00000039,57,00000039,57,00000037,55,Ableben Abzug,,00000000,,2C864480,Arkveld,00000000,00000295,Hunter Symbol III,00000005,5,00000237,Gore Magala Feeler+,00000002,2,00000238,Gore Magala Nyctgem,00000001,1,0000023A,Frenzy Crystal,00000005,5,00000000,FALSE
00000028,40,00000028,40,00000038,56,G. Veldian Tormentum I,,00000000,,EF17C700,Guardian Arkveld,00000000,000001C6,Guardian Scale,00000003,3,00000298,Guardian Pelt,00000003,3,0000025F,Guardian Blood,00000001,1,0000024C,Tough Guardian Bone,00000002,2,00000000,FALSE
00000029,41,00000029,41,00000039,57,G. Veldian Tormentum II,,00000000,,00000000,-,85F88180,000001C7,Guardian Scale+,00000006,6,00000299,Guardian Pelt+,00000006,6,00000260,Guardian Blood+,00000003,3,0000003E,Dragonbone Relic,00000001,1,00000000,FALSE
0000002A,42,0000002A,42,0000003A,58,G. Aeternal Palamedes,,00000000,,2C864480,Arkveld,00000000,00000295,Hunter Symbol III,00000005,5,000001CF,Arkveld Calloushell,00000004,4,000001C8,Arkveld Tail,00000002,2,000001D1,Arkveld Gem,00000001,1,00000000,FALSE
0000003A,58,0000003A,58,0000003B,59,Veldian Tormentum I,,00000000,,2C864480,Arkveld,00000000,000001D2,Arkveld Certificate S,00000003,3,000001CB,Arkveld Scale+,00000004,4,000001CE,White Arkveld Pelt,00000002,2,0000005C,Wyvern Gem,00000001,1,00000000,FALSE
00000005,5,00000005,5,00000043,67,Esperanza Cannon,,00000000,,2C864480,Arkveld,00000000,00000293,Hunter Symbol I,00000005,5,00000216,Bird Wyvern Gem,00000001,1,00000000,,00000000,,00000000,,00000000,,00000000,FALSE
00000013,19,00000013,19,00000044,68,Shrouded Muktana,,00000000,,2C864480,Arkveld,00000000,00000293,Hunter Symbol I,00000005,5,00000127,Chatacabra Hide+,00000006,6,00000025,Beast Gem,00000001,1,00000000,,00000000,,00000000,FALSE
0000003B,59,0000003B,59,00000045,69,Aeternal Palamedes,,00000000,,2C864480,Arkveld,00000000,00000295,Hunter Symbol III,00000005,5,000001CC,Arkveld Armorplate,00000005,5,000001D0,Arkveld Horn+,00000003,3,000001D1,Arkveld Gem,00000001,1,00000000,FALSE
