Monster ID,Monster,Data ID,Reward Type ID,Reward Type,Parts Index,Rank,Item ID,Item,Number,Probability
EM0002_50_0,Guardian Rathalos,110,RW008,Carving (Rotten Monster Carcass),-1,LOW,400,Guardian Rathalos Scale,1,40%
EM0002_50_0,Guardian Rathalos,111,RW008,Carving (Rotten Monster Carcass),-1,LOW,401,Guardian Rathalos Shell,1,30%
EM0002_50_0,Guardian Rathalos,112,RW008,Carving (Rotten Monster Carcass),-1,LOW,593,Flame Sac,1,30%
EM0002_50_0,Guardian Rathalos,120,RW016,Carve (Crystalized Carcass),-1,LOW,590,Crushed Crystal,1,75%
EM0002_50_0,Guardian Rathalos,121,RW016,Carve (Crystalized Carcass),-1,LOW,591,Cloudy Crystal,1,25%
EM0002_50_0,Guardian Rathalos,200,RW001,Carving (Severed Part),-1,LOW,403,Guardian Rathalos Tail,1,93%
EM0002_50_0,Guardian Rathalos,201,RW001,Carving (Severed Part),-1,LOW,706,Guardian Rathalos Plate,1,7%
EM0002_50_0,Guardian Rathalos,210,RW012,Carving (Rotten Severed Part),-1,LOW,400,Guardian Rathalos Scale,1,60%
EM0002_50_0,Guardian Rathalos,211,RW012,Carving (Rotten Severed Part),-1,LOW,403,Guardian Rathalos Tail,1,40%
EM0002_50_0,Guardian Rathalos,300,RW005,Broken Part Rewards,0,LOW,402,Guardian Rathalos Webbing,1,100%
EM0002_50_0,Guardian Rathalos,310,RW005,Broken Part Rewards,1,LOW,402,Guardian Rathalos Webbing,1,100%
EM0002_50_0,Guardian Rathalos,400,RW006,Wound Destroyed Reward,-1,LOW,400,Guardian Rathalos Scale,1,45%
EM0002_50_0,Guardian Rathalos,401,RW006,Wound Destroyed Reward,-1,LOW,401,Guardian Rathalos Shell,1,35%
EM0002_50_0,Guardian Rathalos,402,RW006,Wound Destroyed Reward,-1,LOW,454,Guardian Scale,1,12%
EM0002_50_0,Guardian Rathalos,403,RW006,Wound Destroyed Reward,-1,LOW,607,Guardian Blood,1,8%
EM0002_50_0,Guardian Rathalos,500,RW004,Target Rewards,-1,LOW,405,G. Rathalos Certificate,1,8%
EM0002_50_0,Guardian Rathalos,501,RW004,Target Rewards,-1,LOW,400,Guardian Rathalos Scale,1,22%
EM0002_50_0,Guardian Rathalos,502,RW004,Target Rewards,-1,LOW,401,Guardian Rathalos Shell,1,22%
EM0002_50_0,Guardian Rathalos,503,RW004,Target Rewards,-1,LOW,402,Guardian Rathalos Webbing,1,15%
EM0002_50_0,Guardian Rathalos,504,RW004,Target Rewards,-1,LOW,403,Guardian Rathalos Tail,1,10%
EM0002_50_0,Guardian Rathalos,505,RW004,Target Rewards,-1,LOW,593,Flame Sac,1,20%
EM0002_50_0,Guardian Rathalos,506,RW004,Target Rewards,-1,LOW,706,Guardian Rathalos Plate,1,3%
EM0002_50_0,Guardian Rathalos,100,RW000,Carving,-1,HIGH,406,Guardian Rathalos Scale+,1,33%
EM0002_50_0,Guardian Rathalos,101,RW000,Carving,-1,HIGH,407,Guardian Rathalos Carapace,1,27%
EM0002_50_0,Guardian Rathalos,102,RW000,Carving,-1,HIGH,408,Guardian Rathalos Wing,1,24%
EM0002_50_0,Guardian Rathalos,103,RW000,Carving,-1,HIGH,403,Guardian Rathalos Tail,1,11%
EM0002_50_0,Guardian Rathalos,104,RW000,Carving,-1,HIGH,705,Guardian Rathalos Ruby,1,5%
EM0002_50_0,Guardian Rathalos,110,RW008,Carving (Rotten Monster Carcass),-1,HIGH,406,Guardian Rathalos Scale+,1,40%
EM0002_50_0,Guardian Rathalos,111,RW008,Carving (Rotten Monster Carcass),-1,HIGH,407,Guardian Rathalos Carapace,1,30%
EM0002_50_0,Guardian Rathalos,112,RW008,Carving (Rotten Monster Carcass),-1,HIGH,594,Inferno Sac,1,30%
EM0002_50_0,Guardian Rathalos,120,RW016,Carve (Crystalized Carcass),-1,HIGH,591,Cloudy Crystal,1,83%
EM0002_50_0,Guardian Rathalos,121,RW016,Carve (Crystalized Carcass),-1,HIGH,592,Coruscating Crystal,1,17%
EM0002_50_0,Guardian Rathalos,200,RW001,Carving (Severed Part),-1,HIGH,403,Guardian Rathalos Tail,1,93%
EM0002_50_0,Guardian Rathalos,201,RW001,Carving (Severed Part),-1,HIGH,705,Guardian Rathalos Ruby,1,7%
EM0002_50_0,Guardian Rathalos,210,RW012,Carving (Rotten Severed Part),-1,HIGH,406,Guardian Rathalos Scale+,1,60%
EM0002_50_0,Guardian Rathalos,211,RW012,Carving (Rotten Severed Part),-1,HIGH,403,Guardian Rathalos Tail,1,40%
EM0002_50_0,Guardian Rathalos,300,RW005,Broken Part Rewards,0,HIGH,408,Guardian Rathalos Wing,1,100%
EM0002_50_0,Guardian Rathalos,310,RW005,Broken Part Rewards,1,HIGH,408,Guardian Rathalos Wing,1,100%
EM0002_50_0,Guardian Rathalos,400,RW006,Wound Destroyed Reward,-1,HIGH,406,Guardian Rathalos Scale+,1,45%
EM0002_50_0,Guardian Rathalos,401,RW006,Wound Destroyed Reward,-1,HIGH,407,Guardian Rathalos Carapace,1,35%
EM0002_50_0,Guardian Rathalos,402,RW006,Wound Destroyed Reward,-1,HIGH,455,Guardian Scale+,1,12%
EM0002_50_0,Guardian Rathalos,403,RW006,Wound Destroyed Reward,-1,HIGH,608,Guardian Blood+,1,8%
EM0002_50_0,Guardian Rathalos,500,RW004,Target Rewards,-1,HIGH,410,G. Rathalos Certificate S,1,8%
EM0002_50_0,Guardian Rathalos,500,RW004,Target Rewards,-1,HIGH,406,Guardian Rathalos Scale+,1,23%
EM0002_50_0,Guardian Rathalos,500,RW004,Target Rewards,-1,HIGH,408,Guardian Rathalos Wing,1,30%
EM0002_50_0,Guardian Rathalos,500,RW004,Target Rewards,-1,HIGH,705,Guardian Rathalos Ruby,1,100%
EM0002_50_0,Guardian Rathalos,501,RW004,Target Rewards,-1,HIGH,406,Guardian Rathalos Scale+,1,20%
EM0002_50_0,Guardian Rathalos,501,RW004,Target Rewards,-1,HIGH,407,Guardian Rathalos Carapace,1,23%
EM0002_50_0,Guardian Rathalos,501,RW004,Target Rewards,-1,HIGH,403,Guardian Rathalos Tail,1,27%
EM0002_50_0,Guardian Rathalos,502,RW004,Target Rewards,-1,HIGH,407,Guardian Rathalos Carapace,1,20%
EM0002_50_0,Guardian Rathalos,502,RW004,Target Rewards,-1,HIGH,408,Guardian Rathalos Wing,1,15%
EM0002_50_0,Guardian Rathalos,502,RW004,Target Rewards,-1,HIGH,594,Inferno Sac,2,15%
EM0002_50_0,Guardian Rathalos,503,RW004,Target Rewards,-1,HIGH,408,Guardian Rathalos Wing,1,15%
EM0002_50_0,Guardian Rathalos,503,RW004,Target Rewards,-1,HIGH,403,Guardian Rathalos Tail,1,9%
EM0002_50_0,Guardian Rathalos,503,RW004,Target Rewards,-1,HIGH,706,Guardian Rathalos Plate,1,21%
EM0002_50_0,Guardian Rathalos,504,RW004,Target Rewards,-1,HIGH,403,Guardian Rathalos Tail,1,10%
EM0002_50_0,Guardian Rathalos,504,RW004,Target Rewards,-1,HIGH,594,Inferno Sac,1,20%
EM0002_50_0,Guardian Rathalos,504,RW004,Target Rewards,-1,HIGH,705,Guardian Rathalos Ruby,1,7%
EM0002_50_0,Guardian Rathalos,505,RW004,Target Rewards,-1,HIGH,594,Inferno Sac,1,17%
EM0002_50_0,Guardian Rathalos,505,RW004,Target Rewards,-1,HIGH,706,Guardian Rathalos Plate,1,7%
EM0002_50_0,Guardian Rathalos,506,RW004,Target Rewards,-1,HIGH,706,Guardian Rathalos Plate,1,7%
EM0002_50_0,Guardian Rathalos,506,RW004,Target Rewards,-1,HIGH,705,Guardian Rathalos Ruby,1,3%
EM0002_50_0,Guardian Rathalos,507,RW004,Target Rewards,-1,HIGH,705,Guardian Rathalos Ruby,1,3%
EM0002_50_0,Guardian Rathalos,600,RW015,Tempered Wound Destroyed Reward,-1,HIGH,700,Wyverian Bloodstone (S),1,45%
EM0002_50_0,Guardian Rathalos,601,RW015,Tempered Wound Destroyed Reward,-1,HIGH,701,Wyverian Bloodstone,1,35%
EM0002_50_0,Guardian Rathalos,602,RW015,Tempered Wound Destroyed Reward,-1,HIGH,702,Wyverian Bloodstone (L),1,20%
EM0005_00_0,Gravios,100,RW000,Carving,-1,HIGH,542,Gravios Carapace,1,30%
EM0005_00_0,Gravios,101,RW000,Carving,-1,HIGH,546,Gravios Wing,1,23%
EM0005_00_0,Gravios,102,RW000,Carving,-1,HIGH,544,Gravios Pleura+,1,18%
EM0005_00_0,Gravios,103,RW000,Carving,-1,HIGH,543,Gravios Skull,1,13%
EM0005_00_0,Gravios,104,RW000,Carving,-1,HIGH,545,Gravios Medulla,1,11%
EM0005_00_0,Gravios,105,RW000,Carving,-1,HIGH,92,Wyvern Gem,1,5%
EM0005_00_0,Gravios,110,RW008,Carving (Rotten Monster Carcass),-1,HIGH,542,Gravios Carapace,1,40%
EM0005_00_0,Gravios,111,RW008,Carving (Rotten Monster Carcass),-1,HIGH,594,Inferno Sac,1,30%
EM0005_00_0,Gravios,112,RW008,Carving (Rotten Monster Carcass),-1,HIGH,606,Coma Sac,1,30%
EM0005_00_0,Gravios,200,RW001,Carving (Severed Part),-1,HIGH,542,Gravios Carapace,1,78%
EM0005_00_0,Gravios,201,RW001,Carving (Severed Part),-1,HIGH,545,Gravios Medulla,1,22%
EM0005_00_0,Gravios,210,RW012,Carving (Rotten Severed Part),-1,HIGH,542,Gravios Carapace,1,100%
EM0005_00_0,Gravios,300,RW005,Broken Part Rewards,0,HIGH,543,Gravios Skull,1,100%
EM0005_00_0,Gravios,310,RW005,Broken Part Rewards,2,HIGH,544,Gravios Pleura+,1,100%
EM0005_00_0,Gravios,320,RW005,Broken Part Rewards,3,HIGH,542,Gravios Carapace,1,60%
EM0005_00_0,Gravios,321,RW005,Broken Part Rewards,3,HIGH,581,Firecell Stone,1,40%
EM0005_00_0,Gravios,330,RW005,Broken Part Rewards,6,HIGH,546,Gravios Wing,1,100%
EM0005_00_0,Gravios,331,RW005,Broken Part Rewards,7,HIGH,546,Gravios Wing,1,100%
EM0005_00_0,Gravios,340,RW005,Broken Part Rewards,4,HIGH,542,Gravios Carapace,1,60%
EM0005_00_0,Gravios,341,RW005,Broken Part Rewards,4,HIGH,581,Firecell Stone,1,40%
EM0005_00_0,Gravios,345,RW005,Broken Part Rewards,5,HIGH,542,Gravios Carapace,1,60%
EM0005_00_0,Gravios,346,RW005,Broken Part Rewards,5,HIGH,581,Firecell Stone,1,40%
EM0005_00_0,Gravios,400,RW006,Wound Destroyed Reward,-1,HIGH,542,Gravios Carapace,1,80%
EM0005_00_0,Gravios,401,RW006,Wound Destroyed Reward,-1,HIGH,581,Firecell Stone,1,20%
EM0005_00_0,Gravios,500,RW004,Target Rewards,-1,HIGH,547,Gravios Certificate S,1,8%
EM0005_00_0,Gravios,500,RW004,Target Rewards,-1,HIGH,542,Gravios Carapace,1,21%
EM0005_00_0,Gravios,500,RW004,Target Rewards,-1,HIGH,546,Gravios Wing,1,21%
EM0005_00_0,Gravios,500,RW004,Target Rewards,-1,HIGH,92,Wyvern Gem,1,100%
EM0005_00_0,Gravios,501,RW004,Target Rewards,-1,HIGH,542,Gravios Carapace,1,20%
EM0005_00_0,Gravios,501,RW004,Target Rewards,-1,HIGH,546,Gravios Wing,1,20%
EM0005_00_0,Gravios,501,RW004,Target Rewards,-1,HIGH,544,Gravios Pleura+,1,20%
EM0005_00_0,Gravios,502,RW004,Target Rewards,-1,HIGH,546,Gravios Wing,1,20%
EM0005_00_0,Gravios,502,RW004,Target Rewards,-1,HIGH,544,Gravios Pleura+,1,16%
EM0005_00_0,Gravios,502,RW004,Target Rewards,-1,HIGH,543,Gravios Skull,1,20%
EM0005_00_0,Gravios,503,RW004,Target Rewards,-1,HIGH,544,Gravios Pleura+,1,15%
EM0005_00_0,Gravios,503,RW004,Target Rewards,-1,HIGH,543,Gravios Skull,1,10%
EM0005_00_0,Gravios,503,RW004,Target Rewards,-1,HIGH,545,Gravios Medulla,1,18%
EM0005_00_0,Gravios,504,RW004,Target Rewards,-1,HIGH,545,Gravios Medulla,1,8%
EM0005_00_0,Gravios,504,RW004,Target Rewards,-1,HIGH,545,Gravios Medulla,1,10%
EM0005_00_0,Gravios,504,RW004,Target Rewards,-1,HIGH,594,Inferno Sac,2,7%
EM0005_00_0,Gravios,505,RW004,Target Rewards,-1,HIGH,594,Inferno Sac,1,13%
EM0005_00_0,Gravios,505,RW004,Target Rewards,-1,HIGH,594,Inferno Sac,1,10%
EM0005_00_0,Gravios,505,RW004,Target Rewards,-1,HIGH,606,Coma Sac,2,7%
EM0005_00_0,Gravios,506,RW004,Target Rewards,-1,HIGH,606,Coma Sac,1,13%
EM0005_00_0,Gravios,506,RW004,Target Rewards,-1,HIGH,606,Coma Sac,1,10%
EM0005_00_0,Gravios,506,RW004,Target Rewards,-1,HIGH,92,Wyvern Gem,1,7%
EM0005_00_0,Gravios,507,RW004,Target Rewards,-1,HIGH,92,Wyvern Gem,1,3%
EM0005_00_0,Gravios,507,RW004,Target Rewards,-1,HIGH,92,Wyvern Gem,1,3%
EM0005_00_0,Gravios,600,RW015,Tempered Wound Destroyed Reward,-1,HIGH,700,Wyverian Bloodstone (S),1,45%
EM0005_00_0,Gravios,601,RW015,Tempered Wound Destroyed Reward,-1,HIGH,701,Wyverian Bloodstone,1,35%
EM0005_00_0,Gravios,602,RW015,Tempered Wound Destroyed Reward,-1,HIGH,702,Wyverian Bloodstone (L),1,20%
EM0008_00_0,Yian Kut-Ku,100,RW000,Carving,-1,HIGH,522,Kut-Ku Scale+,1,30%
EM0008_00_0,Yian Kut-Ku,101,RW000,Carving,-1,HIGH,523,Kut-Ku Carapace,1,23%
EM0008_00_0,Yian Kut-Ku,102,RW000,Carving,-1,HIGH,526,Kut-Ku Wing,1,18%
EM0008_00_0,Yian Kut-Ku,103,RW000,Carving,-1,HIGH,524,Kut-Ku Ear,1,13%
EM0008_00_0,Yian Kut-Ku,104,RW000,Carving,-1,HIGH,525,Giant Beak,1,11%
EM0008_00_0,Yian Kut-Ku,105,RW000,Carving,-1,HIGH,534,Bird Wyvern Gem,1,5%
EM0008_00_0,Yian Kut-Ku,150,RW008,Carving (Rotten Monster Carcass),-1,HIGH,522,Kut-Ku Scale+,1,40%
EM0008_00_0,Yian Kut-Ku,151,RW008,Carving (Rotten Monster Carcass),-1,HIGH,523,Kut-Ku Carapace,1,30%
EM0008_00_0,Yian Kut-Ku,152,RW008,Carving (Rotten Monster Carcass),-1,HIGH,594,Inferno Sac,1,30%
EM0008_00_0,Yian Kut-Ku,260,RW005,Broken Part Rewards,0,HIGH,524,Kut-Ku Ear,1,100%
EM0008_00_0,Yian Kut-Ku,300,RW006,Wound Destroyed Reward,-1,HIGH,522,Kut-Ku Scale+,1,50%
EM0008_00_0,Yian Kut-Ku,301,RW006,Wound Destroyed Reward,-1,HIGH,523,Kut-Ku Carapace,1,50%
EM0008_00_0,Yian Kut-Ku,500,RW004,Target Rewards,-1,HIGH,527,Yian Kut-Ku Certificate S,1,8%
EM0008_00_0,Yian Kut-Ku,500,RW004,Target Rewards,-1,HIGH,522,Kut-Ku Scale+,1,23%
EM0008_00_0,Yian Kut-Ku,500,RW004,Target Rewards,-1,HIGH,526,Kut-Ku Wing,1,33%
EM0008_00_0,Yian Kut-Ku,500,RW004,Target Rewards,-1,HIGH,534,Bird Wyvern Gem,1,100%
EM0008_00_0,Yian Kut-Ku,501,RW004,Target Rewards,-1,HIGH,522,Kut-Ku Scale+,1,20%
EM0008_00_0,Yian Kut-Ku,501,RW004,Target Rewards,-1,HIGH,523,Kut-Ku Carapace,1,23%
EM0008_00_0,Yian Kut-Ku,501,RW004,Target Rewards,-1,HIGH,524,Kut-Ku Ear,1,21%
EM0008_00_0,Yian Kut-Ku,502,RW004,Target Rewards,-1,HIGH,523,Kut-Ku Carapace,1,20%
EM0008_00_0,Yian Kut-Ku,502,RW004,Target Rewards,-1,HIGH,526,Kut-Ku Wing,1,16%
EM0008_00_0,Yian Kut-Ku,502,RW004,Target Rewards,-1,HIGH,525,Giant Beak,1,21%
EM0008_00_0,Yian Kut-Ku,503,RW004,Target Rewards,-1,HIGH,526,Kut-Ku Wing,1,15%
EM0008_00_0,Yian Kut-Ku,503,RW004,Target Rewards,-1,HIGH,524,Kut-Ku Ear,1,10%
EM0008_00_0,Yian Kut-Ku,503,RW004,Target Rewards,-1,HIGH,594,Inferno Sac,2,18%
EM0008_00_0,Yian Kut-Ku,504,RW004,Target Rewards,-1,HIGH,524,Kut-Ku Ear,1,8%
EM0008_00_0,Yian Kut-Ku,504,RW004,Target Rewards,-1,HIGH,525,Giant Beak,1,10%
EM0008_00_0,Yian Kut-Ku,504,RW004,Target Rewards,-1,HIGH,534,Bird Wyvern Gem,1,7%
EM0008_00_0,Yian Kut-Ku,505,RW004,Target Rewards,-1,HIGH,525,Giant Beak,1,8%
EM0008_00_0,Yian Kut-Ku,505,RW004,Target Rewards,-1,HIGH,594,Inferno Sac,1,15%
EM0008_00_0,Yian Kut-Ku,506,RW004,Target Rewards,-1,HIGH,594,Inferno Sac,1,18%
EM0008_00_0,Yian Kut-Ku,506,RW004,Target Rewards,-1,HIGH,534,Bird Wyvern Gem,1,3%
EM0008_00_0,Yian Kut-Ku,507,RW004,Target Rewards,-1,HIGH,534,Bird Wyvern Gem,1,3%
EM0008_00_0,Yian Kut-Ku,600,RW015,Tempered Wound Destroyed Reward,-1,HIGH,699,Wyverian Bloodstone Shard,1,50%
EM0008_00_0,Yian Kut-Ku,601,RW015,Tempered Wound Destroyed Reward,-1,HIGH,700,Wyverian Bloodstone (S),1,35%
EM0008_00_0,Yian Kut-Ku,602,RW015,Tempered Wound Destroyed Reward,-1,HIGH,701,Wyverian Bloodstone,1,15%
EM0009_00_0,Gypceros,100,RW000,Carving,-1,HIGH,529,Rubbery Hide+,1,33%
EM0009_00_0,Gypceros,101,RW000,Carving,-1,HIGH,530,Gypceros Wing,1,27%
EM0009_00_0,Gypceros,102,RW000,Carving,-1,HIGH,532,Gypceros Tail,1,20%
EM0009_00_0,Gypceros,103,RW000,Carving,-1,HIGH,531,Gypceros Head,1,15%
