Index Raw,Index,Recipe Number Raw,Recipe Number,ID Raw,ID,Name,Uprades From,Key Item Raw,Key Item,Key Monster Raw,Key Monster,Key Story,Item 1 Raw,Item 1,Number 1 Raw,Number 1,Item 2 Raw,Item 2,Number 2 Raw,Number 2,Item 3 Raw,Item 3,Number 3 Raw,Number 3,Item 4 Raw,Item 4,Number 4 Raw,Number 4,Can Shortcut Raw,Can Shortcut
00000021,33,00000021,33,0000000B,11,#ERROR!,,00000160,Rey Dau Certificate S,00000000,-,00000000,00000160,Rey Dau Certificate S,00000003,3,0000015E,Rey Dau Fulgurtalon,00000004,4,0000008F,Rey Dau Tail,00000001,1,00000090,Rey Dau Plate,00000001,1,00000000,FALSE
00000022,34,00000022,34,0000000C,12,#ERROR!,,00000000,,2C864480,Arkveld,00000000,00000295,Hunter Symbol III,00000005,5,0000015C,Rey Dau Carapace,00000006,6,0000015D,Rey Dau Bolthorn,00000004,4,0000015F,Rey Dau Boltgem,00000001,1,00000000,FALSE
00000027,39,00000027,39,0000000F,15,#ERROR!,,00000000,,0D49B3C0,Hirabami,00000000,00000161,Hirabami Scale,00000003,3,00000164,Hirabami Tail Claw,00000002,2,00000257,Frost Sac,00000001,1,00000000,,00000000,,00000000,FALSE
00000028,40,00000028,40,00000010,16,#ERROR!,,0000016A,Hirabami Certificate S,00000000,-,00000000,0000016A,Hirabami Certificate S,00000001,1,00000169,Hirabami Tail Claw+,00000004,4,00000258,Freezer Sac,00000003,3,00000000,,00000000,,00000001,TRUE
00000029,41,00000029,41,00000011,17,#ERROR!,,000001A9,Jin Dahaad Certificate S,00000000,-,00000000,000001A9,Jin Dahaad Certificate S,00000003,3,00000167,Hirabami Hide+,00000005,5,0000005C,Wyvern Gem,00000001,1,00000000,,00000000,,00000000,FALSE
0000002A,42,0000002A,42,00000012,18,#ERROR!,,00000000,,2C864480,Arkveld,00000000,00000293,Hunter Symbol I,00000005,5,00000168,Hirabami Webbing+,00000006,6,000001A8,Jin Dahaad Icegem,00000001,1,00000000,,00000000,,00000000,FALSE
0000000F,15,0000000F,15,00000013,19,#ERROR!,,00000000,,FDEAE550,Quematrice,00000000,00000058,Quematrice Scale,00000003,3,0000012B,Quematrice Igniter,00000002,2,0000005A,Quematrice Crest,00000001,1,00000000,,00000000,,00000000,FALSE
00000010,16,00000010,16,00000014,20,#ERROR!,,00000000,,21D55200,Rompopolo,00000000,00000244,Firestone,00000001,1,0000005B,Quematrice Tail,00000001,1,00000037,Dragonite Ore,00000001,1,00000000,,00000000,,00000000,FALSE
00000011,17,00000011,17,00000015,21,#ERROR!,,00000000,,00000000,-,65760700,00000131,Quematrice Certificate S,00000002,2,0000012F,Quematrice Igniter+,00000005,5,00000130,Quematrice Crest+,00000003,3,00000000,,00000000,,00000001,TRUE
00000012,18,00000012,18,00000016,22,#ERROR!,,00000185,Nu Udra Certificate S,00000000,-,00000000,00000185,Nu Udra Certificate S,00000003,3,0000012E,Quematrice Hide+,00000006,6,00000252,Inferno Sac,00000005,5,0000005C,Wyvern Gem,00000001,1,00000000,FALSE
00000013,19,00000013,19,00000017,23,#ERROR!,,00000000,,2C864480,Arkveld,00000000,00000293,Hunter Symbol I,00000005,5,0000012D,Quematrice Scale+,00000006,6,00000184,Nu Udra Flamegem,00000001,1,00000000,,00000000,,00000000,FALSE
0000000B,11,0000000B,11,00000018,24,#ERROR!,,00000000,,00000000,-,E00F49A0,00000036,Machalite Ore,00000001,1,00000039,Earth Crystal,00000002,2,00000000,,00000000,,00000000,,00000000,,00000000,FALSE
0000000C,12,0000000C,12,00000019,25,#ERROR!,,00000000,,00000000,-,B89E2700,00000242,Lightcrystal,00000001,1,00000247,Icium,00000002,2,00000000,,00000000,,00000000,,00000000,,00000000,FALSE
0000000D,13,0000000D,13,0000001A,26,#ERROR!,,00000000,,00000000,-,85F88180,00000246,Fucium Ore,00000004,4,000002BA,Gracium,00000003,3,0000028F,Monster Keenbone,00000003,3,00000000,,00000000,,00000000,FALSE
0000000E,14,0000000E,14,0000001B,27,#ERROR!,,00000000,,2C864480,Arkveld,00000000,00000293,Hunter Symbol I,00000005,5,00000243,Novacrystal,00000001,1,0000005C,Wyvern Gem,00000001,1,00000000,,00000000,,00000000,FALSE
0000002E,46,0000002E,46,0000001C,28,#ERROR!,,00000000,,00000000,-,D9C1E4C0,00000190,Guardian Rathalos Scale,00000003,3,00000192,Guardian Rathalos Webbing,00000002,2,00000251,Flame Sac,00000001,1,00000000,,00000000,,00000000,FALSE
0000002F,47,0000002F,47,0000001D,29,#ERROR!,,0000019A,G. Rathalos Certificate S,00000000,-,00000000,0000019A,G. Rathalos Certificate S,00000002,2,00000198,Guardian Rathalos Wing,00000005,5,000002C2,Guardian Rathalos Plate,00000001,1,00000260,Guardian Blood+,00000001,1,00000000,FALSE
00000030,48,00000030,48,0000001E,30,#ERROR!,,00000000,,2C864480,Arkveld,00000000,00000294,Hunter Symbol II,00000005,5,00000197,Guardian Rathalos Carapace,00000006,6,000002C1,Guardian Rathalos Ruby,00000001,1,000001C7,Guardian Scale+,00000006,6,00000000,FALSE
00000041,65,00000041,65,0000001F,31,#ERROR!,,00000000,,75231300,Rathalos,00000000,00000231,Rathalos Certificate S,00000002,2,0000022D,Rathalos Carapace,00000005,5,0000022E,Rathalos Wing,00000004,4,0000019B,Rath Medulla,00000001,1,00000000,FALSE
00000042,66,00000042,66,00000020,32,#ERROR!,,00000000,,2C864480,Arkveld,00000000,00000294,Hunter Symbol II,00000005,5,0000022C,Rathalos Scale+,00000006,6,0000022F,Rathalos Tail,00000001,1,00000230,Rathalos Ruby,00000001,1,00000000,FALSE
0000003A,58,0000003A,58,00000021,33,#ERROR!,,00000000,,0000001A,Rathian,00000000,00000218,Rathian Certificate S,00000001,1,00000068,Rathian Webbing,00000003,3,00000069,Rathian Spike+,00000002,2,00000066,Rathian Scale+,00000005,5,00000000,FALSE
0000003B,59,0000003B,59,00000022,34,#ERROR!,,00000160,Rey Dau Certificate S,00000000,-,00000000,00000160,Rey Dau Certificate S,00000002,2,00000067,Rathian Carapace,00000006,6,0000019B,Rath Medulla,00000001,1,0000005C,Wyvern Gem,00000001,1,00000000,FALSE
0000003C,60,0000003C,60,00000023,35,#ERROR!,,00000000,,2C864480,Arkveld,00000000,00000293,Hunter Symbol I,00000005,5,00000066,Rathian Scale+,00000005,5,0000006A,Rathian Ruby,00000001,1,00000000,,00000000,,00000000,FALSE
00000023,35,00000023,35,00000024,36,#ERROR!,,00000000,,AEBC9E00,Nerscylla,00000000,00000201,Nerscylla Shell,00000003,3,00000203,Nerscylla Claw,00000002,2,0000025D,Sleep Sac,00000001,1,00000000,,00000000,,00000000,FALSE
00000024,36,00000024,36,00000025,37,#ERROR!,,00000209,Nerscylla Certificate S,00000000,-,00000000,00000209,Nerscylla Certificate S,00000001,1,00000207,Nerscylla Claw+,00000003,3,0000025E,Coma Sac,00000003,3,00000000,,00000000,,00000000,FALSE
00000025,37,00000025,37,00000026,38,#ERROR!,,000001A9,Jin Dahaad Certificate S,00000000,-,00000000,000001A9,Jin Dahaad Certificate S,00000003,3,00000208,Nerscylla Spike+,00000005,5,000001E0,Nerscylla Shear,00000002,2,000001EA,Monster Broth,00000003,3,00000000,FALSE
00000026,38,00000026,38,00000027,39,#ERROR!,,00000000,,2C864480,Arkveld,00000000,00000293,Hunter Symbol I,00000005,5,00000206,Nerscylla Carapace,00000006,6,00000216,Bird Wyvern Gem,00000001,1,00000000,,00000000,,00000000,FALSE
00000017,23,00000017,23,00000028,40,#ERROR!,,00000000,,0000000F,Doshaguma,00000000,00000022,Doshaguma Fur,00000003,3,00000023,Doshaguma Claw,00000002,2,00000024,Doshaguma Fang,00000001,1,00000000,,00000000,,00000000,FALSE
00000018,24,00000018,24,00000029,41,#ERROR!,,00000000,,00000000,-,D9C1E4C0,00000188,Guardian Doshaguma Claw,00000001,1,00000021,Doshaguma Hide,00000003,3,0000024C,Tough Guardian Bone,00000001,1,00000000,,00000000,,00000000,FALSE
00000019,25,00000019,25,0000002A,42,#ERROR!,,00000141,Doshaguma Certificate S,00000000,-,00000000,00000141,Doshaguma Certificate S,00000002,2,0000013F,Doshaguma Claw+,00000006,6,00000140,Doshaguma Fang+,00000004,4,00000000,,00000000,,00000000,FALSE
0000002B,43,0000002B,43,0000002B,43,#ERROR!,,00000000,,00000000,-,D9C1E4C0,00000186,Guardian Doshaguma Fur,00000003,3,00000188,Guardian Doshaguma Claw,00000002,2,00000189,Guardian Doshaguma Fang,00000001,1,00000000,,00000000,,00000000,FALSE
0000002C,44,0000002C,44,0000002C,44,#ERROR!,,0000018F,G. Doshaguma Certificate S,00000000,-,00000000,0000018F,G. Doshaguma Certificate S,00000002,2,0000018D,Guardian Doshaguma Claw+,00000006,6,0000018E,Guardian Doshaguma Fang+,00000004,4,00000260,Guardian Blood+,00000001,1,00000001,TRUE
0000002D,45,0000002D,45,0000002D,45,#ERROR!,,00000000,,2C864480,Arkveld,00000000,00000294,Hunter Symbol II,00000005,5,0000018B,Guardian Doshaguma Fur+,00000006,6,00000299,Guardian Pelt+,00000006,6,00000025,Beast Gem,00000001,1,00000000,FALSE
00000006,6,00000006,6,0000002E,46,#ERROR!,,00000000,,00000000,-,00000000,0000003A,Mystery Bone,00000002,2,00000000,,00000000,,00000000,,00000000,,00000000,,00000000,,00000000,FALSE
00000007,7,00000007,7,0000002F,47,#ERROR!,,00000000,,00000000,-,E00F49A0,0000003B,Sturdy Bone,00000002,2,000001E9,Monster Fluid,00000001,1,00000000,,00000000,,00000000,,00000000,,00000000,FALSE
00000008,8,00000008,8,00000030,48,#ERROR!,,00000000,,00000000,-,B89E2700,0000024C,Tough Guardian Bone,00000002,2,00000000,,00000000,,00000000,,00000000,,00000000,,00000000,,00000000,FALSE
00000009,9,00000009,9,00000031,49,#ERROR!,,00000000,,00000000,-,85F88180,00000292,Great Stoutbone,00000004,4,0000003D,Colossal Bone,00000002,2,00000000,,00000000,,00000000,,00000000,,00000000,FALSE
0000000A,10,0000000A,10,00000032,50,#ERROR!,,00000000,,2C864480,Arkveld,00000000,00000293,Hunter Symbol I,00000005,5,00000290,Monster Hardbone,00000005,5,0000003E,Dragonbone Relic,00000001,1,00000025,Beast Gem,00000001,1,00000000,FALSE
0000003D,61,0000003D,61,00000033,51,#ERROR!,,00000000,,0663AA30,Guardian Fulgur Anjanath,00000000,00000248,Guardian Fulgur Certificate S,00000002,2,000001E3,Guardian Fulgur Fang+,00000005,5,000001E5,Guardian Fulgur Tail,00000001,1,00000256,Thunder Sac,00000004,4,00000000,FALSE
0000003E,62,0000003E,62,00000034,52,#ERROR!,,00000000,,2C864480,Arkveld,00000000,00000294,Hunter Symbol II,00000005,5,000001E4,Guardian Fulgur Nosebone+,00000004,4,000001E2,Guardian Fulgur Pelt+,00000006,6,000001E6,Guardian Fulgur Gem,00000001,1,00000000,FALSE
0000001B,27,0000001B,27,00000035,53,#ERROR!,,00000000,,00000000,-,97DC3400,00000148,Uth Duna Certificate,00000001,1,00000146,Uth Duna Claw,00000002,2,00000144,Uth Duna Cilia,00000001,1,00000000,,00000000,,00000000,FALSE
0000001C,28,0000001C,28,00000036,54,#ERROR!,,0000013B,Balahara Certificate S,00000000,-,00000000,0000013B,Balahara Certificate S,00000001,1,00000254,Torrent Sac,00000003,3,0000003E,Dragonbone Relic,00000001,1,00000000,,00000000,,00000000,FALSE
0000001D,29,0000001D,29,00000037,55,#ERROR!,,0000014F,Uth Duna Certificate S,00000000,-,00000000,0000014F,Uth Duna Certificate S,00000003,3,0000014D,Uth Duna Claw+,00000005,5,0000014B,Uth Duna Cilia+,00000003,3,00000147,Uth Duna Plate,00000001,1,00000000,FALSE
0000001E,30,0000001E,30,00000038,56,#ERROR!,,00000000,,2C864480,Arkveld,00000000,00000295,Hunter Symbol III,00000005,5,0000014C,Uth Duna Tentacle+,00000006,6,0000014A,Uth Duna Hide+,00000006,6,0000014E,Uth Duna Watergem,00000001,1,00000000,FALSE
00000043,67,00000043,67,00000039,57,#ERROR!,,00000000,,D2CE02C0,Gore Magala,00000000,00000239,Gore Magala Certificate S,00000003,3,00000235,Gore Magala Ripclaw+,00000004,4,00000236,Gore Magala Tail,00000001,1,000001A2,Frenzy Shard,00000005,5,00000000,FALSE
00000044,68,00000044,68,0000003A,58,#ERROR!,,00000000,,2C864480,Arkveld,00000000,00000295,Hunter Symbol III,00000005,5,00000237,Gore Magala Feeler+,00000002,2,00000238,Gore Magala Nyctgem,00000001,1,0000023A,Frenzy Crystal,00000005,5,00000000,FALSE
00000014,20,00000014,20,0000003B,59,#ERROR!,,00000000,,AA284680,Congalala,00000000,000001F8,Congalala Pelt,00000003,3,000001F9,Congalala Claw,00000002,2,000001FA,Congalala Fang,00000001,1,00000000,,00000000,,00000000,FALSE
00000015,21,00000015,21,0000003C,60,#ERROR!,,00000000,,00000000,-,65760700,00000249,Congalala Certificate S,00000001,1,000001FE,Congalala Claw+,00000005,5,000001FF,Congalala Fang+,00000004,4,0000023C,Conga Pelt+,00000002,2,00000001,TRUE
00000016,22,00000016,22,0000003D,61,#ERROR!,,00000000,,2C864480,Arkveld,00000000,00000293,Hunter Symbol I,00000005,5,00000200,Vibrant Pelt+,00000002,2,00000025,Beast Gem,00000001,1,00000000,,00000000,,00000000,FALSE
0000003F,63,0000003F,63,0000003E,62,#ERROR!,,00000000,,7EEF1180,Blangonga,00000000,0000021D,Blangonga Certificate S,00000002,2,0000021A,Blangonga Fang+,00000005,5,0000021B,Blangonga Whisker,00000004,4,00000241,Blango Pelt+,00000004,4,00000000,FALSE
00000040,64,00000040,64,0000003F,63,#ERROR!,,00000000,,2C864480,Arkveld,00000000,00000294,Hunter Symbol II,00000005,5,00000219,Blangonga Pelt+,00000006,6,0000021C,Blangonga Tail,00000004,4,000001A8,Jin Dahaad Icegem,00000001,1,00000000,FALSE
00000037,55,00000037,55,00000040,64,#ERROR!,,00000000,,17F6E620,Yian Kut-Ku,00000000,0000020F,Yian Kut-Ku Certificate S,00000001,1,0000020E,Kut-Ku Wing,00000003,3,0000020C,Kut-Ku Ear,00000002,2,0000020A,Kut-Ku Scale+,00000005,5,00000000,FALSE
00000038,56,00000038,56,00000041,65,#ERROR!,,00000185,Nu Udra Certificate S,00000000,-,00000000,00000185,Nu Udra Certificate S,00000002,2,0000020D,Giant Beak,00000004,4,00000252,Inferno Sac,00000004,4,00000216,Bird Wyvern Gem,00000001,1,00000000,FALSE
00000039,57,00000039,57,00000042,66,#ERROR!,,00000000,,2C864480,Arkveld,00000000,00000293,Hunter Symbol I,00000005,5,0000020B,Kut-Ku Carapace,00000006,6,00000184,Nu Udra Flamegem,00000001,1,00000000,,00000000,,00000000,FALSE
00000034,52,00000034,52,00000043,67,#ERROR!,,00000000,,EF17C700,Guardian Arkveld,00000000,000001C6,Guardian Scale,00000003,3,00000298,Guardian Pelt,00000003,3,0000025F,Guardian Blood,00000001,1,0000024C,Tough Guardian Bone,00000002,2,00000000,FALSE
00000035,53,00000035,53,00000044,68,#ERROR!,,00000000,,00000000,-,85F88180,000001C7,Guardian Scale+,00000006,6,00000299,Guardian Pelt+,00000006,6,00000260,Guardian Blood+,00000003,3,0000003E,Dragonbone Relic,00000001,1,00000000,FALSE
00000036,54,00000036,54,00000045,69,#ERROR!,,00000000,,2C864480,Arkveld,00000000,00000295,Hunter Symbol III,00000005,5,000001CF,Arkveld Calloushell,00000004,4,000001C8,Arkveld Tail,00000002,2,000001D1,Arkveld Gem,00000001,1,00000000,FALSE
00000045,69,00000045,69,00000046,70,#ERROR!,,00000000,,2C864480,Arkveld,00000000,000001D2,Arkveld Certificate S,00000003,3,000001CB,Arkveld Scale+,00000004,4,000001CE,White Arkveld Pelt,00000002,2,0000005C,Wyvern Gem,00000001,1,00000000,FALSE
00000005,5,00000005,5,0000004E,78,#ERROR!,,00000000,,2C864480,Arkveld,00000000,00000293,Hunter Symbol I,00000005,5,00000216,Bird Wyvern Gem,00000001,1,00000000,,00000000,,00000000,,00000000,,00000000,FALSE
0000001A,26,0000001A,26,0000004F,79,#ERROR!,,00000000,,2C864480,Arkveld,00000000,00000294,Hunter Symbol II,00000005,5,0000013E,Doshaguma Hide+,00000006,6,00000025,Beast Gem,00000001,1,00000000,,00000000,,00000000,FALSE
00000046,70,00000046,70,00000050,80,#ERROR!,,00000000,,2C864480,Arkveld,00000000,00000295,Hunter Symbol III,00000005,5,000001CC,Arkveld Armorplate,00000005,5,000001D0,Arkveld Horn+,00000003,3,000001D1,Arkveld Gem,00000001,1,00000000,FALSE
